"","individualIDSource","Period","Diagnosis","`Age (Numeric)`","Ethnicity","Sex","Cause of Death","Residuals"
"ENSG00000091527",0.414730070905373,0.108835261606336,0.0149867073128366,0.000791680325418008,0.00258367270451224,1.82265368985019e-11,0,0.458072607127298
"ENSG00000091536",0.463856521969078,0.0451819069602265,0.005684951882341,0.00667327823276741,9.91372361265357e-14,0.00127917568799297,0,0.477324165267495
"ENSG00000091542",0.519690058307921,0,0.012710809809601,0.000559866457995943,1.93046726363133e-11,0.000338709678061502,0,0.466700555727116
"ENSG00000091592",0.547650677619398,0,0.00336132664947668,0.00172084160823763,0.0189365340868959,0.00088825347606216,0,0.42744236655993
"ENSG00000091622",0.219662187109538,0.51997584426857,0.00348844177260687,0.00504708508778776,0.000881642072560829,0.000588221709138177,8.98751765856392e-13,0.250356577978901
"ENSG00000091640",0.512260805582809,0,0.00834317101244551,0.00654419562352263,0,4.03526325132516e-12,0,0.472851827777187
"ENSG00000091651",0.342724760023261,0.171768910612757,0.00565573229360662,0.000179293278308307,1.53719832264346e-13,0,6.54897568795957e-13,0.479671303791258
"ENSG00000091656",0.287084406146619,0,0.0472581385895067,0.0146416044035737,0.00568536929520546,0.00816325531945049,0,0.637167226245644
"ENSG00000091664",0.288244454152841,0,0.00740462642129286,0.000549845367070374,0.00601214680829034,3.96804393134838e-13,0.000818825998349844,0.696970101251759
"ENSG00000091732",0.375710386567337,0.254634107118428,0.00810556736459254,6.25162037268097e-05,0.00202213929185674,0,1.31375756022574e-13,0.359465283453927
"ENSG00000091831",0.42267518265871,0,0.0303383198501811,0.00713592348871374,0,0.00154088378747084,0,0.538309690214924
"ENSG00000091844",0.132870180388626,0.652812847578417,0.00575415491855998,0.00358850758760375,6.81626428703802e-12,1.70562545309034e-12,8.9106759936692e-11,0.204974309429164
"ENSG00000091879",0.226920052390353,0.116834228405833,0.0274928363489332,0.0402568566279308,0.0032784780911436,0.00505666664282682,0.0039453532871523,0.576215528205827
"ENSG00000091947",0.518716074815092,2.08639426073406e-12,0.0131031320997975,0.00296276687292687,0.0220938677994202,5.42141422159045e-15,0,0.443124158410672
"ENSG00000091972",0.485189087407185,0.0198547239133511,0.00487592968571919,0.0118535022453467,8.07873234850186e-12,0,0,0.47822675674032
"ENSG00000091986",0.317355383712178,0.0782525478496729,0.00775689981675848,0.0276840206649416,2.82927410411265e-13,0.00430800657533211,0.00158024772742629,0.563062893653407
"ENSG00000092010",0.518035586926691,1.05400870063477e-10,0.0173081172207822,0.00158727338602711,0.0091757060255084,0.00249424990355648,0,0.451399066432034
"ENSG00000092020",0.419294051764846,0.178238629050016,0.0117038852320106,0.000379725091105701,2.7396458711912e-10,4.20694794688733e-12,0,0.39038370858385
"ENSG00000092036",0.385591454761675,0.21789088163703,0.0156394690897352,0.0258630878501449,0.0148391788184214,0.00286635408307706,0,0.337309573759916
"ENSG00000092051",0.497770878473561,1.09355837675105e-11,0.00815497391045335,0.00301142825161592,0.00380080080803745,0.000894220270014666,3.22235784230118e-12,0.486367698272159
"ENSG00000092054",0.475871704225026,0.00457325756450029,0.00949538143197469,0.011302455861876,0.0014097570886336,0.00967120938259212,0.000984355178169483,0.486691879267228
"ENSG00000092068",0.28195690639852,0.450295696259317,0.00313858643714176,2.32652730591345e-06,2.79750754642694e-12,0.000107380338802288,0,0.264499104036115
"ENSG00000092094",0.376544761403611,0.245184581388075,0.00829356243441002,0.00897892723270025,0.0045252585172314,3.28308397723544e-15,0,0.356472909023969
"ENSG00000092096",0.449714427650222,0.205064949985978,0.000611220383182582,0.000356821442891112,0,0.00199577063271373,0,0.342256809905013
"ENSG00000092098",0.557715477737688,2.12853992390742e-08,0.0168433839401205,0.00223668587050631,0.00309506566692387,8.17208984341571e-13,0,0.420109365498544
"ENSG00000092108",0.373259713493539,0.137988436775408,0.0124455292311887,9.28820969336868e-05,0.00849904201804644,0.00103376010018939,0,0.466680636284695
"ENSG00000092140",0.162596022554312,0.530392475447807,0.00835651755985511,7.08547714712039e-05,0.000527780281168927,0.000600624111825285,7.75760874480385e-13,0.297455725272785
"ENSG00000092148",0.393596802131773,0.148263516733439,0.0100886834682209,7.55121842734459e-06,0.00193327912827012,1.84144404494989e-14,0,0.446110167319852
"ENSG00000092199",0.401521480095599,0.14321235338359,0.0160891128472696,0.00164973619835603,0.0124913477689051,0.000605303988098,0,0.424430665718182
"ENSG00000092201",0.325848453462526,0.328825214345776,0.0102565187159936,0.000455065336216464,2.20074884010051e-09,1.33359964193216e-12,0,0.334614745937405
"ENSG00000092203",0.414514889254277,0,0.0128887451007031,0.00349683583176748,2.49569738429261e-11,2.6518047038372e-13,0,0.56909952978803
"ENSG00000092208",0.367310991063615,0.222028517066829,0.00818038878386579,0.00418828628586065,0.00688049169323064,2.0946088494175e-05,1.48479997776248e-11,0.391390379003257
"ENSG00000092295",0.31369421508197,0.117554526230348,0.0160600930919763,0.00787785450200021,0.00246808837879593,0.00241612994558361,0.0128602398598231,0.527068852909503
"ENSG00000092330",0.353501370995769,0.345507683642354,0.00767516141156846,0.000150759754566185,0.00621954785962817,6.64035239986498e-13,0,0.28694547633545
"ENSG00000092421",0.3253227015542,0.106058248607356,0.0204546110353207,0.0131064099197463,0,0.000672014541432424,2.24871572927483e-12,0.534386014339696
"ENSG00000092439",0.253109748992523,0.163702443787592,0.0283941249018906,0.00495268527252396,0.00292428798179771,0.00111389456446911,2.8474743197441e-14,0.545802814499175
"ENSG00000092445",0.295353468203654,0.436012347200532,0.00584169840038406,0.00308532924225681,0,0,1.75207527058532e-13,0.259707156952998
"ENSG00000092470",0.0507333663144159,0.822686465451446,0.00344336789120445,0.0013892061502076,0.00208556080614592,0.000166557318197432,0,0.119495476068383
"ENSG00000092529",0.146855960939779,0.568450147669492,0.00480051566733559,0.0128168062333783,0.0123407853297094,0.000264118323733286,0,0.254471665836573
"ENSG00000092531",0.364062855620022,7.36087605172403e-12,0.0468931094145963,0.0160507088658146,0.00255686412136992,0.00677321148897245,0.00441144086667865,0.559251809615186
"ENSG00000092621",0.334201261399869,0.374215722803645,0.0105507574636086,0.0113434780995347,0.00737386082959155,0.000789120108113429,0,0.261525799295638
"ENSG00000092758",0.521306348422969,0.0562696543891488,0.00779463171555553,5.93934407729864e-06,0.0239296412063613,1.23200085768702e-13,0,0.390693784921765
"ENSG00000092820",0.372702484557174,0.156995200690188,0.0223871135455774,0.0126395756846031,0.00849838105083261,0.000101407680187677,0.00109527414587122,0.425580562645566
"ENSG00000092841",0.566358171986864,0.0122489706012375,0.00976809921988436,0.00569927546269744,0.0185066217624354,8.41220115777687e-13,0,0.38741886096604
"ENSG00000092847",0.351281155776314,0.0478548229105853,0.0219012081795823,0.00194582049854234,2.47901860962028e-12,3.35072972019309e-12,0,0.577016992629146
"ENSG00000092850",0.0564506565261976,0.896302503138824,0.00233542392224488,2.16542642535511e-05,0.000237596550646284,6.13879235854369e-05,0.00169880928414536,0.0428919683901031
"ENSG00000092853",0.287092578995424,0,0.00727577415838813,0.0207440227132859,0.000926551281332108,0.00481869268075746,0.00116617000527078,0.677976210165541
"ENSG00000092871",0.473838522916087,4.72725329534943e-11,0.0147468460750473,0.0128963909741622,0.0217611112420149,0.00107711621483865,0.00157456542355593,0.474105447107022
"ENSG00000092929",0.460704979288857,1.08268095159461e-10,0.0106473755169271,0.0106816835212525,0.000575331867305667,1.05966024131232e-10,0.00141109896485376,0.51597953062657
"ENSG00000092931",0.346893174581139,0.114722766037225,0.0147249601383542,0.00467705431605591,2.96365640034702e-10,5.30110387669759e-12,7.47356157326178e-11,0.518982044550823
"ENSG00000092964",0.352962274595503,0.167111836854182,0.0148556979871543,0.00486274327954423,0.000405418934133453,5.92416663581768e-08,1.0660254986702e-10,0.459801969001214
"ENSG00000092969",0.307923495164685,0.0718967524265799,0.0352671050787926,0.0174857408677878,0.00555913449005303,0.00303625260851743,0,0.558831519363584
"ENSG00000092978",0.32602262947519,0.0459959127190329,0.0202127241686239,2.53729136066408e-06,0.00290839404124147,0.000327853958939598,0,0.604529948345612
"ENSG00000093000",0.388829711162007,0.103846491150542,0.0136325920111226,0.000473434328788273,0,0,0,0.49321777134754
"ENSG00000093010",0.605429982237167,1.29367885949004e-09,0.014868889250319,4.30605054187749e-05,0.0160705274452579,0.000708648611507811,0,0.36287889065665
"ENSG00000093072",0.313081087698912,0.365379682837289,0.00648494155806481,0.000611462647039701,0.00737219129877977,5.05134177957446e-05,0.000488460379225572,0.306531660162893
"ENSG00000093100",0.552630853860238,0.0667575681658651,0.0156625067413121,0.0240123706291131,1.55992677137521e-13,0.00238320356118721,0,0.338553497042128
"ENSG00000093144",0.489217245047126,1.68566258316654e-06,0.013536803664075,0.00022360917910385,0.00133736218640629,0.000344985371743944,0,0.495338308888962
"ENSG00000093167",0.356019704125102,0.127293184854421,0.0189811873458667,0.00621956441577189,4.43620710347952e-10,1.14275464537027e-10,0,0.491486358700942
"ENSG00000093183",0.495649406983682,0,0.0170981444110466,0.00155331446432144,0.00733673479664255,0.00121896966086545,0,0.477143429683442
"ENSG00000093217",0.232169153601038,0,0.013671949047658,0.000152238780951205,0.00025836176021977,0,1.17608479811127e-11,0.753748296798372
"ENSG00000094631",0.376466421366646,0.286855803272201,0.0166123133988702,0.00235759364720094,1.95048999442646e-13,1.29871511734431e-13,0,0.317707868314758
"ENSG00000094796",0.28995651062779,0.590573145482147,0,0.00386428351250884,0.00145891498396745,0.000168402115757736,0,0.113978743277829
"ENSG00000094804",0.326970234220447,9.29180814661878e-10,0.0143960055175266,0.0240488125656959,2.7260443292121e-12,1.14314614022179e-13,0,0.634584946764309
"ENSG00000094841",0.450644112476317,0,0.013739088009276,0.000312171875136334,0.0052723905206813,1.76694850394799e-06,0,0.530030470170086
"ENSG00000094880",0.424295598377592,0.0447170446564002,0.0187646882137057,0.000662774635259043,0.000732917958435656,0.000810601134759584,2.92700303797517e-13,0.510016375023555
"ENSG00000094914",0.415545243156952,0.305702912934618,0.00889228984548655,0.00160010699692597,0.0122187287048796,3.86237430411322e-14,1.47590250425021e-12,0.256040718359624
"ENSG00000094916",0.280376404428179,0.18173111280362,0.0163084032056398,0.00360204876962987,0,1.30373455144906e-12,0,0.517982030791628
"ENSG00000094975",0.172920110143438,0.475572272084156,0.0106454055158381,0.00341771777270058,0.00485399173694035,0.00148514942858298,0,0.331105353318344
"ENSG00000095002",0.374368034069851,0.169492566983032,0.0109956033044288,0.00134312572834278,3.80972291926611e-10,5.39569544699085e-13,0,0.443800669532833
"ENSG00000095015",0.281638141280756,0.182530975412153,0.0279992738104467,0.000432582623922893,0.00540665591521078,0.00440883542399217,0.00201720640990355,0.495566329123615
"ENSG00000095059",0.481873985484397,0.207967532849498,0.00773443548362954,0.00165477113664665,0.00595842037787755,0,0,0.294810854667952
"ENSG00000095066",0.542084248323021,8.81211773071486e-12,0.0205809248725512,0.00111036811362468,0.00160368745662378,0.00139932795596456,0,0.433221443269403
"ENSG00000095139",0.485401072328041,6.86564503508751e-13,0.00983347454333574,2.48785591609659e-07,0.00386666454561776,8.34382360028022e-13,0,0.500898539795893
"ENSG00000095203",0.208927120841381,0.468078408647496,0.00504224736500848,0.000302930822460821,1.43939803667288e-09,3.74540920638788e-13,5.82603653754519e-13,0.317649290883298
"ENSG00000095209",0.345196335191759,0.0538367004942203,0.0235806882030063,0.00904266682205393,0.017202498352448,0.00726131075308022,0.000444882091552819,0.54343491809188
"ENSG00000095261",0.396222194683606,0.054980978848001,0.0117709614779363,0.00149569700347514,0.00292404551860797,0.000624388986122919,3.0385512599076e-11,0.531981733451866
"ENSG00000095303",0.162511679280607,0.336231631665098,0.0153464343440337,0.00173155112898032,0.017751164845859,2.0066257186423e-11,0.0264336989110639,0.439993839804292
"ENSG00000095319",0.238566936136331,0.360552975705125,0.0146196178489644,0.0141973557914001,0,0.00062500250444679,0.00107042439633232,0.370367687617401
"ENSG00000095321",0.630746898899625,0,0.0118973866247299,6.13128106882567e-05,0,4.50707435338201e-14,0,0.357294401664912
"ENSG00000095370",0.673679344732086,0,0.00232462381264372,0.00249878999501754,0.00095328226330059,0.00119083950408531,5.41785636897868e-11,0.319353119638688
"ENSG00000095380",0.513025956618338,0,0.00593488112631201,2.08537720181742e-05,0.00649701552108384,1.19029145185746e-13,0,0.474521292962129
"ENSG00000095383",0.509333793045756,3.7316259576951e-11,0.0195887656013929,0.0242670307119774,0.00129197272744647,0.00120978527572034,0,0.444308652600391
"ENSG00000095397",0.454123363995718,0.231804976779186,0.0150228800007261,0.00210973121901568,6.10126718218593e-09,5.47592797530258e-11,0.00123864448462122,0.295700397364707
"ENSG00000095485",0.378441216730616,0.0943271701876455,0.0109649467761826,3.60193124223729e-05,0.00895604513917961,7.24150768079236e-12,0,0.507274601846712
"ENSG00000095539",0.238729921722237,0.590676657151824,0.00360071791586128,0.000493695287007575,1.04675848371905e-05,0,0,0.166488540338233
"ENSG00000095564",0.201646630179476,0.418948776088855,0.0145091681285567,0.00104751003577504,0.00115422922441725,4.56516069791934e-08,0.00170398546181951,0.360989655229493
"ENSG00000095574",0.417576913985678,0,0.0209544876736741,0.0196158585797951,0,0.00290595774478353,0,0.53894678201607
"ENSG00000095585",0.102585964251906,0.326277210562819,0.0233145589532241,0.00123752879977896,0.00923567715400885,0,0.0244494496657185,0.512899610612545
"ENSG00000095587",0.244319997288321,0.344099904529046,0.00553710732944178,0.000207209595917978,6.50641874626544e-12,0,5.53612392531968e-12,0.405835781245231
"ENSG00000095596",0.0838187055312872,0.848768894390737,0.00098193124613924,0.0141529547877318,3.98398441739015e-13,0.00016891249467149,0.00138417101984741,0.0507244305291871
"ENSG00000095637",0.384116207401872,0.0441564533244227,0.0202074606218741,0.0154798253575136,0.00138940797686618,0.00137325870190115,0,0.533277386615551
"ENSG00000095713",0.289320760785613,0.428915721390544,0.00168254727810532,0.0160695739038311,0.00127092395979838,0.00205687832177179,0,0.260683594360337
"ENSG00000095739",0.50317910646981,0.100288790070645,0.0173755144360734,0.000625550800932149,0.000143161575692705,0.00253542750518718,0.0059154893799294,0.369936959761729
"ENSG00000095787",0.388250489508939,0,0.0162827969282302,0.000989621529913958,5.32296697150999e-13,0.00111524651075967,6.84518528785827e-12,0.59336184551478
"ENSG00000095794",0.447227718483693,0.181834639187042,0.0100439911115772,0.00215812409437249,0.00301053966862045,1.74587066451339e-11,0,0.355724987437236
"ENSG00000095906",0.653948707710261,0.0350988965927656,0.00419745157875131,0.00141420832233242,0.0106321019797766,7.64051553139716e-15,0,0.294708633816105
"ENSG00000095932",0.411552545199541,0.24019338372091,4.67387729543056e-13,0.000199843085085792,0.0160723074420319,0.0102917494171003,0,0.321690171134864
"ENSG00000095951",0.286176033556879,0.224386631662186,0.013224698795025,0.00102665847584338,0,1.08249860930744e-14,0,0.475185977510056
"ENSG00000095970",0.142561866937688,0.101482387479775,0.031116438738023,0.015170851665297,3.75461163573266e-11,0.000634714129684489,0.0233617863117333,0.685671954700252
"ENSG00000096060",0.148355931027149,2.98236754748961e-11,0.0164957313565803,0.241258744059149,0.00548348912766809,0.0026910717604989,0.0277686165739877,0.557946416065143
"ENSG00000096063",0.211451349272809,0.388150821049273,0.00942397219235057,0.000227216781211057,0,5.51037917312172e-13,0,0.390746640703805
"ENSG00000096070",0.512909503271041,0,0.0119514653945956,5.74965872452422e-05,1.27388404998658e-14,4.4840034662565e-11,0,0.475081534702265
"ENSG00000096080",0.506211081263405,0.0264929783475805,0.008178149667667,0.00456705014079793,0.00755218005863202,1.44932775641422e-12,1.29670596790585e-10,0.446998560390797
"ENSG00000096092",0.526728367486679,1.5786417971988e-12,0.00387414996941471,0.00784596533364799,3.19329104454359e-12,0,0.00103032790808857,0.460521189297398
"ENSG00000096093",0.232633257933248,0.454988261724576,0.00975322658625893,0.00073803764191051,0.00012864697279486,0.00050245391981471,1.20523747288793e-43,0.301256115221396
"ENSG00000096384",0.48090192580395,2.21086028079445e-19,0.00874878279804777,0.00775094104448628,0,0,0,0.502598350353516
"ENSG00000096401",0.275232508362256,0.386912341096144,0.00966099193475598,0.000510666658765456,0.00275958874888331,5.80688635223725e-13,0,0.324923903198615
"ENSG00000096433",0.484966018113518,0,0.0107499311661707,0.00134064117090334,0,0.00018120611785305,0.0069449868358193,0.495817216595735
"ENSG00000096654",0.448849622781622,4.75680467046436e-11,0.00747340689338521,0.0015059697266212,0.00222110036847866,1.71602413504089e-11,0,0.539949900165165
"ENSG00000096696",0.383448501302267,7.26872866867165e-10,0.0265293425811276,3.22870314837691e-05,0.00925987120692727,0.00194044982286985,0.0064727120203638,0.572316835308088
"ENSG00000096717",0.255954627411666,0.381322783686439,0.0160067698926586,0.00575508138734647,0.00283709771654017,0.00137034843226515,2.17583736558904e-13,0.336753291472867
"ENSG00000096746",0.661776080255504,0,0.0158203201534848,0.00746454850000839,0,0.0024395293326679,9.46608878599462e-18,0.312499521758335
"ENSG00000096872",0.340984074154438,0.0824709594961907,0.0255342529620564,0.00380527403757629,0.00382842278959871,0.00373892648898986,0,0.53963809007115
"ENSG00000096968",0.263877855364193,0.236631096455146,0.0183630086005495,0.00679535492262034,0.00320936247903021,0.00163425305236235,0,0.469489069126099
"ENSG00000097007",0.351681498813317,0.298249756841546,0.017913345073066,0.00202095525978427,0.00241089065933406,0.00129709980639274,0.000149443547006941,0.326277009999553
"ENSG00000097021",0.510388969693714,0,0.00185185812026306,0.00848044353647866,0.000593065664346701,0.000372032375326049,0,0.478313630609871
"ENSG00000097033",0.258902137704699,0.398080280938399,0.0131045755397415,0.000201303385723868,0.00326604855028752,0.0015565200758047,0,0.324889133805344
"ENSG00000097046",0.244314190105774,0.41626749398383,0.00559601805246687,0.0036077144318259,0.00675618623860194,0,2.32760983718972e-14,0.323458397187478
"ENSG00000097096",0.343138627685479,0,0.0229836402686364,0.00388595098165476,4.09976316236512e-05,2.57140303997798e-12,8.47198965808935e-10,0.629950782582836
"ENSG00000099139",0.220070981505164,0.434600571226421,0.0264545651348352,0.000632530149693602,0.00422759549744404,0.00147264806614759,0.00238997823937282,0.310151130180922
"ENSG00000099194",0.398493482340034,0,0.0105371109015808,0.000829001874630301,0.00641456185343205,0.000750343803722046,3.99116465754859e-14,0.582975499226561
"ENSG00000099203",0.572697270012988,0,0.0105222450274044,0.00193749188476896,0.0145709970924154,1.90894790641819e-13,0.00236464884855837,0.397907347133674
"ENSG00000099204",0.452761103668754,0,0.0210265512250684,0.00262434829334676,0,0.00175151870051934,9.87907611743423e-12,0.521836478102433
"ENSG00000099219",0.337525462630004,0.0310203385569046,0.0170090221807832,0.00677560191863848,0.004237319152955,0.00146204388719301,0,0.601970211673522
"ENSG00000099246",0.441470883397224,0,0.0159964321350222,0.00171910451451292,0.00164045829349569,0.00108900939612619,3.43905044048744e-14,0.538084112263585
"ENSG00000099250",0.211766836111498,0.459595674257515,0.0109521242550179,0.000284490403978007,0,0.000123555260389225,4.12535250280154e-13,0.317277319711189
"ENSG00000099251",0.303057443415718,0.269272192891378,0.00477675754485155,0.00502404148072509,0.00172327526552962,4.72553562908752e-14,0.00353352627075099,0.412612763130999
"ENSG00000099256",0.397743284317906,0.146223474086608,0.0154367575196329,0.00513777689139402,0.0120289499003706,0.00308854097322645,0.000728661983406891,0.419612554327456
"ENSG00000099260",0.0766601620096221,0.814412184283243,0.00631783968016161,0.000472666338430849,0.000496393777730349,0.0016376090236792,0.00083091811980571,0.0991722267673271
"ENSG00000099282",0.227570478109269,0.400684071432612,0.00425574249093935,0.00358997219598178,0.0178845653333178,0.000346622713124488,0,0.345668547724756
"ENSG00000099284",0.141459344820127,0.768961916721089,0.00266545053999989,0.000646151478146292,6.36161273769125e-13,0,0,0.0862671364400021
"ENSG00000099290",0.322792557529118,0,0.0328512963692781,0.000417077996966231,0.0158730006740613,0.000184498222944535,0,0.627881569207631
"ENSG00000099308",0.148455694746855,0.665810865335101,0.00267202023900253,0.000360390879902384,0.000315078541390152,0,0,0.182385950257748
"ENSG00000099326",0.594000298878113,0,0.015702927050077,0.00123297675383634,2.03730197590281e-12,2.21274543963058e-13,0,0.389063797315715
"ENSG00000099330",0.380688741696338,0.237372139806624,0.00767786739286266,0.00210068815409153,0.00278373583916049,0,3.78470527151388e-14,0.369376827110885
"ENSG00000099331",0.525454077883602,0.0187566610551162,0.0267997282705622,0.00972974881127239,0.000546591113111052,0.000103446409855051,0,0.418609746456481
"ENSG00000099338",0.179968762510343,0.411638637977559,0.014197475971423,0.0033207134743734,0.0291080217732256,0.000101715241312135,0,0.361664673051764
"ENSG00000099341",0.429199985623628,8.5520182868538e-10,0.00814398970893743,0.0251691907184655,0.0176832565203579,0,1.60402016307862e-47,0.519803576573409
"ENSG00000099364",0.530193953743312,0.0700426284237142,0.00640387970116222,0.00921911934326822,0.00439176463090858,0.00113154140742295,0,0.378617112750212
"ENSG00000099365",0.380643520438316,0.244100743176316,0.00475905271988147,0.000623972694895881,0.000512191300266637,3.14761300482555e-12,0,0.369360519667176
"ENSG00000099377",0.39095979621317,0,0.018866796688148,0.0390219988018343,0.0184368476934336,0.000147336031045996,0.0059073866475099,0.526659837924859
"ENSG00000099381",0.614542130190375,0,0.00801791511754126,0.00184664803176341,2.12899770298871e-11,2.84726618497622e-13,0.00176899657857828,0.373824310060168
"ENSG00000099385",0.272946312538311,0.519972341695239,0.00784439443160237,0.000324255564640008,0.00742157313804519,0.000936891175867056,1.41149105923488e-11,0.19055423144218
"ENSG00000099622",0.554336014584703,0,0.00579476821014704,0.000542840363024536,0,0,4.93798169076061e-05,0.439276997025217
"ENSG00000099624",0.574705807420986,0.0846090450330542,0.00499435125596698,0.00016154514200122,1.49133168676893e-13,3.57735065793894e-13,0,0.335529251147485
"ENSG00000099625",0.602947107989248,0,0.00621390957030257,0.0172111200691084,0.00210159186205942,0.00364089596406767,0.00937620138972497,0.358509173155489
"ENSG00000099715",0.0417227100905744,0.127017234512307,8.63874488911656e-05,0.00808878848862822,0.121431420810921,0.328025963683651,0,0.373627494965028
"ENSG00000099725",0.0605926954064747,0.396535921551055,0.00249280631288853,0.000273997153177487,0.0368932120930831,0.202362185133048,2.44886542733809e-12,0.300849182347824
"ENSG00000099783",0.53259158563904,0.131088181700653,0.0153529636671026,0.00303440649062336,0,9.39313066066103e-14,0,0.317932862502487
"ENSG00000099785",0.475248160120576,0.248596342793089,0.00784526210831131,0.000367759511876766,0.0031664501406021,4.1441074869755e-12,5.3705486286978e-11,0.264776025267695
"ENSG00000099795",0.501382274879618,0.0339820910990139,0.0106664757725461,0.00167364899792423,1.65320026573489e-12,8.84576683786199e-06,0,0.452286663482407
"ENSG00000099797",0.521082717455021,0.236774956340727,0.00638923828853481,0.00145089124552713,0,0.000621526740899677,0,0.23368066992929
"ENSG00000099800",0.578942481380169,0,0.00779586717037815,0.0139611429733448,0.00672997011895233,1.68457738020486e-10,0,0.392570538188698
"ENSG00000099804",0.559800756653688,0,0.011376910405903,0.0142860165967025,0.00809985667969983,4.81679229610984e-14,0,0.406436459663958
"ENSG00000099810",0.257265810270791,0.273766599029697,0.0144958036049648,0.00797949286192308,1.15066724460382e-13,0.0011417259557096,0,0.4453505682768
"ENSG00000099814",0.499807206205275,0.0226531044986072,0.00662907405971342,0.0023062861218649,0.00331118208146795,0.00253785051125413,0,0.462755296521818
"ENSG00000099817",0.673276629929509,0,0.00367515210572665,0.00359763818632913,6.17437215871189e-13,2.28029235517411e-14,0,0.319450579777795
"ENSG00000099821",0.575632909278709,5.42993073396104e-11,0.0195519408641978,0.00296238780799814,7.5606889793587e-14,0.000168426024318786,0,0.401684335970401
"ENSG00000099822",0.359866657288082,0.385152697699838,0.00530383574197482,0.0018577713949364,0.000662548846558854,1.87192361089243e-12,3.58333156327192e-42,0.247156489026738
"ENSG00000099840",0.554523642614226,6.84337545408555e-11,0.0194178353662076,0.0517432193942168,0.00268787850793084,5.47658421378656e-05,0.000575073984096466,0.370997584222751
"ENSG00000099849",0.596671349087962,0.00905961193061811,0.00587444022722674,0.0148762920016394,0.00433817065251232,0.000855721720363149,0,0.368324414379678
"ENSG00000099860",0.200547290852303,0.292575317849721,0.00927623806702082,0.00875444493376509,0.00224814019964349,0.0010692863927459,0.0114238519812551,0.474105429723546
"ENSG00000099864",0.568439958317566,0,0.0136130697116211,0.00079268777894103,0,2.4967530293988e-15,0,0.417154284191869
"ENSG00000099866",0.619077131002615,0.0987189049613116,0.0042644961030745,3.80114858793229e-05,0.00713934629925799,0.00200652541040695,0.00543708336718036,0.263318501370274
"ENSG00000099875",0.483835882701144,0,0.0398368284076236,0.00196332987045471,1.36925450563614e-16,0.000774932145892256,0.00251543206406939,0.471073594810816
"ENSG00000099889",0.27559425345804,0.5003021714982,0.00554397691456925,0.000864693976161577,0,0,3.06997479300029e-12,0.217694904149959
"ENSG00000099899",0.617892516809015,0.043030573181104,0.0101548512549755,0.00060784337715566,1.75047166427142e-12,4.46392556659887e-13,0,0.328314215375553
"ENSG00000099901",0.510242773575722,0.0707588502742811,0.00825306205360369,0.000385103580508634,0.00183171390641935,2.31268349381173e-13,1.06402928231876e-12,0.40852849660817
"ENSG00000099904",0.59845048317561,0,0.0109449560668756,0.00177194626954336,5.71750840402508e-09,5.80635318827115e-12,0.00012394794618894,0.388708660818467
"ENSG00000099910",0.396552101583208,0.216783571553169,0.00669156625795249,0.000103937222157581,1.06561771049052e-10,9.74737357439189e-13,0,0.379868823275977
"ENSG00000099917",0.548272323323055,0,0.0153912359094111,0.00488836802016992,1.52361603175953e-12,9.37856938876886e-14,1.56065242315484e-12,0.431448072744186
"ENSG00000099940",0.562175244461988,0,0.0108370569310989,0.000393261869566064,0,0.00069853565638586,2.42188755983555e-14,0.425895901080937
"ENSG00000099942",0.481124092220935,9.48639462515079e-09,0.0152143630341632,0.00290363016410518,0.00318712601364607,8.75618890372946e-12,0,0.497570779072
"ENSG00000099949",0.418597821831176,0.19937990589758,0.0196914226009138,0.000368672527307254,6.51892916329838e-12,1.25393451603026e-12,0.000640995548713056,0.361321181586536
"ENSG00000099954",0.146982334265966,0.30599297110662,0.0267859011058265,0.00160995055550066,0.0358344128903806,0.00142364921071267,0.00180988609212024,0.479560894772873
"ENSG00000099956",0.521603524750117,0.258120470789714,0.00617381741555322,0.00023819082735724,0.000355318599841162,1.09667628478961e-11,0,0.213508677606451
"ENSG00000099957",0.359582007351167,0.369765167641165,0.00258650320075222,0.00555304998302392,7.54649206645647e-11,2.76403645415847e-13,0,0.262513271748151
"ENSG00000099958",0.469574883749711,0.0491081074471445,0.00502560019756244,0.0119872600349383,8.16610372139074e-11,0.000464726449283741,6.37379245367845e-11,0.463839421975961
"ENSG00000099960",0.311948609067101,0.275088970960246,0,0.00456833230617833,0.0035984559938654,0.00907119863115943,7.41093842452302e-13,0.395724433040708
"ENSG00000099968",0.346098767863264,1.12078265690331e-11,0.0169754892050346,0.0160945157918236,0.00537265449361022,0,0,0.615458572635059
"ENSG00000099974",0.655576775155472,4.34283285997727e-11,0.00290362790282111,3.29104711023099e-05,9.4987232092311e-13,0,0.0136652414709951,0.327821444955231
"ENSG00000099977",0.466181228553256,0,0.00957620202027359,0.0133381416051783,0,1.36080781908915e-14,0,0.510904427821279
"ENSG00000099984",0.292382101739719,0.189992659887463,0,2.30834984808811e-05,0.0258673936402512,2.48938749253444e-14,0.00249055415285901,0.489244207081202
"ENSG00000099991",0.535902104559219,0,0.0178095381655023,0.00151315866232596,0,5.92087241374121e-12,0.000217637514919639,0.444557561092112
"ENSG00000099992",0.657659823781499,6.92378439992709e-09,0.00799769866639773,0.0119302355105241,2.90163368328138e-07,1.83300098791997e-12,0.00199535213604174,0.320416592816552
"ENSG00000099995",0.514974228876364,0,0.0158277339715244,5.18195456019877e-06,0,2.10018222973551e-13,0,0.469192855197342
