"","DonorID","Period","Regions","Sex","`Age (Numeric)`","RIN","pH","`PMI (hours)`","`Dissection Score`","`Proportion of Neurons (MultiBrain)`","`Proportion of Astrocytes (MultiBrain)`","`Proportion of Oligodendrocytes (MultiBrain)`","`Proportion of Endothelia (MultiBrain)`","Residuals"
"ENSG00000144134",0.245848161446095,0.313888687997003,0.0245718578549751,2.74902979842226e-10,0.0251103247258758,0.00105771008141189,0.000127223772432614,0.000771126631260425,9.46604659269326e-07,0.164180563856192,0.0281389120276172,0.0312667888098158,0.0141727085673539,0.150864987350404
"ENSG00000167642",0.200417296601289,0,0.0521819738747908,6.49949557076151e-12,3.09245526588019e-05,1.73302198606947e-05,0.000185740695639351,0.00119794955021518,1.09196360225169e-05,0.2652340667506,0.0517045616234765,0.0293045203388333,0.0507836131257716,0.348931103024342
"ENSG00000110888",0.261849253751367,0,0.0694063242870178,3.69245359363058e-10,0.0310217680090313,0.00116378941759987,0.00137977508733521,0.0186631867774059,0.000151216556155996,0.207785658378655,0.0783553552813665,0.0450508780006,0.114829935150275,0.170342858933945
"ENSG00000143507",0.329868051562337,0.0285542257284723,0.0621316411267558,3.51946278737212e-10,0.019217770382747,0.00740682397192603,0.0195766718392222,0.0221233914631399,1.27816563720733e-07,0.0321985842997784,2.49183120877805e-06,0.0294343521172609,0.163029968362417,0.286455899146225
"ENSG00000112782",0.312314334041062,0,0.0824790395616477,2.1834958814825e-11,0.000121028095462899,0.000333348167747348,1.94816949451993e-05,6.71559775800593e-05,2.42248360368639e-05,0.115714718286347,0.062396494125433,0.0257549985035079,0.0283824628663181,0.372392713822078
"ENSG00000009413",0.0573759269999281,0.496087125860005,0.279249211944056,1.85312241018805e-10,4.80993050824615e-05,0.000107844401225904,5.17772240867103e-05,0.000520088263826975,4.03162241312465e-06,0.0458786300563191,0.0231388603684849,0.0062625841545611,2.88318945528115e-05,0.0912469877201449
"ENSG00000223559",0.515639543108146,0,0,2.537240349029e-11,0.000721570575952224,0.000135571339324042,3.1872889942675e-05,9.38530887675316e-06,7.07031646015623e-06,0.0326919074182819,0.0083769888911192,0.00993797117208284,0.00704013974647457,0.425407979207968
"ENSG00000072401",0.381448117655844,0,0,4.80199758607972e-12,0.00574649867503711,2.68966230929906e-07,0.00418188183158399,0.00205540561001785,5.45938198002668e-06,0.209424810425411,0.0900759753776056,0.0610968060029768,0.0646008498806542,0.181363926187857
"ENSG00000142507",0.469239379641707,0,0.0352793434896528,8.38037964170077e-13,0.0216474385782475,4.55996769732473e-05,0.00244800259819822,0.012950921014275,0.000702893307569861,0.0184051636513787,8.36936040988904e-07,0.000563923091814489,0.151175133456392,0.287541364556911
"ENSG00000146700",0.214361049899296,0.101071749836024,0.221382146166816,2.92079176277822e-09,0.000728494579777234,0.00102878271665725,0.000282504553026071,0.000362602284177532,1.43534005762497e-05,0.0493084911410256,0.0200642708472592,0.00462818556378329,0.0212533661037113,0.365513999987079
