"","SampleID","Proportion of Neurons (MultiBrain)","Proportion of Astrocytes (MultiBrain)","Proportion of Microglia (MultiBrain)","Proportion of Oligodendrocytes (MultiBrain)","Proportion of Endothelia (MultiBrain)"
"1","13058_8_pcw_Ocx_s2a",0.3080059356565,0,0.053492847139171,0.00504839042988419,0.633452826774445
"2","13058_8_pcw_M1C-S1C_s2a",0.383333984123472,0.0132396484375339,0.0441329806991124,0.000553639759066802,0.558739746980815
"3","13058_8_pcw_AMY_s2a",0.558169664171786,0,0,0,0.441830335828214
"4","13058_8_pcw_MGE_s2a",0.413063273883553,0,0.0466339896224213,0.0185584900444076,0.521744246449618
"5","13058_8_pcw_STC_s2a",0.439910758835071,0.0017202264321931,0.0667918104998631,0.00126223739961623,0.490314966833257
"6","13058_8_pcw_URL_s2a",0.617516503442506,0,0.0466158087603463,0,0.335867687797148
"7","13058_8_pcw_CGE_s2a",0.3897372775535,0.00614490455414527,0.037016353613548,0.00188119690195332,0.565220267376853
"8","13058_8_pcw_DTH_s2a",0.548265757421392,0,0.0225803719363694,0,0.429153870642238
"9","13058_8_pcw_MFC_s2a",0.326229580942167,0.0103893487798832,0.0322899420942746,0.00406123575914686,0.627029892424529
"10","13058_8_pcw_DFC_s2a",0.380289404060635,0,0,0,0.619710595939365
"11","13058_8_pcw_OFC_s2a",0.292899016399458,0.000649147888923038,0.025496571887605,0.0165299692640774,0.664425294559936
"12","13058_8_pcw_LGE_s2a",0.495487480208026,0.0194404214552712,0.0255914216590089,0,0.459480676677694
"13","13058_8_pcw_ITC_s2a",0.610714015866797,0,0.0363991266202199,0,0.352886857512983
"14","13058_8_pcw_HIP_s2a",0.220595118836075,0,0.0323432486827089,0,0.747061632481216
"15","13058_8_pcw_VFC_s2a",0.398713990380605,0,0.0461634205301379,0.00322939361500299,0.551893195474254
"16","13058_8_pcw_PCx_s2a",0.332917297808482,0.0131154509180769,0.0507948831430538,0.00828804332376584,0.594884324806621
"17","12833_9_pcw_DFC_s2a",0.357305293554534,0.0315231328043256,0.0314368614885885,0.00342420828967143,0.576310503862881
"18","12833_9_pcw_MFC_s2a",0.366323750701063,0.0375286856604079,0.0241069463756795,0,0.572040617262849
"19","12833_9_pcw_AMY_s2a",0.487434699881458,0.0294760329969634,0.00984550316458414,0,0.473243763956995
"20","12833_9_pcw_DTH_s2a",0.673805096484613,0,0.0313317115637154,0,0.294863191951671
"21","12833_9_pcw_URL_s2a",0.597405203623078,0.0210877292920855,0.035580093544968,0,0.345926973539868
"22","12833_9_pcw_LGE_s2a",0.435383382958166,0.0427553391288567,0.0281009181279177,0.000569534411484994,0.493190825373575
"23","12833_9_pcw_M1C-S1C_s2a",0.221585418087041,0.0745036650291758,0.0208913275827817,0.00754884107480242,0.675470748226199
"24","12833_9_pcw_MGE_s2a",0.527339960979736,0.0105595885554067,0.0197270770559726,0.0101934620030567,0.432179911405828
"25","12833_9_pcw_TCx_s2a",0.52204567082677,0.0189828944670817,0.0582425124958754,0,0.400728922210273
"26","12833_9_pcw_HIP_s2a",0.339254500967434,0.0584111149636112,0.00340408183077648,0,0.598930302238178
"27","12833_9_pcw_Ocx_s2a",0.369241212660728,0.0298834620618499,0.0474232624277426,0.0044428016115771,0.549009261238102
"28","12833_9_pcw_CGE_s2a",0.228141595395873,0.0661554675298447,0.00810278948858129,0,0.697600147585701
"29","12833_9_pcw_OFC_s2a",0.339587316436521,0.0623456373762723,0,0,0.598067046187207
"30","12833_9_pcw_PCx_s2a",0.448641667069972,0.0353271108466367,0.0547826248637257,0,0.461248597219665
"31","12835_12_pcw_HIP_s2b",0.471494626917435,0.0454386319173253,0.0274534360948114,0.00313939491338074,0.452473910157048
"32","12835_12_pcw_DTH_s2b",0.730004387598439,0,0.015884879189421,0,0.25411073321214
"33","12835_12_pcw_AMY_s2b",0.394673746272414,0.0519440364552864,0.036166100250066,0.000412334555057911,0.516803782467176
"34","12835_12_pcw_A1C_s2b",0.713555481517634,0,0.0340503488883122,0,0.252394169594054
"35","12835_12_pcw_V1C_s2b",0.666146500717132,0,0.0586389433693878,0,0.275214555913481
"36","12835_12_pcw_MFC_s2b",0.748050630150486,0,0.0346249398927299,0,0.217324429956784
"37","12835_12_pcw_STR_s2b",0.705898393103618,0,0.0229486746414195,0.00135140836439563,0.269801523890566
"38","12835_12_pcw_M1C_s2b",0.697481544338756,0,0.0240412716884489,0,0.278477183972795
"39","12835_12_pcw_DFC_s2b",0.658184137420528,0,0.0355895075865318,0.0124750927989521,0.293751262193988
"40","12835_12_pcw_ITC_s2b",0.633555100841846,0,0.0456836310941547,0.00111044262908317,0.319650825434916
