"","Period","`Mito Ratio`","Regions","RIN","`Age (Numeric)`","`Mapping Rate`","`rRNA ratio`","Diagnosis","`Total N Reads`","Sex","Residuals"
"ENSG00000145375",0.698866053988528,0.17599895961785,0.0339332409081051,0.00457129535772531,0.0150483492849462,1.16095378585914e-05,3.51946119892709e-05,0.000266972556758456,7.73143540771859e-05,0,0.0711910097821615
"ENSG00000164056",0,0.352778450611167,8.52699034653187e-14,0.0193934790701993,0.0250202184494882,0.00581084659797047,0.000130550041700882,0.00305020078716225,0.000399012480248412,0,0.593417241961979
"ENSG00000151458",0.577497469627846,0.291837262361145,0,0.00663285320999924,0.0373196268132572,0.00136778949295276,7.21837053384759e-05,4.43638383221437e-05,1.46048570277218e-05,0.000485347405018007,0.0847284986890931
"ENSG00000196159",0.771933060586563,0.0302394753842499,0.0938486984327122,9.90607799873444e-06,0.00731574337725352,7.43907811740609e-05,2.15142214294159e-05,0.000167151063052248,6.17232451173486e-06,0.000634981625678251,0.095748906125377
"ENSG00000201297",0.642443935904578,0.0497218161189232,0.0857474318947133,0.00366510411600094,0.00108437640797306,0.00102495553478012,9.4737939168016e-05,0,0.000167825025161912,0.00164002652769976,0.214409790531002
"ENSG00000164066",0.166761567851744,0.461445166524253,0.129970032190645,0.00478190133647047,0.00208777158243992,0.000819945117445512,0.00185617033880228,0.0119615205512359,9.00289268844752e-05,0,0.220225895580079
"ENSG00000164070",0.639007320544157,0.165141819025741,0.00382101902027024,0.00928462038288962,0.010678527730299,0.00474456589912292,5.85301283940239e-05,0.000543145412085334,1.86073677528682e-05,0.00170356097634762,0.16499828351294
"ENSG00000282855",0.186135905257172,0.162583856856179,0,0.0338992341621855,0.00137739071013721,0.000212972764240924,0.000260685996126685,0.0345771644793027,0.000902755035175887,0,0.580050034739479
"ENSG00000244021",0.0264470292974379,0.0127401954799968,0,0.00702142874210503,0.00372529634902121,0.0112596624771078,0.00193414889747596,0.00350796095287198,0.0894308023150281,5.32984217642854e-12,0.843933475483625
"ENSG00000142731",0.891669343650252,0.0274781214385673,0.00494191721738743,0.000338631243598648,0.000963915723434355,0.000955909612380144,4.66426189143042e-05,0,0.000115689756441918,0,0.0734898287390235
"ENSG00000164073",0.143906098832915,0.576888421646299,0.0217897605485276,0.037062416697601,0.00861286809466676,0.0134649631397141,0.00145524743173465,0.00225382637784395,8.06208652266885e-05,0,0.194485776365471
"ENSG00000164074",0.252411899971316,0.580344660432688,0,0.000143642530352901,0.000912176840900746,0.000555281105908092,4.44971113925142e-05,1.22700241301415e-14,0.000285991259144655,0,0.165301850748285
"ENSG00000138709",0.0590352056305559,0.686069490759154,0.0458862289474587,0.00192782413748846,0.00443484525154513,0.00191239670368448,0.000507669732937939,2.9571752633699e-11,0.00227767535371502,0.00127522672486573,0.196673436729023
"ENSG00000164040",0.101008132971562,0.634203689075056,0.0674048087465038,0.0259066672922492,0.00396314396915246,0.000472562639606671,9.48194615547447e-05,1.32391455315056e-10,0.0009169810125655,5.04504134878321e-05,0.16597874428587
"ENSG00000251432",0.00926807090581841,0.357055252792089,0.130279508786233,0.0157473951790132,0.0595319573954868,0.000507170796957335,0.000306355855377941,7.81930033199694e-05,5.24610241872831e-05,0.000895142832486466,0.426278491429031
"ENSG00000077684",0.60292384866187,0.195509679658251,0.12041869027671,0.00138289588742605,0.00891392825984389,0.000710243756971368,0.000364111242529434,0.00359900194343554,0.000567132373902072,9.00044865609118e-11,0.0656104678490564
"ENSG00000151466",0.578455484544117,0.286481793330378,0.00622811135086787,0.00103985054281462,0.00331536061476479,1.43001888418647e-05,0.000282357747475749,0.00102371189192457,0.00108109939161485,4.05734388568048e-13,0.122077930396796
"ENSG00000151470",0.0916848098622519,0.412070413136153,0.130795805555498,0.0492819105930015,0.0341205191265244,0.012794672689411,3.84873569805444e-06,0.0140546445386846,0.000183476173913045,0.000228206809309354,0.254781692779554
"ENSG00000184139",0.0881349279780736,0.0643006455746557,0.0306901562686448,0.0155160641366388,0.00088770981187647,0.00246144397785718,0.00598545070645564,1.16477597871163e-12,0.00288240602502432,0,0.789141195519609
"ENSG00000251488",0.338803419674842,0.098907489265811,0.0154632296826686,0.0067931985749149,0.0144396118207603,2.53627971842708e-05,0.00522519092995876,0.00780080426629842,0.00111101591600906,0.00108448636371343,0.510346190707839
"ENSG00000249513",0.30388462923566,0.102980418739688,0.0666869647144598,0.00183134783326568,0.0353769428614081,0.00418388774770435,0.000194851786359832,0.00292218381095476,1.6782495405611e-05,0.00158459541206306,0.48033739536303
"ENSG00000250241",0.471564599891511,0.184404273777637,0.124133357152351,0.000725642866004913,0.00526480927620541,0.00133978240164019,0.000739138836871765,7.36611497634302e-13,9.52982562708707e-06,0,0.211818865971415
"ENSG00000138650",0.0159707510851937,0.320553838805292,0.287964879891143,0.00212614570405364,0.0482263677877739,1.92865954129913e-06,0.00151047642231623,0,8.5799387385128e-05,0,0.323559812257302
"ENSG00000189184",0.657819331544415,0.0689138437123287,0,0.00258819725636598,0.0353478471212747,0.00679224980333189,0.000510325101813043,0,1.41995639170519e-05,0,0.228014005896554
"ENSG00000151012",0.591478435446057,0.0981655485620194,0.0330636060708406,0.000308312396129881,0.000105063484642267,0.000224426831307153,0.0050559994249188,2.66955587050415e-12,0.000280260272343087,8.43639505690691e-05,0.271233983558503
"ENSG00000251372",0.218898891670649,0.0283032320585344,0.0469735168851778,0.0031887038039639,0.157856436658409,0.00323410407058747,0.00164336607014362,0,0.000980330061423765,0.00113308463793137,0.537788334083179
"ENSG00000250977",0.0407418457125512,0.0101338183572145,0.278293042859215,0.00103814886776091,0.0134011641264697,0.00113722145311613,0.000217654535055193,0.00171441381456309,3.26156414823932e-06,0,0.653319428709906
"ENSG00000151014",0.154901567401881,0.409147500658598,0.0976751081773609,0.000754331055183702,0.0310440355377022,0.000102634726155896,0.00707272931346894,0,0.000215862736029973,0,0.29908623039362
"ENSG00000109381",0.740200425472366,0.162009345026803,0.00556718240548114,4.5217963959424e-06,0.00997867319374763,0.000294756040330687,1.99183613813444e-05,0.000126986316332186,0.000252637970631431,0.000134262513235903,0.0814112909032952
"ENSG00000252503",0.0631905622977323,0.12080550947684,0.0182096261635657,5.80870020279198e-08,0.0181245693482763,0.000479799069594517,0.000272629078076053,0,0.00108609410206625,0.000445142528051499,0.777386009848795
"ENSG00000179967",0.855369562372952,0.0362036369494596,0.00607284101190957,0.00562504143003988,1.87224856185706e-05,0.00807119779663936,0.00157262569820528,2.33537294012076e-13,0.00016462498530654,0.000962676651758121,0.0859390706178778
"ENSG00000109390",0.0616363042326603,0.171733181149426,0.220282906322209,0.240856755560411,0.000247267660692205,0.000216048657212498,0.00873858738768446,0.00824790948860469,0.000142210681630087,0.00353255859370453,0.284366270265765
"ENSG00000164134",0.385320916165238,0.539222246235287,0,0.00264951469476574,0.00165338918424867,0.00364081941604914,0.000251401039259354,1.18045592526278e-13,0.000505521082282223,0,0.0667561921827516
"ENSG00000200520",0.330302115708694,0.0499872059739704,0,0.00251550555342385,0.000531243524977012,0.00241024219906392,0.00303266771655031,8.97332684792962e-14,2.14530039766936e-05,2.38365651085577e-11,0.611199566295418
"ENSG00000273247",0.640481387110873,0.188130012024497,0.0410670187059374,0.00931982318853757,0.000233871161799621,9.30748929000574e-05,0.000296997688206733,0.00123049319584488,0.00147946868874826,0,0.117667853342656
"ENSG00000248863",0.29203982259181,0.253969948152015,0.0812432106255107,0.0606042024655095,0.000419687682160966,0.000623581945456062,5.18531116606712e-05,0.00706041014273238,0.00265820231948903,0.000114165423317678,0.301214915540338
"ENSG00000239005",0.237324882675434,0.138475039000166,0.0594268850946358,0.0208716340861794,0.00123214043954068,0.00330613074841044,0.00324215863820165,0.00124722920369772,0.00847087938554209,0,0.526403020728192
"ENSG00000172007",0.354928358840947,0.354425371732483,0.0478868721111795,0.0431772355023134,0.00430512205191014,3.42472493931455e-05,0.000147830982756339,3.29673555005795e-11,0.000112125443522852,0.000807501181527219,0.194175334871
"ENSG00000145391",0,0.587508976708442,0.00948816580381993,0.00990798469590598,0.0189273419748298,0.000465561638825,0.000654647395640374,2.85641428227414e-13,0.00111061647841657,0.00290057884378651,0.369036126460048
"ENSG00000085871",0.395077840298081,0.0628327868753526,0.0739676223382451,0.0283003434497646,0.0397821374585234,0.00671401780577076,0.000990277036144679,0.00148428915866592,0.000233696442720924,4.31311193759694e-05,0.390573858017355
"ENSG00000178458",0.757117402155817,0.0334063565407703,0.0127205579162883,0.00832934536289353,3.13129872895001e-05,0.00563699277377622,0.00449245632023752,0.000506903623773358,0.000332620852344127,0.00340036018396071,0.174025691282849
"ENSG00000196782",0.662183530816168,0.0891418158881512,0.0844665760866603,0.00512334896108688,0.00475297817563855,0.0083754419979716,0.00304540200763335,0.000689073334020616,0.000155910966488043,0.000205433585862091,0.14186048818032
"ENSG00000153130",0.623811125825784,0.154750298368609,0.0114539318466206,0.0665879099502266,0.00233973755181908,0.0197382607880376,0.00518252818422562,0.00158860649380811,0.000625681880518595,0.0019645513441009,0.111957367766251
"ENSG00000241923",0.439221540356328,0.0703414483498121,0,2.85232609613287e-05,0.00316137751098898,0.00879292849647495,0.000338029894265648,0,0.0189996296399568,0,0.459116522491212
"ENSG00000153132",0.397501258587362,0.0761100843000224,0.0922453968211608,0.0383605905275675,0.0812642613803274,0.00857633015589408,5.1575812215745e-05,0.00118017256814162,0.000614629264667096,0.00306865805434141,0.3010270425283
"ENSG00000179387",0.580576053693449,0.205885275393627,0.032072635560498,0.0186835007233236,0.00225430490772345,0.00470446393844399,0.000838072072526167,0.000570945908737773,3.1673130445803e-05,1.84370199911861e-12,0.154383074669382
"ENSG00000109436",0.189161987073221,0.446645763496765,0.0400596120317907,0.0507461067032267,0.0210221611423664,0.00229509647505958,0.00337903853102534,0.00404565898820775,0.000123126720707454,0.00573665004173744,0.236784798795893
"ENSG00000207155",0.154002729471179,0.109263408273592,0.0695421140917958,0.00793718565401424,0.00418893313403714,0.0057758445233879,2.52430295884831e-07,2.08705573523123e-11,0.00101325112168235,0,0.648276281279145
"ENSG00000170153",0.00554964898006052,0.487862690132996,0.0388570347872701,0.000210498965994522,0.0700312234242155,0.00412845558948071,0.00362125969758694,0.00041642378995204,5.03891318525092e-05,0.000157120950684205,0.389115254549907
"ENSG00000109445",0.106576863931473,0.463464181658897,0.0815973102589425,0.0899987987032368,0.0141577268118532,0.000856248755254272,0.000623555778183932,0.00268333910769497,0.000184453503338139,0.00126544714443548,0.238592074346691
"ENSG00000109452",0.758083934235762,0.131189422973616,0.0163724239390519,0.00168446053090749,0.00807184230797358,7.63091492651115e-05,0.00022873888977459,9.49936704685109e-09,0.000131110943050547,0.000131384349309883,0.0840303631819219
"ENSG00000250326",0.140927362589955,0.228353991610613,0.0523569424785864,0.012208747923892,0.0589050063423211,0.000746922587059179,0.000911323520300046,0.00414410917287053,0.000800854336484797,0,0.500644739437918
"ENSG00000170185",0.0268347361412126,0.715240395565983,0.0154022173517455,0.00700861332593861,0.0175273085343899,0.000243701727842836,0.00338786800196742,3.8504711379992e-14,2.80141907169166e-05,0.00537638132562487,0.20895076383454
"ENSG00000109458",0.217688014567468,0.236227592848648,0,0.000219620846727037,0.0398633605899682,0.000108879687573135,0.0020601520247484,5.03770036904704e-15,7.11264283286027e-05,0,0.503761253006534
"ENSG00000265623",0.178152970955038,0.187723358333758,0,0.00310903539160354,0.0421167564330427,0.00300103383470013,7.11269783779753e-05,0,0.00105031642155988,9.59759533693001e-05,0.58467942569855
"ENSG00000243175",0.211111500816831,0.242195539332977,0.0164116564419794,0.00123326032022901,0.047679845865586,0.00185379289219001,0.00441663405208246,1.96848403529196e-12,5.66608537551921e-06,0,0.475092104190781
"ENSG00000153147",0.0602920693732097,0.474771144227225,0.152244523971569,0.0343401249344009,0.028772781946651,0.000609628164570551,0.00112826807376802,0.00433718081165218,0.00105037641807027,0,0.242453902078884
"ENSG00000236296",0.432444060676252,0.160126039930846,0.165719480329143,0.00310998490791592,0.016776032858429,9.01173305116302e-06,0.000125882004925147,0.00451402415515264,0.000535336195245816,0.00161716152713286,0.215022985681907
"ENSG00000183090",0.459072878202615,0.0305339528394216,0.313115217392021,0.00148348742830344,0.0194791086605921,0.000231528893920458,0.00224799101083355,0,0.000118994380131723,0.000307816662625014,0.173409024529536
"ENSG00000246448",0.53303015354516,0.0726273970667379,0.251570870067452,9.9952331738289e-05,8.48641865813591e-06,0.000297519470427839,0.000425164100710437,0.00137416187389652,8.11784190524449e-06,0.00356945839802548,0.136988718885288
"ENSG00000249741",0.304063797793439,0.146622969711889,0,0.00187385281967674,0.0296553778749901,0.000119021764972248,0.000169571616976628,2.87183806150969e-13,0.000153464943870158,0.00219466343055715,0.515147280043342
"ENSG00000251600",0.469938453674278,0.116931476177181,0.218663534170209,0.000741734834685211,0.000275014938354844,0.00424618677863949,0.000284738598992843,0.00421455562441621,0.000439170852815743,0,0.184265134350428
"ENSG00000248828",0.466885013103289,0.0774067597121495,0.240860417266107,0.00339864633431747,2.5551219005614e-06,0.00163569189702511,5.39482223063326e-05,0.0078308854849425,0.000424678720773657,0.00121191183996813,0.200289492297221
"ENSG00000248890",0.221707083598739,0.229469075292271,0.0443164517493915,0.00583311505995594,0.0074192726634227,0.00317324340018892,0.00110007335658488,2.55355775424165e-13,0.000491702746509127,0,0.486489982132682
"ENSG00000164161",0.630388016769379,0.0317518086188674,0.03308136156033,0.00357365834833144,0.02039645312849,0.000511878003411423,0.00139246351782683,0.00185816266141713,0.000253619366661311,0.000753391327739802,0.276039186697545
"ENSG00000273621",0,0.264176278787945,0,0.0214807480231078,0.00210782465453943,0.00784177499967831,0.00444224948365223,0.0081860318821991,2.11349050912261e-05,0,0.691743957263787
"ENSG00000164162",0.00133533631580726,0.772026884932431,0.0154955289899985,0.0303036181433898,0.00258156548160996,0.00894042333865878,7.921250206288e-05,1.66920604170296e-15,4.14307840284755e-06,0,0.169233287217637
"ENSG00000164163",0.0981288427391461,0.618155205109544,0,0.121779257568326,0.00272446180039611,0.0126766410682047,2.52540762494828e-05,0.00349874872675662,4.35575845447524e-05,1.14576144059478e-18,0.142968031326832
"ENSG00000164164",0.0199979555852063,0.792622902051991,0.0327994038112082,0.00539467639589572,0.00841283339848474,0.00190163391776387,3.36973425570783e-05,0.00788776416409131,6.90550636170712e-05,4.28162624918708e-05,0.130837262006693
"ENSG00000238713",0.0917665015992251,0.4261754373618,0,8.73370067723385e-05,0.000321311529936653,0.0274648336941736,7.0785148831543e-05,0.00584053489266937,0.000652873515854667,0,0.447620385250737
"ENSG00000251333",0.544258986344813,0.230342685694781,0.0272299040488234,0.000234758555670873,0.00131491068216311,0.0127215658833334,0.0067252982513775,0.000584034184502545,0.000460669849233451,8.67019957739994e-08,0.176127099803306
"ENSG00000170365",0.40506325767317,0.323724172421007,0.00794845318014654,0.00617627654655728,0.0161481984862294,5.44842424381859e-05,0.00155805067435467,0.0243522418251014,0.000192054910612013,0.000999022138158882,0.213783787902225
"ENSG00000151611",0.434495493768449,0.375553478611117,0.0448524677931805,0.000339400301251155,0.00901792744239657,0.00399249233626036,0.000505801445191854,0.00102834006643549,0.000220461945254468,0,0.129994136290464
"ENSG00000151612",0.0183154147256692,0.517938258228484,0.119256687567297,0.0566720758712574,0.0139323788164851,0.00588708323902598,0.00628251255069218,0.00431789653084097,4.80283470551402e-05,0,0.257349664123193
"ENSG00000164167",0.378050099685462,0.300927387202818,0.135215207974815,0.0351885026314341,6.15307412167408e-05,0.00172189456809751,0.000244736917906003,0.000408603814978086,0.000318939073403845,0,0.147863097389868
"ENSG00000279845",0.361488732707214,0.280019492317061,0,0.000549692956370618,0.000393021291599538,0.00592115648798682,0.000701432913990059,0.0114250045336709,0.000983105998753381,0.00109186053003179,0.337426500263322
"ENSG00000120519",0.458712687605889,0.329670385511613,0.0351887662796361,0.000477668264533885,0.000174588120963454,3.30352218889928e-05,0.000176327587450418,4.67832404856438e-14,7.00513454449353e-05,0.00188341903618326,0.17361307102635
"ENSG00000151617",0.211869997530207,0.109786903627632,0.0832167659483172,0.000547824260806132,0.0994745057838754,0.019610012352156,0.00813036202459956,0.00151680277521572,0.000469965584977566,9.3302717881447e-05,0.465283557394332
"ENSG00000164168",0.11102745965026,0.719678754390046,0,0.0241859950093536,0.00392177507969546,0.000282495582406536,0.00415655458414903,0.00147401798858633,0.000365511587669324,0,0.134907436127833
"ENSG00000164169",0.282395589759162,0.532954473135848,0,0.0292861588469309,0.00079664753601784,0.00720743498610541,1.54460334228871e-06,0,2.13324751564374e-06,0.000514887049085645,0.146841130835992
"ENSG00000071205",0.822099928429992,0.0536533833219053,0,0.000202593909653883,0.0343533428373084,0.00121009700297945,0.000503460386650696,3.85740991270276e-12,5.38971902491343e-05,0.000357838699895443,0.0875654582175085
"ENSG00000264274",0.289786335757802,0.0103162314827901,0,0.000203926361727573,0.0194886945869432,2.53788663971966e-05,0.0020744112643543,0.00244385260091894,0.000520106209315601,0,0.675141062869751
"ENSG00000151623",0.736006056769857,0.0639902164279599,0.0551566853643365,0.000755126479262988,0.0175714067649993,0.000931006113308166,9.31736518496139e-05,0,0.000104977686128326,0,0.125391350742298
"ENSG00000201846",0.224072539511844,0.109339498565769,0,0.00121024826559476,0.0126656969351827,9.74749656980584e-05,0.000386173501428757,0.00593434462792158,0.000406468507593002,0,0.645887555118969
"ENSG00000250357",0.384935517158898,0.140593262201786,0.0209822031546557,0.00494167680730373,0.0417741114162107,0.0131645073434549,0.00234631862717756,0.00914944148562881,0.00179440349475645,0,0.380318558310128
"ENSG00000170390",0.00427121506142514,0.440329136953999,0.271235914891986,0.0043067335617156,0.00286597274264408,6.0680487820297e-06,0.000275047497837287,0.000831070120941981,0.000111948455930068,0,0.275766892664739
"ENSG00000238721",0.0802942164402042,0.195022388394232,0.213750690785797,0.0224179249199488,0.00107795509031271,0.000892942860784412,5.24037478273046e-05,1.146142320541e-12,1.46224968393095e-05,0.00494457897304893,0.481532276289859
"ENSG00000198589",0.308729628314039,0.476100500773705,0,2.72415620432412e-06,0.0170541271488827,5.81580009496355e-05,0.000245657677625014,0.000844293708343837,0.000603320754740555,0,0.19636158946551
"ENSG00000252451",0,0.150451564857232,0,0.0204745415867782,0.0113436942024956,9.40319975766025e-06,0.00150270523922442,0,0.000762855582513333,0,0.815455235331999
"ENSG00000145425",0.810393769806554,0.0703452525137342,0.0206218731645359,0.0225386028257944,0.000684137656040512,0.000179850477143214,0.000438929448807966,0.00034064471909935,6.33309880670861e-05,0,0.0743936084002233
"ENSG00000201264",0.307091273703792,0.162314654254703,0,0.00635955425663934,0.000420885549249111,0.00672769991795574,0.000262146531531092,0,0.00295283083669212,0.000701825419644148,0.513169129529793
"ENSG00000109686",0.398697729669453,0.0364070335851109,0,4.07223538358485e-05,0.0223766084188103,0.00541340238621926,0.00182202581662797,0.00111271286137301,0.000899512935417021,6.61692975245466e-18,0.533230251973153
"ENSG00000270681",0.23641124087154,0.0587463211632325,0.0275589892724136,0.0252151270781478,0.0163370417325332,0.000212090836290804,4.34593549048478e-07,0,0.000152777750266157,0,0.635365976702027
"ENSG00000250350",0.136539503423756,0.0697072110355427,0.105961564874632,0.00900384184341734,0.000531699034001813,0.00645440712397296,3.93042326069671e-05,0,0.00409949196660568,0,0.667662976465465
"ENSG00000164142",0.088420812774238,0.0336772778179457,0.0192337140455934,3.68888021393808e-06,0.00822302991373853,0.000587454238055135,0.00017484805120713,8.59559669828851e-13,0.00189561621168356,0,0.847783558066465
"ENSG00000251603",0,0.070108241818603,0.0200458852026431,0.000504420946722336,0.00798443195600153,6.25682057608906e-05,0.00777827151522572,2.46284815634514e-15,0.00301705916368471,0,0.890499121191356
"ENSG00000278978",0.0281558559544911,0.0440168815420873,0.0350213677130258,4.35715152327072e-05,0.0135180150789468,3.1694175091522e-05,3.42708810434162e-05,1.5923380635716e-14,0.00104415399338885,0,0.878134189146677
"ENSG00000059691",0.321782869776918,0.231724379589115,0.325290322705185,0.00764336919162746,0.00498180303392041,4.39722664493842e-05,0.00585579402840214,2.68817878781834e-13,6.25468943498172e-05,0.00507378225806117,0.0975411602557025
"ENSG00000250706",0.473158611968655,0.0389396271671739,0.243022764062868,0.000394263380987823,0.0395958165069941,9.22478307636557e-05,0.000222975260015762,5.39592160556235e-12,1.09853494167918e-05,0.000245989564980175,0.20431671890275
"ENSG00000270883",0.438420347716562,0.0999431690138856,0.157693316171812,1.7209794230796e-05,5.20872115850016e-05,2.1068298595411e-05,0.000591278300799715,6.06918116230526e-13,5.85403423187814e-05,0.000682976361667472,0.302520006787936
"ENSG00000270750",0.40448893430637,0.129748086837727,0.21306405026854,0.000590123689372516,0.00402210925564952,0.00627261152600673,0.00218524344265346,0.00104223759179957,0.000449743397173335,0.00154299654243514,0.236593863142273
"ENSG00000109670",0.24667827694253,0.285147553841118,0.227328316733853,0.0231950358618593,0.00510751682091871,0.00609995504591291,0.00143188996165972,0.00323177391176373,9.70360591135657e-05,0.00717755293258401,0.194505091888687
"ENSG00000264678",0.18487382012054,0.276832110651525,0,0.00854141513210784,0.000109069182853877,0.0156209268146199,0.00284907379407517,4.73740250114893e-14,0.00294665995830064,0,0.50822692434593
"ENSG00000268471",0.888072764413978,0.0734560881457888,0.000589558005478285,0.00258627471647577,0.000412882958216134,2.64270627981788e-05,2.33241529771012e-06,0.000825154999279823,0.000190087655573095,0.000271893577398685,0.0335665360497158
"ENSG00000169989",0,0.472857638502761,0,0.0112420983836085,0.0129428474016404,0.00109774140236033,0.00062288320859786,1.15132349594801e-13,0.000137053548026162,0.000176382415938786,0.500923355136952
"ENSG00000164144",0.206531513235146,0.526432166812315,0.0199596462937491,0.0237558464868809,0.0109216058062077,0.000222970726603445,0.00042168923912353,0.00137003277157199,3.98775660815099e-05,0,0.21034465106232
"ENSG00000109654",0.0020143944735214,0.684861139063798,0.00439941464761485,0.0414441902937274,0.0102170403647314,0.00747599670160243,0.00415644038043073,0.0032512060011934,0.000235130153842561,9.91963743126879e-05,0.241845851545225
"ENSG00000121211",0.773529178408242,0.0496805367761223,0.0150899914359817,0.000230998726910155,0.0015895997580688,8.26439274425084e-05,0.000266284916365678,0.000441064933371293,8.59204222720379e-06,3.63965507368654e-12,0.159081109071629
"ENSG00000121210",0.919731623225601,0.0343528097811653,0.015998301291604,0.000729264784367851,0.000116758957280819,9.98419302109987e-07,0.000488070696145173,0.00052681125798328,0.000106790924792552,0.000263421394351902,0.0276851492674064
"ENSG00000137462",0.277786132288763,0.0447886995420415,0.114995162201078,0.00659713305541973,0.0252701158554031,0.00443095026192912,0.00012603558691966,0.00595303096445539,0.00262998658150021,0.0051948110754859,0.512227942587005
"ENSG00000145428",0.169973272714494,0.258312069936647,0.25234671691485,0.0605357853755605,0.000421027309319002,0.0135686378967687,0.000800654223773822,0.00202634031965132,0.000568226113497519,0.0027874365138665,0.238659832681572
"ENSG00000145423",0,0.0332120020650209,0.283987825446844,0.00733544434551681,0.0310420488312295,0.00183497937958157,0.000888778553193779,0.00329197491644188,0.000149604304842108,0.00867742391941816,0.629579918237911
"ENSG00000197410",0.424055788563902,0.138465721321196,0.179522235531287,0.000353415729652733,1.70867341116947e-06,0.000208265587021057,0.00136599710580517,5.11191359626305e-12,0.00126762177983331,0,0.25475924570278
"ENSG00000171566",0.0494808678590662,0.65097593426995,0.0402231348336029,0.0772276406150565,0.0144530872045794,0.00267646262041352,0.00014871874138431,0.0122816857817284,3.47157361971455e-05,0.000251816966505037,0.152245935371517
"ENSG00000200350",0.0311654515851311,0.222647569802026,0,0.00452542891862142,0.000692961450759845,0.00467216565186922,0.000552192050960545,0.00154142104180049,0.000627149568706706,2.88715545999087e-13,0.733575659929836
"ENSG00000250538",0.182384742721964,0.0167405790233182,0.271157655440626,0.0145037259362061,0.00303945160689129,6.30050218664754e-05,6.21981773751479e-06,7.62120626093539e-13,9.33778616377144e-07,0,0.512103686652012
"ENSG00000185149",0.185506151397495,0.0308101860996204,0.0207226398224356,0.0382889034253505,0.0101452084721878,0.000384152087236228,0.00151147099140566,6.40647201385193e-12,0.000138847282932277,0,0.71249244041493
"ENSG00000164114",0.310758952342114,0.330647946422555,0.0992245182249875,0.0273004830451829,0.012409930366128,0.0234978886221582,7.4259417691715e-06,0.000334595194111105,0.000306253103185373,0.00318598935696747,0.192326017380842
"ENSG00000164116",0.0490885000776039,0.535840872455292,0.0190644570037536,0.02635438918854,0.0133337434706707,0.00471424591616053,0.00189499736009205,0.00122906925810864,5.60942652567956e-05,0.0010298552450179,0.347393775759504
"ENSG00000260244",0.111923705023056,0.446932536238665,0.0124905737443811,0.046485970584431,0.00724047808940146,0.0129675855201449,6.73805457970933e-05,0,9.7753785559745e-06,0.00394421598033982,0.357937778895228
"ENSG00000061918",0.604975665579398,0.157293865167657,0.0774667533751668,0.0336852104190171,0.000162925547146275,0.0043787153854717,0.00165530286653981,0.000682432865931212,3.84525094383221e-05,0.00278270658531561,0.116877969698918
"ENSG00000256043",0.691648435377589,0.0649031080042308,0.0107332974883591,0.0131395342133326,9.27054080855083e-05,0.00316889303831192,7.70033480539199e-05,0.00634879439879881,0.0002867788150361,0,0.209601449908202
"ENSG00000145431",0.703032709986835,0.134563119337106,0.0232641777056894,5.15315274311273e-05,0.0100328740231237,3.3322086063817e-11,0.00321581802277004,0,3.80086798246243e-05,0,0.125801760683898
"ENSG00000109738",0.544318217677316,0.156855679724367,0.0971604741284608,0.0544401434282608,0.000680481941153313,0.00809808829264646,0.000207335186192144,0.00291650037440152,0.000486734227367648,0.00262970144515875,0.132206643574676
"ENSG00000120251",0.163054173694791,0.474501092763563,0,0.0183825683065125,0.00430929785775712,0.0226619957743001,0.000133580013634433,3.42796773903764e-12,6.61974784237739e-05,0.00380955658521736,0.313081537522372
"ENSG00000164125",0.848371840125489,0.0599525176403787,0.00541631169871629,0.0011962491047368,0.00187733492469173,1.32810174026154e-05,9.63347825223472e-06,0.00015292736037925,0.000436209123161154,0,0.0825736955267918
"ENSG00000248429",0.501388818890738,0.0878999815811457,0,0.00423287267629853,0.0193361575300351,0.00177213452990716,2.48860193548181e-06,0,0.000431217597042163,0,0.384936328592898
"ENSG00000251073",0.336376396396745,0.0776936424287716,0,0.000633012675666102,0.044198973361189,0.00417214963970471,0.000978736485659974,2.11522004731386e-15,0.000120224018539129,0,0.535826864993722
"ENSG00000250604",0.52531141350135,0.0303690038683981,0.0148971706715238,0.0314752538999715,0.020661021049046,0.00743250947161992,0.000782420644931779,0.0183300077439665,9.03830708719284e-05,0,0.35065081607832
"ENSG00000164124",0.750206912190269,0.00574590871661503,0,0.00954218234153843,0.0302062765358014,5.54678923283619e-05,0.00116282386765184,0.000333807608678347,0.000128546761637352,0,0.20261807408548
"ENSG00000251429",0.521259863493934,0.0407649232124627,0.0159890190906462,0.00117125378170679,0.058156991541889,0.000418738640011811,0.00344495597636509,4.21971067885722e-12,1.08233618736322e-05,0.000883987520965225,0.357899443375926
"ENSG00000171509",0.454480495602862,0.0564489347306081,0.362154492132659,0.00289757521925238,0.00308289198813385,0.00161556553789288,0.000910060344291192,8.65099317248621e-14,4.14726211173869e-05,0.000783269440106048,0.11758524238299
"ENSG00000205208",0.890069574635808,0.0399317678285183,0.0201069701011139,0.000141043796347656,0.00120769038368898,0.000159612990482744,8.08812610568966e-06,0.000192154345829493,6.07240603317172e-06,0.000758014010672049,0.0474190113754003
"ENSG00000171503",0.351984508266298,0.398609631408902,0,0.00315392748891182,8.44849114483119e-05,0.000117858204029967,0.000405212348542234,5.2403086352748e-12,0.000925480617583768,0,0.244718896749043
"ENSG00000271817",0,0.193393751033436,0,0.0108720874727179,0.00583813433242397,0.0137238284106827,0.00128807446600364,0,0.00548230524247989,0,0.769401819042256
