"","Period","`Mito Ratio`","Regions","RIN","`Age (Numeric)`","`Mapping Rate`","`rRNA ratio`","Diagnosis","`Total N Reads`","Sex","Residuals"
"ENSG00000078369",0.0214607215792093,0.54007740903682,0.236654503783348,0.01083738475302,0.0383762230306775,0.000347737794221939,0.00216988836448037,0,0.000340298301930829,0.000693521118202398,0.149042312238089
"ENSG00000231050",0.17579231301959,0.177525687800691,0.00514686911984142,0.020952098451337,9.46936613531541e-05,0.0140397877124582,0.0208142572638874,0,0.000364206169601831,1.87092280707148e-14,0.585270086801221
"ENSG00000187730",0.744320288457881,0.0327409198396135,0.146707821352314,0.0042349857941315,2.00459074652382e-05,2.96830060816919e-06,0.000217314040100572,0.000574438969217536,5.78651263394141e-05,0.000623644620008398,0.0704997075923212
"ENSG00000067606",0.510461224101957,0.304702329907717,0.0293644140378769,7.26828252938551e-06,0.00731674862630655,0.00326964809592731,0.00738426479734099,0.000926338518142944,2.31956991608071e-05,0.000716277779434626,0.135828290153606
"ENSG00000157933",0.158389554250449,0.334091070136759,0.0423691308476489,0.170022945168543,0.00418251573292866,0.0327259740706422,0.000143192852816675,0.00659819740335184,0.00117840137447451,0.00157034609325889,0.248728672069128
"ENSG00000116151",0,0.54863703323896,0,0.00702874701690195,0.0109931097535185,0.0267276870696942,0.000993492308048027,7.06239508017309e-13,0.00155969987237603,0.000170197125715704,0.40389003361408
"ENSG00000269896",0,0.310039630415145,0.0203746443402212,0.0568354401959269,0.00271896704879658,0.0202302594523786,0.0039821180523827,0,6.38513366701291e-05,0.00140986253457648,0.584345226623902
"ENSG00000272420",0.223490765867215,0.327274200422734,0.0366383953399839,0.000511828301428591,0.00029604227119351,0.00197267719292974,0.0001233841616436,0.00572562713451099,0.000292673512433475,0.00577196392125372,0.397902441874674
"ENSG00000157916",0.0301261926915298,0.780312473529941,0.0104587450060879,0.00289879683813978,2.59384310900413e-05,0.0224808602887545,0.00131835440269701,0.00361975470778936,0.000323638080781465,0.00157128718728531,0.146863958835904
"ENSG00000157911",0.0285763895344291,0.425408531092678,0.00701833978269799,0.0107917020837048,0.00114981089390459,0.0886874979241331,0.0108918073510588,0.0204864347648766,0.000412959664997655,0,0.406576526907519
