"","SampleID","Proportion of Neurons (MultiBrain)","Proportion of Astrocytes (MultiBrain)","Proportion of Microglia (MultiBrain)","Proportion of Oligodendrocytes (MultiBrain)","Proportion of Endothelia (MultiBrain)"
"632","R4842",0.708382535395055,0.183182078049425,0,0.10843538655552,0
"633","R4846",0.25444602904421,0.214844477559053,0,0.464081065135925,0.0666284282608118
"634","R4850",0.254208803950217,0.323122420168018,0,0.347754531157174,0.0749142447245922
"635","R4854",0.489258345724953,0.320457785642291,0.0182274020727293,0.125161399366695,0.0468950671933322
"636","R4855",0.487829081401609,0.238910736338946,0.0221682593431782,0.226289459032335,0.024802463883932
"637","R4857",0.696860021015865,0.159288667851611,0,0.143851311132524,0
"638","R4858",0.560337833553584,0.227391996067859,0.0444070112541489,0.129955642747747,0.0379075163766612
"639","R4859",0.62712270504922,0.104061268260742,0.0167602316918943,0.252055794998144,0
"640","R4861",0.457668274780533,0.143252642400779,0.0290526315915471,0.329583624582257,0.0404428266448842
"641","R4863",0.436429668415431,0.189657540837299,0,0.353276616544663,0.0206361742026065
"642","R4864",0.602311047459655,0.197673313424303,0,0.190286327682166,0.00972931143387527
"643","R4865",0.681739141402522,0.0976862622101463,0,0.220574596387331,0
"644","R4866",0.632268835484805,0.169614958209414,0,0.194513103423187,0.00360310288259419
"645","R4867",0.716668409187492,0.135173872162835,0,0.142494700796551,0.00566301785312207
"646","R4868",0.668433563638267,0.121220425350535,0,0.193540762501394,0.0168052485098042
"647","R4869",0.267503760843706,0.229163262114241,0.0289622388926826,0.435115707982588,0.0392550301667815
"648","R4872",0.448295203594235,0.221023627588703,0.0168954787877919,0.270934880993354,0.0428508090359161
"649","R4873",0.660391717175298,0.129334079482476,0.0164532849160604,0.159127542263003,0.0346933761631618
"650","R4875",0.603407191576783,0.17510711599275,0,0.203956163186621,0.0175295292438448
"651","R4878",0.548948271487235,0.214789689077935,0,0.23217093776815,0.00409110166667958
"652","R4880",0.227758656416529,0.221981037705504,0.189803165346538,0.0889302572890411,0.271526883242388
"653","R4881",0.404669888428976,0.294259371122258,0.00960995868341246,0.278048233521519,0.0134125482438356
"654","R4882",0.440772093249184,0.295561894445314,0,0.261326103949774,0.002339908355728
"655","R4883",0.752238055281866,0.114341161810234,0,0.122054674630541,0.0113661082773586
"656","R4884",0.626355474890011,0.157095871039628,0,0.216321100477789,0.000227553592573103
"657","R4885",0.531853098245988,0.284527044485135,0,0.172063096378373,0.0115567608905037
"658","R4886",0.371488418841954,0.0766861466948746,0,0.433143206151727,0.118682228311445
"659","R4888",0.52935381850367,0.201765161736233,0,0.268881019760097,0
"660","R4892",0.717616229838172,0.135722691439393,0,0.144214733427017,0.0024463452954176
"661","R4893",0.563797098401652,0.137510624258867,0,0.267477474022609,0.0312148033168718
"662","R4894",0.512558890058665,0.206925935170647,0,0.260166978065647,0.0203481967050411
"663","R4896",0.753637258883041,0.0757309171004096,0.0264470191473581,0.0157598705731423,0.128424934296049
"664","R4897",0.665227317676596,0.014133620955128,0.0579694970699025,0.0303757009569167,0.232293863341457
"665","R4898",0.777798317242035,0.000309865639778358,0.0374995424819019,0.0200605913928368,0.164331683243448
"666","R4900",0.844268725952463,0.00645832618622019,0.0358686448926705,0.00181765618101206,0.111586646787635
"667","R4902",0.793962508361238,0,0.0494061073816765,0.0235929609070166,0.133038423350069
"668","R4903",0.734887161856774,0.0425484055859021,0.0716725606738223,0,0.150891871883502
"669","R4904",0.423580154095713,0.330607127438691,0,0.197738428136312,0.0480742903292842
"670","R4905",0.508881889179259,0.0917998514549384,0,0.373191928065143,0.0261263313006591
"671","R4906",0.748700867289457,0.199147413401281,0,0,0.0521517193092626
"672","R4907",0.745396085777579,0.12048579771198,0,0.116042592714022,0.0180755237964185
"673","R4908",0.465794938191148,0.11990001325923,0,0.410366671195636,0.00393837735398596
"674","R4909",0.616212340388313,0.0965062618916738,0,0.277133237891802,0.0101481598282115
"675","R4910",0.20357181975387,0.0998973904183262,0,0.66102503892866,0.0355057508991431
"676","R4911",0.811108432318666,0.0287202500971857,0.0357412736331442,0.0134378960172522,0.110992147933752
"677","R4913",0.756307503927875,0.00344560131463325,0.0618959264481052,0.0203716920055668,0.15797927630382
"678","R4914",0.777978403467616,0,0.0565312574644494,0.0333115651072048,0.13217877396073
"679","R4915",0.903489767677637,0,0.0167850713920477,0.0136960532140252,0.0660291077162903
"680","R4916",0.709937180253176,0.0232961499837085,0.0331042076199962,0.0108920395534998,0.22277042258962
"681","R4919",0.835589461084437,0,0.0246379185733091,0.00647855236577849,0.133294067976476
"682","R4920",0.802500585551676,0.00528909034846395,0.0225174400300969,0.00436976674973452,0.165323117320029
"683","R4921",0.572810027923099,0.155892741431253,0,0.245497167621995,0.0258000630236532
"684","R4922",0.728523643587449,0.20296985313772,0,0.0516117315705623,0.0168947717042684
"685","R4923",0.488790291201657,0.273267577237229,0,0.185280736281424,0.0526613952796905
"686","R4924",0.548443893539237,0.18169415065465,0.00378685068130542,0.2459710778092,0.0201040273156071
"687","R4930",0.406513123428403,0.232016245045667,0.017217937154272,0.221360724999942,0.122891969371716
"688","R4931",0.715856085287546,0.106956445333652,0,0.142459840571741,0.0347276288070617
"689","R4933",0.13886895772541,0.232896329639675,0.0195501178670767,0.350431570099241,0.258253024668598
"690","R4934",0.500818430883505,0.132162361623472,0,0.362640138329457,0.0043790691635653
"691","R4936",0.34934942091671,0.112409513257984,0.0164861150053409,0.501524474573501,0.0202304762464636
"692","R4946",0.623670557936125,0.173463723017818,0,0.15063754638153,0.0522281726645268
"693","R4948",0.468366818743368,0.228371202947569,0,0.178911559035049,0.124350419274015
"694","R4949",0.771582635299904,0.0239724395394281,0.0534104912804857,0.00869027944817677,0.142344154432005
"695","R4950",0.628363439965151,0.0036646169139856,0.0310773842739877,0.10509809027316,0.231796468573716
"696","R4951",0.686930808736313,0.0173475494926617,0.0620379699730291,0.0311858275520649,0.202497844245931
"697","R4952",0.835058403212265,0.0255894910300836,0.0180675603621294,0.00418657483265644,0.117097970562865
"698","R4953",0.801701699005867,0,0.066677954564606,0.051159700077831,0.0804606463516957
"699","R4954",0.471420044046952,0.236550470723286,0.0148795188328669,0.135873575338274,0.141276391058621
"700","R4955",0.61351966829477,0.174232133609372,0.0240772743960411,0.128381961472396,0.0597889622274211
"701","R4957",0.526131574767412,0.186981905285932,0.0173540611310835,0.258770938499044,0.010761520316528
"702","R4958",0.772475049955609,0.15439479484487,0,0.022234907338168,0.0508952478613534
"703","R4959",0.682254802052267,0.15678387696097,0,0.120531807413013,0.0404295135737501
"704","R4960",0.629927957641897,0.184210160137504,0,0.177479242868716,0.008382639351883
"705","R4962",0.612809809423979,0.106572625179065,0.0900224136950543,0.0130988251711991,0.177496326530702
"706","R4963",0.714413652288692,0.100320499863385,0.0521368315924681,0.0073461503281376,0.125782865927317
"707","R4964",0.651750390803281,0.0671623195968732,0.0780672851345924,0.0229497792722358,0.180070225193017
