"","SampleID","Proportion of Neurons (MultiBrain)","Proportion of Astrocytes (MultiBrain)","Proportion of Microglia (MultiBrain)","Proportion of Oligodendrocytes (MultiBrain)","Proportion of Endothelia (MultiBrain)"
"70","GTEX-11GSP-0011-R11b-SM-5NQ7V",0.667376813043659,0.101864475043303,0.000239901209720333,0.0512619689762628,0.179256841727055
"71","GTEX-11GSP-0011-R1a-SM-9QEJ3",0.337359236749118,0.226809205419413,0,0.185315543525068,0.250516014306401
"72","GTEX-11GSP-0011-R2b-SM-9QEGE",0.190081814776843,0.30199243784136,0,0.197566089635594,0.310359657746203
"73","GTEX-11GSP-0011-R3a-SM-9QEGF",0.0770595063013498,0.527447158044948,0,0.118736079935919,0.276757255717783
"74","GTEX-11GSP-0011-R5a-SM-57WBE",0.269028152341276,0.400696552948174,0,0.0823219820243217,0.247953312686228
"75","GTEX-11GSP-0011-R6b-SM-57WBQ",0.056748859977161,0.504438538856599,0,0.216333689375971,0.22247891179027
"76","GTEX-11GSP-0011-R7b-SM-57WC3",0.252007072738385,0.361424676737475,0,0.138763275505285,0.247804975018855
"77","GTEX-11GSP-0011-R8b-SM-5NQ79",0.0190543101283007,0.284590071525334,0,0.32301108199703,0.373344536349335
"78","GTEX-11GSP-0011-R9b-SM-5NQ77",0.0620292308360829,0.14698227181125,0.0044307924218484,0.560806229845726,0.225751475085092
"79","GTEX-11GSP-3126-SM-5A5LL",0.497705486229184,0.19671326286581,0,0.041387227004423,0.264194023900584
"80","GTEX-11GSP-3226-SM-5986O",0.109142575036373,0.525967266537082,0,0.0494157117082732,0.315474446718272
"81","GTEX-11H98-0011-R10b-SM-5NQ98",0.564784580607513,0.250872210515496,0,0,0.184343208876991
"82","GTEX-11H98-0011-R11b-SM-5NQ6U",0.728177145881452,0.0988311766058581,0,0.0396927957978862,0.133298881714804
"83","GTEX-11H98-0011-R5b-SM-57WCF",0.211290744100175,0.390830809104322,0,0.112789657434881,0.285088789360622
"84","GTEX-11H98-0011-R8a-SM-5NQ8V",0,0.0554092280689676,0,0.656171061327362,0.28841971060367
"85","GTEX-11NUK-0011-R4a-SM-DO12B",0.309989545679079,0.37733207050243,0,0.105947603646761,0.20673078017173
"86","GTEX-11NUK-0011-R5a-SM-DO93N",0.136986413045699,0.342352181337007,0,0.240560842343417,0.280100563273877
"87","GTEX-11NUK-0011-R6a-SM-DO93O",0.262170902268955,0.300870472017109,0,0.203373638725828,0.233584986988108
"88","GTEX-11NUK-0011-R7a-SM-DO93P",0.0913151551441862,0.304501892552417,0,0.333929329912752,0.270253622390645
"89","GTEX-11NUK-2926-SM-5A5MD",0.587664570777567,0.229112535856644,0,0,0.183222893365789
"90","GTEX-11NUK-3026-SM-5986K",0.67993779868511,0.120827231294943,0,0.0409001851836023,0.158334784836345
"91","GTEX-11NV4-0011-R5a-SM-5NQ88",0.307326436101243,0.137751847034731,0,0.31937644964754,0.235545267216486
"92","GTEX-11NV4-0011-R6a-SM-57WD5",0.370250120847684,0.318352345968152,0,0.0731679483265687,0.238229584857595
"93","GTEX-11NV4-0011-R7a-SM-57WDH",0.406434424237456,0.0576833422282438,0,0.28253472125637,0.253347512277931
"94","GTEX-11NV4-2126-SM-5N9DS",0.408945114303454,0.216634185672299,0,0.118219269591157,0.25620143043309
"95","GTEX-11NV4-2226-SM-5BC4T",0.747646369310597,0.0223861495044943,0,0.109932191124317,0.120035290060592
"96","GTEX-11O72-0011-R5a-SM-DO922",0.0256855950804143,0.417617774421763,0,0.128612932680724,0.428083697817099
"97","GTEX-11O72-0011-R6a-SM-DNZZQ",0.20426279011939,0.366109630507559,0,0.0370730953232278,0.392554484049823
"98","GTEX-11O72-2826-SM-5HL6W",0.64611172652935,0.0854139985773154,0,0.0597568221434479,0.208717452749887
"99","GTEX-11O72-2926-SM-5BC4V",0.461771362579768,0.244471590101198,0,0.0568174249005802,0.236939622418454
"100","GTEX-11OC5-0626-SM-5HL6M",0.38307098491835,0.148730809812871,0.0421115611887549,0.0566888137881339,0.369397830291891
"101","GTEX-11OC5-0726-SM-5P9JK",0.326309199291557,0.259994496527852,0.000333599294617327,0.0252385993679455,0.388124105518028
"102","GTEX-11OF3-0011-R11a-SM-57WCR",0.847479051909867,0.00166786570387664,0.00206610012291646,0.0500722613218623,0.0987147209414775
"103","GTEX-11OF3-0011-R5a-SM-57WB4",0.443797696972589,0.2452836871891,0,0.0706259741342822,0.240292641704029
"104","GTEX-11OF3-0011-R6b-SM-57WBG",0.450299908606485,0.248016871711539,0,0.106220452785348,0.195462766896627
"105","GTEX-11OF3-0011-R7a-SM-57WCG",0.280210342704208,0.155383775076963,0,0.308561661502715,0.255844220716114
"106","GTEX-11OF3-0011-R8b-SM-57WCS",0.501182884815653,0.0520490392284691,0.00694976172198791,0.171004536369657,0.268813777864233
"107","GTEX-11OF3-2926-SM-5HL78",0.65426513721372,0.0425147800349633,0,0.156663982396728,0.146556100354588
"108","GTEX-11ONC-0011-R1a-SM-57WD4",0.236100798783724,0.170087479919358,0,0.249997202288134,0.343814519008784
"109","GTEX-11ONC-0011-R4b-SM-DO93H",0.145267640472135,0.329989088070627,0,0.288353824236855,0.236389447220382
"110","GTEX-11ONC-0011-R5b-SM-DO93I",0.125527300862334,0.266605373447168,0,0.34051746423161,0.267349861458888
"111","GTEX-11ONC-0011-R6a-SM-DO12A",0.209866162761163,0.448897436063522,0,0.0416873114322983,0.299549089743017
"112","GTEX-11ONC-0011-R7b-SM-DO93J",0.226038534612932,0.253449075820107,0,0.203218800129145,0.317293589437816
"113","GTEX-11ONC-0011-R8b-SM-5NQ87",0.254282826660411,0.235021905641104,0,0.244643295196327,0.266051972502157
"114","GTEX-11ONC-0011-R9b-SM-5NQ8J",0,0.0820268627006289,0,0.720802942064714,0.197170195234657
"115","GTEX-11ONC-2926-SM-5P9JM",0.338611964100013,0.200605910873395,0,0.188121011725861,0.272661113300731
"116","GTEX-11ONC-3026-SM-5985W",0.483858463285958,0.239431877238664,0,0.0239349036069908,0.252774755868387
"117","GTEX-11PRG-0011-R10b-SM-DO93G",0.718242227027975,0.154276002054127,0,0.0025271339899776,0.124954636927921
