"Structure","Cell Type","DonorID","Regions","Structure Acroynm","Age Interval","Major Cell Type","nCount","nFeature"
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9462,3676
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7003,2966
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5762,2587
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7643,2999
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6174,3176
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8522,3573
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",10588,4096
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8954,3513
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6833,3127
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7186,3415
"Thal","Thal-ExN-1","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",2306,1506
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",12820,4162
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",10156,4029
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",12299,4274
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4782,2647
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5766,2975
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5588,2641
"Thal","Thal-InN-4","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8671,3396
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7281,3392
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5387,2666
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7205,3345
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6338,3267
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7453,3314
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7287,3328
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9506,3679
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9532,3630
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",10009,3512
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4653,2485
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",15145,3875
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9037,3529
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8079,3548
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11234,3959
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",4515,2540
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8264,3549
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",9396,3626
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6261,3016
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8698,3666
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",4430,2465
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4681,2465
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6140,2996
"Thal","Thal-RG-7","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",9220,3765
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6842,3014
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7018,2743
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7409,3051
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7316,3611
"Thal","Thal-OPC","510_donorID","Subcortex","DTH","13-15pcw","OPC",13517,3969
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",8181,3449
"Thal","Thal-InN-4","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",12193,4543
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5198,2514
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9984,3877
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",3772,2085
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",4908,2333
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7156,3217
"Thal","Thal-RG-7","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6027,2964
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",14648,4062
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6128,3085
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",15384,4187
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4674,2518
"Thal","Thal-RG-7","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6381,2927
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",3758,2145
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8826,3545
"Thal","Thal-RG-5","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3752,2167
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4044,2286
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5441,2698
"Thal","Thal-InN-1","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",3918,2247
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9629,3654
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",4334,2373
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11030,3966
"Thal","Thal-ExN-1","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",11436,4224
"Thal","Thal-ExN-1","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",13475,4766
"Thal","Thal-ExN-1","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",2304,1600
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8803,3633
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4169,2251
"Thal","Thal-OPC","510_donorID","Subcortex","DTH","13-15pcw","OPC",2417,1415
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",3560,1921
"Thal","Thal-OPC","510_donorID","Subcortex","DTH","13-15pcw","OPC",14138,4238
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7116,3219
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4061,2174
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8436,3398
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9119,3084
"Thal","Thal-OPC","510_donorID","Subcortex","DTH","13-15pcw","OPC",8433,3425
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",6245,2981
"Thal","Thal-RG-7","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",9919,3930
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9140,3763
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4014,2324
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8712,3540
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3635,2079
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4109,2271
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8997,3743
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5729,2893
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5869,2918
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4907,2282
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6385,3062
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",10035,3327
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",17057,3969
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",8004,3442
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8996,3680
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8563,3292
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8620,3536
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6980,2914
"Thal","Thal-InN-1","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5559,2742
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5372,2786
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5465,2876
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8252,3491
"Thal","Thal-ExN-3","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",2742,1763
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7031,2970
"Thal","Thal-RG-4","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6721,3080
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6427,2903
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8460,3371
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",10838,4067
"Thal","Thal-ExN-1","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",3295,1784
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6449,2804
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",2746,1668
"Thal","Thal-InN-7","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",2340,1543
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7732,3360
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9490,3754
"Thal","Thal-Endo","510_donorID","Subcortex","DTH","13-15pcw","Endothelial",9346,3638
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5326,2689
"Thal","Thal-RG-7","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7737,3389
"Thal","Thal-RG-4","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",10689,3901
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",8757,3383
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6981,3213
"Thal","Thal-RG-4","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",8733,3307
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9581,3566
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",4326,2141
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",13263,4171
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7510,3105
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",10690,3791
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",14930,4666
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",12856,4871
"Thal","Thal-InN-7","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",2213,1517
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",2436,1612
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6555,3032
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",2531,1512
"Thal","Thal-ExN-3","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",6793,1138
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8821,3534
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4463,2444
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7327,2917
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",8135,3713
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",2449,1524
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6052,3003
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5622,2813
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",8907,3409
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",14807,4606
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6180,3158
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",3551,2198
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9853,3614
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6105,2493
"Thal","Thal-InN-4","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",13916,4718
"Thal","Thal-InN-4","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11332,4212
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",10493,4014
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7709,3251
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6507,3090
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4767,2533
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8686,3633
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5797,2832
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9300,2964
"Thal","Thal-RG-7","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4861,2335
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6128,3028
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",4884,2593
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",13390,3560
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6940,3170
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",7292,3412
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",8567,3624
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6881,2962
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8077,3453
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7313,3358
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9624,3510
"Thal","Thal-InN-7","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",4360,2402
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5128,2651
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3005,1785
"Thal","Thal-InN-7","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",2227,1456
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5276,2749
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8843,3447
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",8833,3933
"Thal","Thal-ExN-3","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",8983,1087
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7413,3262
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8925,3626
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",6479,2889
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9220,3908
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3963,2184
"Thal","Thal-OPC","510_donorID","Subcortex","DTH","13-15pcw","OPC",3712,1864
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",7602,3530
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6109,2795
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7360,3137
"Thal","Thal-InN-7","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",1999,1491
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5071,2543
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",4744,2464
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",9277,3699
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4870,2430
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",3460,1865
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7695,3405
"Thal","Thal-InN-7","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11914,4384
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4307,2399
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7506,3112
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7494,3310
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9234,4143
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6346,2931
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4375,2408
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4177,2335
"Thal","Thal-MG","510_donorID","Subcortex","DTH","13-15pcw","Microglia",8881,3855
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",3221,1964
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5021,2447
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5530,2895
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7900,3243
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8748,3563
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9035,3693
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4395,2527
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9495,3783
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",4985,2586
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5571,2835
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9972,3867
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5197,2651
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11492,3898
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9517,3655
"Thal","Thal-InN-8","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11075,4270
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",12574,4351
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6494,2703
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",13004,4338
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",8721,3739
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8693,3551
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",10614,3943
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7712,3322
"Thal","Thal-RG-4","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",10221,4025
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7355,3249
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",10039,3791
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",3172,2005
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",7231,3340
"Thal","Thal-OPC","510_donorID","Subcortex","DTH","13-15pcw","OPC",5570,2542
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",6523,3092
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",3069,1849
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",12150,4409
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7001,3227
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5122,2296
"Thal","Thal-InN-7","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",12867,4080
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7490,3348
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",8246,3551
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6143,2646
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9979,3765
"Thal","Thal-InN-7","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",2298,1600
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",10708,3855
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4841,2576
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4078,2272
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11398,3913
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",3982,2016
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",10427,3612
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",16592,4442
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3629,2042
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8900,3415
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",7153,3392
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7197,3349
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5467,2687
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",4529,2482
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4918,2361
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4599,2601
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6101,2983
"Thal","Thal-RG-7","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5016,2742
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6238,2925
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8329,3526
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",3613,2091
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5295,2657
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5859,2733
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",12560,3727
"Thal","Thal-RG-4","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6627,2579
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",3984,2201
"Thal","Thal-RG-4","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",9756,3480
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",12348,4290
"Thal","Thal-ExN-1","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",12793,4453
