"Structure","Cell Type","DonorID","Regions","Structure Acroynm","Age Interval","Major Cell Type","nCount","nFeature"
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9173,3446
"Thal","Thal-InN-4","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11223,4119
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9445,3841
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8316,3323
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7614,3091
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7083,3048
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",2298,1589
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7006,3136
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6359,2971
"Thal","Thal-ExN-1","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",13519,4634
"Thal","Thal-RG-7","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",8334,3691
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7769,3410
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3497,1937
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5048,2580
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7295,3231
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9289,3346
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8190,3306
"Thal","Thal-ExN-3","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",2570,1729
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9094,3746
"Thal","Thal-ExN-3","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",2483,1043
"Thal","Thal-OPC","510_donorID","Subcortex","DTH","13-15pcw","OPC",5579,2650
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7759,3602
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",4576,2511
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",6092,3137
"Thal","Thal-InN-1","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",4190,2189
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4852,2561
"Thal","Thal-InN-7","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8593,3866
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5166,2649
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",16358,3905
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6259,2969
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3094,1801
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3998,2325
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4757,2600
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6867,2847
"Thal","Thal-OPC","510_donorID","Subcortex","DTH","13-15pcw","OPC",5582,2720
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3874,2341
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3137,2001
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",2399,1494
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7334,3358
"Thal","Thal-RG-7","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",14467,4719
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5193,2602
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",9602,3594
"Thal","Thal-ExN-1","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",3733,2196
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3269,2078
"Thal","Thal-RG-7","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6008,2997
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4838,2455
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5879,2831
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",7365,3274
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6473,2769
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6096,2798
"Thal","Thal-ExN-3","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",2497,1713
"Thal","Thal-InN-4","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11459,4182
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6997,2995
"Thal","Thal-InN-1","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",4648,2223
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6572,3112
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6193,2999
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3249,1912
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5195,2724
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8881,3065
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9174,3289
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",4005,2277
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4745,2271
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",8176,3285
"Thal","Thal-InN-4","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",3924,2220
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",9298,3494
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8162,3616
"Thal","Thal-InN-7","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",2050,1462
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6174,2881
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5407,2913
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",2834,1749
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",4963,2392
"Thal","Thal-RG-4","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6492,3028
"Thal","Thal-RG-7","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4518,2561
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6302,3071
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9858,3996
"Thal","Thal-ExN-3","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",14641,1004
"Thal","Thal-RG-4","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6908,3194
"Thal","Thal-OPC","510_donorID","Subcortex","DTH","13-15pcw","OPC",4925,2475
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7477,3406
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5498,2891
"Thal","Thal-InN-4","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8483,3799
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5800,2891
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",14059,4034
"Thal","Thal-InN-7","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",2402,1599
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",12438,3770
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5543,2368
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5353,2759
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7128,2864
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6973,3333
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4238,2285
"Thal","Thal-InN-1","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",4823,2450
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5340,2594
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6264,3028
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5182,2627
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6315,3047
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5327,2967
"Thal","Thal-InN-1","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",3668,2136
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4258,2301
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8797,3605
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4716,2561
"Thal","Thal-MG","510_donorID","Subcortex","DTH","13-15pcw","Microglia",7184,3300
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11959,4099
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",10679,3732
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7284,3219
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6822,3369
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4776,2425
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4600,2244
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",13297,3886
"Thal","Thal-OPC","510_donorID","Subcortex","DTH","13-15pcw","OPC",5482,2699
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6817,3056
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5728,2851
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4472,2480
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6495,3070
"Thal","Thal-ExN-1","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",16053,4724
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7578,3534
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6938,3268
"Thal","Thal-RG-4","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3835,2175
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9289,3540
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6034,2570
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5744,2548
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",11659,4540
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6752,3073
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7960,3497
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5371,2859
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",4659,2353
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",12867,4172
"Thal","Thal-OPC","510_donorID","Subcortex","DTH","13-15pcw","OPC",5682,2464
"Thal","Thal-InN-1","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5453,2791
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3500,2103
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9824,3899
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7925,3279
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",5499,2909
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7698,3429
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3825,1973
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5152,2726
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7378,3469
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5083,2919
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7698,3510
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",4698,2575
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4155,2311
"Thal","Thal-InN-8","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6359,3322
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",2973,1877
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6249,2815
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4011,2184
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",4368,2332
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7549,2971
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",5609,3046
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6147,2698
"Thal","Thal-InN-4","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7864,3330
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",15646,4034
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3864,2189
"Thal","Thal-OPC","510_donorID","Subcortex","DTH","13-15pcw","OPC",4030,1889
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",4079,2148
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4809,2700
"Thal","Thal-InN-7","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",2149,1539
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7361,3259
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6517,3128
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4646,2632
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8501,3493
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",10757,3737
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7987,3065
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",4958,2843
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",3147,1814
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",3965,2219
"Thal","Thal-ExN-3","510_donorID","Subcortex","DTH","13-15pcw","Excitatory Neurons",10095,1649
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5307,2757
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",3383,2032
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11335,4128
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",6520,2944
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5435,2867
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6328,2740
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11617,3900
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",12872,4421
"Thal","Thal-RG-7","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5542,2718
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",8136,3250
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",9586,3425
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3524,1891
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7755,3108
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5843,2877
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5066,2412
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",2926,1587
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3996,2255
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",2502,1560
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6244,3016
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4602,2606
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7104,3082
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",2085,1402
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9371,3467
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",2903,1691
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",4652,2660
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5553,2972
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5684,2887
"Thal","Thal-InN-1","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",4416,2465
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4346,2328
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5114,2797
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",9665,3674
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5036,2484
"Thal","Thal-RG-4","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",15044,4314
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7704,3156
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8061,3385
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6012,2728
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5853,2813
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9401,3834
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8102,2917
"Thal","Thal-RG-4","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",9837,3655
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7263,3315
"Thal","Thal-InN-8","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",12951,4517
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",7614,3206
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11297,4249
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7723,3345
"Thal","Thal-RG-7","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6139,2860
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5571,2807
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",4918,2685
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9697,3664
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",10956,3760
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8693,3508
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9461,3646
"Thal","Thal-RG-4","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",10743,4290
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6271,2922
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5577,2841
"Thal","Thal-RG-5","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7371,3492
"Thal","Thal-IP","510_donorID","Subcortex","DTH","13-15pcw","Intermediate progenitor",3748,2064
"Thal","Thal-OPC","510_donorID","Subcortex","DTH","13-15pcw","OPC",6755,2936
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6933,3110
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6289,3027
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7965,3397
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4746,2587
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",10353,3788
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",4281,2238
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11173,3485
"Thal","Thal-InN-7","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",3905,1971
"Thal","Thal-InN-7","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",16212,4328
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",5537,2117
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5187,2724
"Thal","Thal-RG-4","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6775,3053
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8051,3412
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5270,2717
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",3479,1852
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3575,2047
"Thal","Thal-InN-3","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9599,3759
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7904,3414
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4888,2683
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",12896,3893
"Thal","Thal-InN-4","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11688,4004
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6739,2963
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6207,3074
"Thal","Thal-CycPro","510_donorID","Subcortex","DTH","13-15pcw","Cycling progenitor cell",5110,2776
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",11480,4295
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",4477,2396
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",2979,1971
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3812,2253
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4988,2797
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9482,3807
"Thal","Thal-InN-5","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6532,2871
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",3878,2231
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4573,2435
"Thal","Thal-RG-7","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4948,2751
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",9306,3663
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4695,2498
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",6862,2938
"Thal","Thal-RG-6","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",7387,2934
"Thal","Thal-RG-3","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5387,2711
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7089,3198
"Thal","Thal-RG-4","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",10611,4178
"Thal","Thal-RG-7","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4361,2476
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",8558,3645
"Thal","Thal-InN-2","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",6970,3197
"Thal","Thal-RG-1","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",5976,2839
"Thal","Thal-RG-2","510_donorID","Subcortex","DTH","13-15pcw","Radial glia",4862,2608
"Thal","Thal-OPC","510_donorID","Subcortex","DTH","13-15pcw","OPC",9466,3699
"Thal","Thal-InN-6","510_donorID","Subcortex","DTH","13-15pcw","Inhibitory Neurons",7064,2599
