Structure,Cell Type,DonorID,Regions,Structure Acroynm,Age Interval,Major Cell Type,nCount,nFeature,SampleID
Cer,Cer-ExN-3,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,5809,2840,993_Cer_B3
Cer,Cer-CycPro,993_donorID,Hindbrain,CB,13-15pcw,Cycling progenitor cell,4551,2546,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,14939,4722,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,7229,3018,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7337,3256,993_Cer_B3
Cer,Cer-ExN-2,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,4953,2623,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,6291,2980,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,6834,3108,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,6727,2764,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,4338,2276,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7016,3195,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,5298,2809,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,4570,2294,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,4462,2337,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,10650,3983,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,8117,3445,993_Cer_B3
Cer,Cer-InN-6,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,4171,2340,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7032,3147,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,6719,2892,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,7660,3275,993_Cer_B3
Cer,Cer-RG-3,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,5531,2817,993_Cer_B3
Cer,Cer-InN-6,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,10111,4039,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,9550,3778,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,3933,2192,993_Cer_B3
Cer,Cer-RG-3,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,5309,2793,993_Cer_B3
Cer,Cer-RG-3,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,5625,2796,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,8424,3423,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,4939,2754,993_Cer_B3
Cer,Cer-InN-4,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,3995,2347,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,4579,2422,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,8216,3130,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,5001,2581,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7937,3062,993_Cer_B3
Cer,Cer-ExN-2,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,5800,2607,993_Cer_B3
Cer,Cer-CycPro,993_donorID,Hindbrain,CB,13-15pcw,Cycling progenitor cell,4829,2672,993_Cer_B3
Cer,Cer-RG-3,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,5960,3063,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,6184,3038,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,4289,2216,993_Cer_B3
Cer,Cer-InN-4,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7321,3357,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,4176,2173,993_Cer_B3
Cer,Cer-MG,993_donorID,Hindbrain,CB,13-15pcw,Microglia,2952,1669,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7404,2913,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7287,3265,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,5334,2574,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,6379,2739,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7629,3247,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,2339,1700,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,11602,4214,993_Cer_B3
Cer,Cer-InN-7,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,1662,1136,993_Cer_B3
Cer,Cer-CycPro,993_donorID,Hindbrain,CB,13-15pcw,Cycling progenitor cell,5308,2836,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,9194,3324,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,3362,1887,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,3483,2093,993_Cer_B3
Cer,Cer-ExN-2,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,4132,2255,993_Cer_B3
Cer,Cer-InN-7,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,2252,1518,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,4233,2298,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,8062,3151,993_Cer_B3
Cer,Cer-ExN-3,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,6941,3236,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,6856,3042,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,9050,3826,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,3236,2045,993_Cer_B3
Cer,Cer-ExN-4,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,6177,2965,993_Cer_B3
Cer,Cer-ExN-3,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,5773,2922,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7071,3322,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,5819,2818,993_Cer_B3
Cer,Cer-ExN-3,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,4061,2116,993_Cer_B3
Cer,Cer-CycPro,993_donorID,Hindbrain,CB,13-15pcw,Cycling progenitor cell,5175,2693,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,4375,2285,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,3124,1766,993_Cer_B3
Cer,Cer-ExN-3,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,6605,2976,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,6906,2993,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,4726,2071,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,4098,2099,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,3147,1822,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,6029,2921,993_Cer_B3
Cer,Cer-ExN-2,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,4646,2316,993_Cer_B3
Cer,Cer-ExN-4,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,5880,2625,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,3490,1991,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,4689,2758,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,6874,2921,993_Cer_B3
Cer,Cer-ExN-2,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,3939,2221,993_Cer_B3
Cer,Cer-InN-4,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,12006,4206,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,4690,2367,993_Cer_B3
Cer,Cer-ExN-2,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,3447,1957,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7710,3283,993_Cer_B3
Cer,Cer-RG-3,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,8387,3446,993_Cer_B3
Cer,Cer-ExN-4,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,3884,2201,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,9082,3389,993_Cer_B3
Cer,Cer-InN-7,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,2971,1832,993_Cer_B3
Cer,Cer-ExN-3,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,4554,2243,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,8897,3634,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,5497,2809,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,5559,2460,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,12036,4036,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,3384,1932,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,8538,3805,993_Cer_B3
Cer,Cer-InN-7,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,3647,2053,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,3584,1986,993_Cer_B3
Cer,Cer-CycPro,993_donorID,Hindbrain,CB,13-15pcw,Cycling progenitor cell,2278,1640,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,7072,2839,993_Cer_B3
Cer,Cer-ExN-3,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,9354,3326,993_Cer_B3
Cer,Cer-ExN-4,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,5769,2589,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,6271,2855,993_Cer_B3
Cer,Cer-ExN-3,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,2857,1578,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,4168,2326,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,11242,3762,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,5491,2749,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,9603,3808,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,3888,2147,993_Cer_B3
Cer,Cer-CycPro,993_donorID,Hindbrain,CB,13-15pcw,Cycling progenitor cell,6597,3151,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,7209,3091,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,7672,3203,993_Cer_B3
Cer,Cer-ExN-3,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,6724,3070,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,6408,3226,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7687,3169,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,10188,4114,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,10388,3941,993_Cer_B3
Cer,Cer-InN-7,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,1626,1106,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,7055,3337,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,5299,2573,993_Cer_B3
Cer,Cer-OPC,993_donorID,Hindbrain,CB,13-15pcw,OPC,8319,3116,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,10095,3846,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,3898,2177,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7653,3405,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,8926,3484,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,4657,2473,993_Cer_B3
Cer,Cer-InN-4,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,12914,4346,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,12723,3874,993_Cer_B3
Cer,Cer-InN-4,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,12924,4538,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,12032,3876,993_Cer_B3
Cer,Cer-InN-4,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,4243,2480,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,5274,2786,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,7453,3520,993_Cer_B3
Cer,Cer-ExN-5,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,5786,3016,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,10232,3647,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,7130,3374,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,5404,2547,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,6382,2985,993_Cer_B3
Cer,Cer-OPC,993_donorID,Hindbrain,CB,13-15pcw,OPC,5970,2613,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,9962,3722,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,3687,2011,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7685,3225,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,8923,3308,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,6299,3088,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,6704,3028,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,6448,2849,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,6833,3030,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,8402,3251,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,6776,3179,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,3420,1967,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7921,3370,993_Cer_B3
Cer,Cer-Endo,993_donorID,Hindbrain,CB,13-15pcw,Endothelial,2065,1417,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,4925,2636,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,4341,2353,993_Cer_B3
Cer,Cer-ExN-3,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,7323,2842,993_Cer_B3
Cer,Cer-InN-7,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,2584,1706,993_Cer_B3
Cer,Cer-InN-4,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,9814,3469,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,7347,3013,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,5505,2885,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,11344,3909,993_Cer_B3
Cer,Cer-InN-6,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,9154,3306,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7864,3280,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,6267,2485,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,3982,2307,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,6258,3024,993_Cer_B3
Cer,Cer-InN-7,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,1537,1073,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,3246,1607,993_Cer_B3
Cer,Cer-InN-4,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,8329,3354,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,5051,2591,993_Cer_B3
Cer,Cer-InN-4,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,11865,4061,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,4824,2580,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,5398,2555,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,3603,1793,993_Cer_B3
Cer,Cer-ExN-4,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,5899,2854,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,5380,2881,993_Cer_B3
Cer,Cer-RG-3,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,4321,2333,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,9226,3642,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,12075,4479,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,6768,3278,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,7260,3216,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,3708,1890,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,7783,3769,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,7387,2990,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,5253,2871,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,8626,3528,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,5097,2685,993_Cer_B3
Cer,Cer-OPC,993_donorID,Hindbrain,CB,13-15pcw,OPC,4877,2005,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,3726,2245,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,4200,2354,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,6558,3059,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,2854,1606,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,6681,3162,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,6031,2590,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,5395,2672,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,6107,3040,993_Cer_B3
Cer,Cer-ExN-3,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,3016,1634,993_Cer_B3
Cer,Cer-RG-1,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,4716,2441,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,11626,4240,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,4957,2532,993_Cer_B3
Cer,Cer-CycPro,993_donorID,Hindbrain,CB,13-15pcw,Cycling progenitor cell,2554,1718,993_Cer_B3
Cer,Cer-InN-6,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,2912,1682,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,10074,3506,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,9555,3694,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,6181,2765,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,4980,2605,993_Cer_B3
Cer,Cer-InN-5,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,8622,3570,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,7769,3266,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,4575,2028,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,6700,2715,993_Cer_B3
Cer,Cer-ExN-4,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,4630,2488,993_Cer_B3
Cer,Cer-RG-3,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,5849,2865,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,5128,2495,993_Cer_B3
Cer,Cer-RG-3,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,4091,2374,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,5673,2820,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,9675,3214,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,12846,4395,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,11010,3864,993_Cer_B3
Cer,Cer-ExN-4,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,4113,2061,993_Cer_B3
Cer,Cer-InN-7,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,2423,1515,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,5885,2894,993_Cer_B3
Cer,Cer-InN-1,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,9487,3312,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,13597,3895,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,7169,3083,993_Cer_B3
Cer,Cer-CycPro,993_donorID,Hindbrain,CB,13-15pcw,Cycling progenitor cell,5028,2865,993_Cer_B3
Cer,Cer-ExN-1,993_donorID,Hindbrain,CB,13-15pcw,Excitatory Neurons,9419,3488,993_Cer_B3
Cer,Cer-InN-3,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,8320,3032,993_Cer_B3
Cer,Cer-InN-7,993_donorID,Hindbrain,CB,13-15pcw,Inhibitory Neurons,1584,1116,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,2948,1721,993_Cer_B3
Cer,Cer-RG-2,993_donorID,Hindbrain,CB,13-15pcw,Radial glia,5583,2797,993_Cer_B3
Cer,Cer-IP,993_donorID,Hindbrain,CB,13-15pcw,Intermediate progenitor,4101,1953,993_Cer_B3
