Structure,Cell Type,DonorID,Regions,Structure Acroynm,Age Interval,Major Cell Type,nCount,nFeature,SampleID
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9462,3676,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,7003,2966,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,5762,2587,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,7643,2999,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,6174,3176,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8522,3573,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,10588,4096,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8954,3513,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,6833,3127,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,7186,3415,510_Tha_B3
Thal,Thal-ExN-1,510_donorID,Forebrain,DTH,13-15pcw,Excitatory Neurons,2306,1506,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,12820,4162,510_Tha_B3
Thal,Thal-CycPro,510_donorID,Forebrain,DTH,13-15pcw,Cycling progenitor cell,10156,4029,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,12299,4274,510_Tha_B3
Thal,Thal-RG-3,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4782,2647,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,5766,2975,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,5588,2641,510_Tha_B3
Thal,Thal-InN-4,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8671,3396,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,7281,3392,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,5387,2666,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,7205,3345,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,6338,3267,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,7453,3314,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,7287,3328,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9506,3679,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9532,3630,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,10009,3512,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4653,2485,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,15145,3875,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9037,3529,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8079,3548,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,11234,3959,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,4515,2540,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8264,3549,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,9396,3626,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,6261,3016,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8698,3666,510_Tha_B3
Thal,Thal-CycPro,510_donorID,Forebrain,DTH,13-15pcw,Cycling progenitor cell,4430,2465,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4681,2465,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,6140,2996,510_Tha_B3
Thal,Thal-RG-7,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,9220,3765,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,6842,3014,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,7018,2743,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,7409,3051,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,7316,3611,510_Tha_B3
Thal,Thal-OPC,510_donorID,Forebrain,DTH,13-15pcw,OPC,13517,3969,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,8181,3449,510_Tha_B3
Thal,Thal-InN-4,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,12193,4543,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,5198,2514,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9984,3877,510_Tha_B3
Thal,Thal-IP,510_donorID,Forebrain,DTH,13-15pcw,Intermediate progenitor,3772,2085,510_Tha_B3
Thal,Thal-IP,510_donorID,Forebrain,DTH,13-15pcw,Intermediate progenitor,4908,2333,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,7156,3217,510_Tha_B3
Thal,Thal-RG-7,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,6027,2964,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,14648,4062,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,6128,3085,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,15384,4187,510_Tha_B3
Thal,Thal-RG-3,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4674,2518,510_Tha_B3
Thal,Thal-RG-7,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,6381,2927,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,3758,2145,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8826,3545,510_Tha_B3
Thal,Thal-RG-5,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,3752,2167,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4044,2286,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,5441,2698,510_Tha_B3
Thal,Thal-InN-1,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,3918,2247,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9629,3654,510_Tha_B3
Thal,Thal-IP,510_donorID,Forebrain,DTH,13-15pcw,Intermediate progenitor,4334,2373,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,11030,3966,510_Tha_B3
Thal,Thal-ExN-1,510_donorID,Forebrain,DTH,13-15pcw,Excitatory Neurons,11436,4224,510_Tha_B3
Thal,Thal-ExN-1,510_donorID,Forebrain,DTH,13-15pcw,Excitatory Neurons,13475,4766,510_Tha_B3
Thal,Thal-ExN-1,510_donorID,Forebrain,DTH,13-15pcw,Excitatory Neurons,2304,1600,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8803,3633,510_Tha_B3
Thal,Thal-RG-3,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4169,2251,510_Tha_B3
Thal,Thal-OPC,510_donorID,Forebrain,DTH,13-15pcw,OPC,2417,1415,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,3560,1921,510_Tha_B3
Thal,Thal-OPC,510_donorID,Forebrain,DTH,13-15pcw,OPC,14138,4238,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,7116,3219,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4061,2174,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8436,3398,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9119,3084,510_Tha_B3
Thal,Thal-OPC,510_donorID,Forebrain,DTH,13-15pcw,OPC,8433,3425,510_Tha_B3
Thal,Thal-CycPro,510_donorID,Forebrain,DTH,13-15pcw,Cycling progenitor cell,6245,2981,510_Tha_B3
Thal,Thal-RG-7,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,9919,3930,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9140,3763,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4014,2324,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8712,3540,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,3635,2079,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4109,2271,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8997,3743,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,5729,2893,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,5869,2918,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4907,2282,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,6385,3062,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,10035,3327,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,17057,3969,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,8004,3442,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8996,3680,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8563,3292,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8620,3536,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,6980,2914,510_Tha_B3
Thal,Thal-InN-1,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,5559,2742,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,5372,2786,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,5465,2876,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8252,3491,510_Tha_B3
Thal,Thal-ExN-3,510_donorID,Forebrain,DTH,13-15pcw,Excitatory Neurons,2742,1763,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,7031,2970,510_Tha_B3
Thal,Thal-RG-4,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,6721,3080,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,6427,2903,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8460,3371,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,10838,4067,510_Tha_B3
Thal,Thal-ExN-1,510_donorID,Forebrain,DTH,13-15pcw,Excitatory Neurons,3295,1784,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,6449,2804,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,2746,1668,510_Tha_B3
Thal,Thal-InN-7,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,2340,1543,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,7732,3360,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9490,3754,510_Tha_B3
Thal,Thal-Endo,510_donorID,Forebrain,DTH,13-15pcw,Endothelial,9346,3638,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,5326,2689,510_Tha_B3
Thal,Thal-RG-7,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,7737,3389,510_Tha_B3
Thal,Thal-RG-4,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,10689,3901,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,8757,3383,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,6981,3213,510_Tha_B3
Thal,Thal-RG-4,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,8733,3307,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9581,3566,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,4326,2141,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,13263,4171,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,7510,3105,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,10690,3791,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,14930,4666,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,12856,4871,510_Tha_B3
Thal,Thal-InN-7,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,2213,1517,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,2436,1612,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,6555,3032,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,2531,1512,510_Tha_B3
Thal,Thal-ExN-3,510_donorID,Forebrain,DTH,13-15pcw,Excitatory Neurons,6793,1138,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8821,3534,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4463,2444,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,7327,2917,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,8135,3713,510_Tha_B3
Thal,Thal-IP,510_donorID,Forebrain,DTH,13-15pcw,Intermediate progenitor,2449,1524,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,6052,3003,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,5622,2813,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,8907,3409,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,14807,4606,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,6180,3158,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,3551,2198,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9853,3614,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,6105,2493,510_Tha_B3
Thal,Thal-InN-4,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,13916,4718,510_Tha_B3
Thal,Thal-InN-4,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,11332,4212,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,10493,4014,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,7709,3251,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,6507,3090,510_Tha_B3
Thal,Thal-RG-3,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4767,2533,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8686,3633,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,5797,2832,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9300,2964,510_Tha_B3
Thal,Thal-RG-7,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4861,2335,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,6128,3028,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,4884,2593,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,13390,3560,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,6940,3170,510_Tha_B3
Thal,Thal-CycPro,510_donorID,Forebrain,DTH,13-15pcw,Cycling progenitor cell,7292,3412,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,8567,3624,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,6881,2962,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8077,3453,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,7313,3358,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9624,3510,510_Tha_B3
Thal,Thal-InN-7,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,4360,2402,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,5128,2651,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,3005,1785,510_Tha_B3
Thal,Thal-InN-7,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,2227,1456,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,5276,2749,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8843,3447,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,8833,3933,510_Tha_B3
Thal,Thal-ExN-3,510_donorID,Forebrain,DTH,13-15pcw,Excitatory Neurons,8983,1087,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,7413,3262,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8925,3626,510_Tha_B3
Thal,Thal-IP,510_donorID,Forebrain,DTH,13-15pcw,Intermediate progenitor,6479,2889,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9220,3908,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,3963,2184,510_Tha_B3
Thal,Thal-OPC,510_donorID,Forebrain,DTH,13-15pcw,OPC,3712,1864,510_Tha_B3
Thal,Thal-CycPro,510_donorID,Forebrain,DTH,13-15pcw,Cycling progenitor cell,7602,3530,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,6109,2795,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,7360,3137,510_Tha_B3
Thal,Thal-InN-7,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,1999,1491,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,5071,2543,510_Tha_B3
Thal,Thal-IP,510_donorID,Forebrain,DTH,13-15pcw,Intermediate progenitor,4744,2464,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,9277,3699,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4870,2430,510_Tha_B3
Thal,Thal-IP,510_donorID,Forebrain,DTH,13-15pcw,Intermediate progenitor,3460,1865,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,7695,3405,510_Tha_B3
Thal,Thal-InN-7,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,11914,4384,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4307,2399,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,7506,3112,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,7494,3310,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9234,4143,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,6346,2931,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4375,2408,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4177,2335,510_Tha_B3
Thal,Thal-MG,510_donorID,Forebrain,DTH,13-15pcw,Microglia,8881,3855,510_Tha_B3
Thal,Thal-IP,510_donorID,Forebrain,DTH,13-15pcw,Intermediate progenitor,3221,1964,510_Tha_B3
Thal,Thal-RG-6,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,5021,2447,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,5530,2895,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,7900,3243,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8748,3563,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9035,3693,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,4395,2527,510_Tha_B3
Thal,Thal-InN-6,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9495,3783,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,4985,2586,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,5571,2835,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9972,3867,510_Tha_B3
Thal,Thal-RG-1,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,5197,2651,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,11492,3898,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,9517,3655,510_Tha_B3
Thal,Thal-InN-8,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,11075,4270,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,12574,4351,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,6494,2703,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,13004,4338,510_Tha_B3
Thal,Thal-RG-2,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,8721,3739,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,8693,3551,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,10614,3943,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,7712,3322,510_Tha_B3
Thal,Thal-RG-4,510_donorID,Forebrain,DTH,13-15pcw,Radial glia,10221,4025,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,7355,3249,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,10039,3791,510_Tha_B3
Thal,Thal-InN-3,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,3172,2005,510_Tha_B3
Thal,Thal-CycPro,510_donorID,Forebrain,DTH,13-15pcw,Cycling progenitor cell,7231,3340,510_Tha_B3
Thal,Thal-OPC,510_donorID,Forebrain,DTH,13-15pcw,OPC,5570,2542,510_Tha_B3
Thal,Thal-CycPro,510_donorID,Forebrain,DTH,13-15pcw,Cycling progenitor cell,6523,3092,510_Tha_B3
Thal,Thal-InN-5,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,3069,1849,510_Tha_B3
Thal,Thal-InN-2,510_donorID,Forebrain,DTH,13-15pcw,Inhibitory Neurons,12150,4409,510_Tha_B3
