Mixture	Neurons	Astrocytes	Oligodendrocytes	Microglia	Endothelia	P-value	Correlation	RMSE
ERR1473165	0.699617096386068	0.00245063885892669	0.0310563491312426	0.0271607754282003	0.239715140195563	9999	0.524985100918397	0.910798841195652
ERR1473166	0.712866481232934	0.00580834463979318	0.105156624093169	0.0979104605303532	0.0782580895037501	9999	0.395021001153954	1.0209199145516
ERR1473167	0.755157615302031	0	0.0681623318249486	0.0645386556862068	0.112141397186814	9999	0.461827808392358	0.970841668278133
ERR1473168	0.69344810657656	0	0.088105407575559	0.0823751474040312	0.13607133844385	9999	0.442341823280733	0.979843406853694
ERR1473169	0.56604455915144	0.0169830385329397	0.113758001398815	0.0840898478547118	0.219124553062094	9999	0.398096207346498	1.00420981114833
ERR1473170	0.622238502973455	0.00954130461577753	0.0912591618183702	0.0589993969796252	0.217961633612772	9999	0.439859193175747	0.975808867474856
ERR1473171	0.478073903602474	0.0101198183739908	0.0113680989199139	0.0795525467772849	0.420885632326336	9999	0.572728181340606	0.858834692703518
ERR1473172	0.318956195280335	0.0129387306524242	0.0184373041603532	0.0742822062866212	0.575385563620266	9999	0.598413811991413	0.840548975219042
ERR1473173	0.350436626632166	0.022544895413484	0.0134664784201949	0.077301539412892	0.536250460121264	9999	0.60123554236484	0.83465795691669
ERR1473174	0.579603210093208	0.0120481562363845	0.0208079738399935	0.0648979113866756	0.322642748443738	9999	0.540345391442598	0.889277155647776
ERR1473175	0.638187082087281	0.00259287797620371	0.0248194275203615	0.0613971064159895	0.273003506000164	9999	0.552793590376008	0.880119792507062
ERR1473176	0.589588808211758	0.0221064533871456	0.0151074139952571	0.0462466317216578	0.326950692684181	9999	0.468878706437595	0.95434154172063
ERR1473177	0.63793998195941	0	0.0172305614376494	0.0355656402074748	0.309263816395466	9999	0.481097450183436	0.947938848514073
ERR1473178	0.475483698532917	0.0212030973471048	0.0306737824333419	0.104084245019272	0.368555176667364	9999	0.613247330489197	0.815377766870987
ERR1473179	0.718576037448074	0	0.0118213733756767	0.0311444037043026	0.238458185471947	9999	0.453952524670711	0.977713026394883
ERR1473180	0.685675849685811	0	0.00450252980834235	0.0536164270428644	0.256205193462982	9999	0.500604924971907	0.933113521934509
ERR1473181	0.652539009196103	0	0.0189681413206445	0.0559373779215622	0.27255547156169	9999	0.514370003002912	0.917473597358048
ERR1473182	0.602334375743437	0.00913847143193821	0.0190242210457523	0.0587580944244964	0.310744837354376	9999	0.532856041803409	0.897494386223474
ERR1473183	0.576691758379637	0.0194769441739159	0.014712353845507	0.0439251165528193	0.345193827048121	9999	0.502151673313447	0.925071283992486
ERR1473184	0.614080713217436	0.0175822342109679	0.0178416172141336	0.0438601675386667	0.306635267818795	9999	0.510720137695797	0.918265009111377
ERR1473185	0.504409831567207	0.0149977265019846	0.029925731038511	0.057503596370226	0.393163114522072	9999	0.567953213474215	0.862138560134146
ERR1473186	0.50750892156197	0.018367083732075	0.00857286678674582	0.0218388332456652	0.443712294673544	9999	0.574070983308556	0.859981989122838
ERR1473187	0.547137005850255	0.0301985045171158	0.0166016688554737	0.0617447751046782	0.344318045672477	9999	0.523909519965611	0.902792689391667
ERR1473188	0.707750571992282	0.0062289849458083	0.102240103605666	0.0720517885611458	0.111728550895098	9999	0.423629352111705	0.996774402487605
ERR1473189	0.602799098411186	0.0215894616627371	0.0640313545355675	0.0702184590606569	0.241361626329852	9999	0.425147495265923	0.987017143178761
ERR1473190	0.735470770784586	0	0.00992607319098092	0.035134898939923	0.21946825708451	9999	0.479582397797437	0.956412846454878
ERR1473191	0.712055097954983	0	0.0194940650139974	0.0381715672584133	0.230279269772606	9999	0.511825344926307	0.92434778657703
ERR1473192	0.623236736887714	0.00786122653813592	0.0110379866997858	0.0536263074908602	0.304237742383504	9999	0.537199687763187	0.895095169179878
ERR1473193	0.655295127028099	0	0.00364814890253541	0.0582206420895178	0.282836081979848	9999	0.518189504615705	0.915138903754654
ERR1473194	0.680140509319697	0	0.0193145572974262	0.0568633021682962	0.24368163121458	9999	0.505752398289996	0.926898810434486
ERR1473195	0.637913402449552	0.0195762451814529	0.0247314183673675	0.0442407834065418	0.273538150595086	9999	0.528909089357631	0.901898846369906
ERR1473196	0.584727128757033	0.0240848331267948	0.0163538354547485	0.0364373704782224	0.338396832183201	9999	0.503866544982212	0.923547194822362
ERR1473197	0.609040960230892	0.0118081904342089	0.0185227585428082	0.0424015498448059	0.318226540947285	9999	0.484815176699797	0.941871276033164
ERR1473198	0.561563569502955	0.0308011163287774	0.0317672548745306	0.0492185913707684	0.326649467922968	9999	0.480223796535596	0.941306794564831
ERR1473199	0.771500447011416	0	0	0.028849176139203	0.199650376849381	9999	0.462145025784034	0.976532944376171
ERR1473200	0.647343483349478	0.0333999698407274	0.0235778682561135	0.064058210216477	0.231620468337205	9999	0.498066767979291	0.928700365412688
ERR1473201	0.588813938330421	0.0235579110806647	0.00991633321322331	0.0492110239524832	0.328500793423208	9999	0.4992446561636	0.927678860128867
ERR1473202	0.649281121821948	0.0347330109839966	0.0179934796069358	0.0514335683224835	0.246558819264636	9999	0.496563779247377	0.93092491427406
ERR1473203	0.7997542965547	0	0.0140683153229187	0.0358538924399782	0.150323495682403	9999	0.458711587398314	0.981948250914079
ERR1473204	0.699592757491226	0	0.0193500229860078	0.0363752715427617	0.244681947980004	9999	0.507314348546204	0.927654676401172
ERR1473205	0.592706896599303	0.0173035808358948	0.0312760849465167	0.0342988211363668	0.324414616481919	9999	0.513762155899408	0.914307663437688
ERR1473206	0.662020211410751	0.00443665140845505	0.00956483777075659	0.0475038682476579	0.27647443116238	9999	0.518062997797773	0.915256392013434
ERR1473207	0.582920133946065	0	0.0361762396879071	0.0719865322583772	0.308917094107651	9999	0.572503709385535	0.858498246854308
ERR1473208	0.554760957409016	0.00113108076873849	0.0181467350936397	0.0478903798841871	0.378070846844418	9999	0.56388707404024	0.868792880309859
ERR1473209	0.673384711800918	0	0.00846420973764025	0.105073153265363	0.213077925196079	9999	0.49688895608614	0.93356239515198
ERR1473210	0.735013708959753	0	0.0109401439083767	0.043955450723655	0.210090696408215	9999	0.50401920904714	0.933738690357254
ERR1473211	0.623388749109555	0.0288404156915681	0.0231152021406466	0.0597276449926304	0.2649279880656	9999	0.526695401516839	0.902033861687484
ERR1473212	0.437758753317094	0.0234199311230359	0.0363186557301692	0.0758205118828869	0.426682147946814	9999	0.485477135440078	0.936279625571411
ERR1473213	0.739213428853276	0	0	0.0212059843655162	0.239580586781208	9999	0.442685367691594	0.990770209760382
ERR1473214	0.582472134878224	0.0147694728019958	0.0317386267271724	0.0672446875426773	0.303775078049931	9999	0.506458199847674	0.919123973743525
ERR1473215	0.741546796481985	0	0.0166734248438235	0.0490026098868491	0.192777168787342	9999	0.468518727941437	0.965940436590739
ERR1473216	0.561928339413142	0.0407801834292023	0.0175501486243172	0.0477752065224177	0.331966122010921	9999	0.52052700339037	0.9058091970654
ERR1473217	0.621233113675591	0.0196356519792215	0.00828859783378669	0.0576374088106014	0.293205227700799	9999	0.505251520307566	0.923381146481841
ERR1473218	0.608481992269134	0.00739617788345519	0.0205415206029301	0.0370491171746352	0.326531192069845	9999	0.549657086413018	0.883038618337524
ERR1473219	0.799296560671375	0	0.0130203501648074	0.0296408097729679	0.15804227939085	9999	0.463974243083871	0.97742587901166
ERR1473220	0.735121687036658	0	0.0181085509163132	0.0402542904686668	0.206515471578362	9999	0.491195627299302	0.945181553504552
ERR1473221	0.722915597265304	0	0.0125639763204214	0.0380216300822722	0.226498796332003	9999	0.500878114194779	0.935714942667539
ERR1473222	0.664919148687396	0	0.0113092219572924	0.0358434432798831	0.287928186075428	9999	0.48459456955795	0.946633042095638
ERR1473223	0.599970264673105	0.0012237788241924	0.0169801378805712	0.0409703979414871	0.340855420680645	9999	0.524373826928153	0.907089509421966
ERR1473224	0.602360602691404	0.0181159132380076	0.0213322756745945	0.0517607622911518	0.306430446104842	9999	0.488904791857638	0.936681943273213
ERR1473225	0.562314940526282	0.0173262735194574	0.0201397682501311	0.0207918266146548	0.379427191089474	9999	0.543078433503497	0.888453830378348
ERR1473226	0.588338424884023	0.0445241173918108	0.0482954047670589	0.0370980294482091	0.281744023508898	9999	0.465110621986361	0.953347450089685
ERR1473227	0.744922814601038	0	0.0074391730784248	0.0322677551051265	0.215370257215411	9999	0.463350949321607	0.972088839007519
ERR1473228	0.60362022678387	0.0242902040989465	0.0173873310945754	0.0589129423273235	0.295789295695285	9999	0.531828521376559	0.897330280943608
ERR1473229	0.607817730284243	0.0298766307315307	0.0166700140683392	0.0465127459554655	0.299122878960422	9999	0.523621809576019	0.905203565962496
ERR1473230	0.55347538533565	0.00467585603540227	0.0173353626215465	0.060043962159516	0.364469433847885	9999	0.547382534712207	0.883529314224558
ERR1473231	0.649135435422799	0.0223577103007914	0.022041671160553	0.0578307515570953	0.248634431558762	9999	0.484679511815327	0.941888414004364
ERR1473232	0.577798532091843	0.0152543228614672	0.0147775453330692	0.0585351350788751	0.333634464634745	9999	0.530508331022532	0.898870638916246
ERR1473233	0.593099764704605	0.0175626862986673	0.0144448335278485	0.0586063157212877	0.316286399747592	9999	0.529052698575255	0.900381721638479
ERR1473234	0.670262613110487	0	0	0.0223183468818263	0.307419040007687	9999	0.493932702823675	0.940207410943124
ERR1473235	0.54929438134199	0.0373619140765386	0.0305456205939086	0.0649489232705547	0.317849160717008	9999	0.578073359227438	0.850346644096806
ERR1473236	0.782575789943982	0	0.00586965890979642	0.0239627302937062	0.187591820852515	9999	0.444564147137843	0.9932042870338
ERR1473237	0.584033224736875	0.00938728320005186	0.0128679872635132	0.0372094223611299	0.35650208243843	9999	0.524308639934909	0.906596403929728
ERR1473238	0.614960147821553	0.0075788468043057	0.00191260914730016	0.0663222307512222	0.309226165475619	9999	0.517271969380469	0.91340223322593
ERR1473239	0.516268338004862	0	0.00360282196055921	0.00287294247264234	0.477255897561937	9999	0.544488077558572	0.892267736205669
ERR1473240	0.604991041137539	0.00618158289457779	0.0279421372206443	0.0769101106676499	0.283975128079589	9999	0.516071343788967	0.91177043505729
ERR1473241	0.658033830065994	0.0161199028410176	0.0484813435008996	0.056690464986984	0.220674458605104	9999	0.451779293297909	0.969994506832287
ERR1473242	0.659564274576337	0	0.0157642499565962	0.0370272067526857	0.287644268714381	9999	0.526266915043187	0.907949440891081
ERR1473243	0.698316970509809	0	0.0146884423368779	0.0692569821043368	0.217737605048976	9999	0.514699481094579	0.919809936325809
ERR1473244	0.6595512346719	0	0.0112281338315427	0.0352664795458229	0.293954151950734	9999	0.521505560568784	0.912795159667493
ERR1473245	0.608246775787447	0.0110962103646795	0.0263284789604189	0.0535335253600045	0.30079500952745	9999	0.524045984877571	0.905335994177924
ERR1473246	0.675808459062491	0.0096295699184823	0.0227467357769587	0.0590664359290661	0.232748799313002	9999	0.524755653522272	0.908116887074015
ERR1473247	0.571785019064736	0.00960506386473249	0.0143035865429457	0.0522775066212381	0.352028823906348	9999	0.511506427787677	0.917073845166383
ERR1473248	0.590574290286152	0.0147044111333742	0.00236933590277072	0.072170755596327	0.320181207081376	9999	0.542181430922116	0.888704582285121
ERR1473249	0.58240262399788	0.0156934721298798	0.0186015866910387	0.0653118662576946	0.317990450923506	9999	0.525107692286255	0.903249180882789
ERR1473250	0.608513441171694	0.00962336444132961	0.0267441617846661	0.0712832308407921	0.283835801761518	9999	0.532836235495966	0.896556611499444
ERR1473251	0.719350587359267	0	0.0174462811146792	0.0282127431203527	0.234990388405701	9999	0.494484377580193	0.941361335096027
ERR1473252	0.487285046904977	0.0170993984847234	0.014840812511002	0.0726017437943686	0.408172998304929	9999	0.562184976725653	0.868142183050978
ERR1473253	0.533587223005131	0.0160589812233573	0.00528829115583852	0.0626842723136513	0.382381232302022	9999	0.553677291558251	0.877361123132535
ERR1473254	0.700003724892423	0.00158244657351043	0.0764368215597222	0.0538477925614566	0.168129214412888	9999	0.493965760383179	0.936209899479533
ERR1473255	0.651985948002533	0.0118742894992706	0.072195357907441	0.0595495512450033	0.204394853345753	9999	0.430957412885369	0.986151427529705
ERR1473256	0.652152474123322	0	0.0162903495164274	0.041822472515828	0.289734703844422	9999	0.53145696355095	0.902487161083818
ERR1473257	0.748129947631841	0	0.00583838205663448	0.0420886325266844	0.20394303778484	9999	0.49451595278993	0.944036722381176
ERR1473258	0.653867976440263	0	0.018109546164213	0.0444154294172631	0.283607047978261	9999	0.503490264275719	0.928057908135414
ERR1473259	0.663500081863691	0	0.0207403445504869	0.0657457237102117	0.25001384987561	9999	0.501764727962883	0.92902711270137
ERR1473260	0.680609427972335	0	0.0197218109529489	0.0488883465885443	0.250780414486172	9999	0.492944726616022	0.938838716001161
ERR1473261	0.659204166833019	0.00834860310634143	0.0198249471608829	0.06155648939733	0.251065793502427	9999	0.513680148411886	0.91748644709116
ERR1473262	0.66369987177468	0.0164037844966541	0.00916984605825145	0.0508219317394494	0.259904565930965	9999	0.539952531733078	0.893895988475994
ERR1473263	0.730238075835797	0.00729689932313338	0.00255727447512403	0.0210848750044989	0.238822875361447	9999	0.484401180498795	0.952151532704061
ERR1473264	0.521943613320376	0.0161136293946498	0.00981254098805385	0.0606699118845254	0.391460304412395	9999	0.515411092812815	0.912545520895747
ERR1473265	0.749288997400572	0	0.0061423085724341	0.0527689199378386	0.191799774089155	9999	0.4861182333255	0.951398827170843
ERR1473266	0.743650432788918	0	0.00333153314673233	0.0561420267940647	0.196876007270285	9999	0.487240032096768	0.949886620709911
ERR1473267	0.522045041851433	0.0213102674654451	0.0137441367551394	0.0694240157827014	0.373476538145281	9999	0.54102737763056	0.887598987693125
ERR1473268	0.622069074323889	0.00982927169604266	0.0155237881426831	0.0668393371936631	0.285738528643723	9999	0.520695613178375	0.90922539646179
ERR1473269	0.569306240357363	0.00769288714152254	0.0126130751037262	0.0531820747599322	0.357205722637456	9999	0.52975265748868	0.900619668594959
ERR1473270	0.511227480643832	0.053354971142021	0.00844397354747658	0.0707361740041067	0.356237400662564	9999	0.53219238876121	0.893261248615479
ERR1473271	0.771190720989518	0	0.00573330160922397	0.0267776006769207	0.196298376724338	9999	0.455052904849536	0.982527908647509
ERR1473272	0.753689427601784	0	0.0097611822674462	0.0304136680016183	0.206135722129152	9999	0.456534884728558	0.978934049626353
ERR1473273	0.778845708079506	0	0.0140632734535427	0.0269174243723368	0.180173594094615	9999	0.504394884547163	0.938157379218841
ERR1473274	0.716275157242949	0	0.00791871702347884	0.0411628043851704	0.234643321348401	9999	0.5080734578845	0.928747040720538
ERR1473275	0.653526004507041	0	0.00474690382757406	0.0270296016230569	0.314697490042328	9999	0.453430159094867	0.974595731621312
ERR1473276	0.639589120793158	0	0.0139058214052903	0.0319676544469582	0.314537403354593	9999	0.473156871989083	0.955535698651834
ERR1473277	0.625046216885838	0	0.00658136657541222	0.0294815233487531	0.338890893189996	9999	0.458303331883252	0.968821385643151
ERR1473278	0.627389267277065	0	0.0115365183572256	0.0295099275881272	0.331564286777582	9999	0.458894611629807	0.967910024493508
ERR1473279	0.656273707297449	0	0.00672777841693819	0.0322294683394758	0.304769045946137	9999	0.464488095565298	0.964575840954294
ERR1473280	0.695123651111259	0	0.0058307707652701	0.0278861825200907	0.27115939560338	9999	0.405197106134871	1.01822169822603
ERR1473281	0.6359746088539	0	0.00207336413014764	0.0307665670625825	0.33118545995337	9999	0.454099976598502	0.973249610553045
ERR1473282	0.57656962225642	0.0084696952893553	0.00668714070085541	0.0374729572991386	0.37080058445423	9999	0.472136748515822	0.954056195862622
ERR1473283	0.572733836407148	0.0107811978579076	0.00363504485558056	0.0375658204035094	0.375284100475854	9999	0.450434226233945	0.97291618040386
ERR1473284	0.633474648705034	0	0.00247577571165856	0.034573569956457	0.32947600562685	9999	0.473280444451079	0.956063976622354
ERR1473285	0.718535582641584	0	0.00130495671146571	0.0339070803291053	0.246252380317844	9999	0.419069428557159	1.00848515774063
ERR1473286	0.705609565660155	0	0.00684334407367175	0.0302489941869199	0.257298096079254	9999	0.454430894069549	0.976652906817249
ERR1473287	0.704676458826325	0	0.0061337799034198	0.0294086687824955	0.25978109248776	9999	0.457979545584442	0.97356850055863
ERR1473288	0.627241167323053	0	0	0.00703206790113409	0.365726764775813	9999	0.478392715203993	0.953406704127686
ERR1473289	0.628079225754068	0	0.0145145899804685	0.027911551449565	0.329494632815898	9999	0.462726472052191	0.964415829439742
ERR1473290	0.541321647920068	0.0179772399290952	0.0152469293950064	0.0302304661400415	0.395223716615789	9999	0.485608611325077	0.940484249336056
ERR1473291	0.723564645572064	0.00169713434291854	0.012489675135797	0.0268974284335001	0.235351116515721	9999	0.421809725969834	1.00594196755715
ERR1473292	0.728007318455049	0.000308920103705072	0.00547261942505998	0.0252557668206487	0.240955375195537	9999	0.421218648380542	1.00759661379264
ERR1473293	0.608606612246992	0	0.0209382025893641	0.0360056287031802	0.334449556460464	9999	0.476275853937114	0.950759897601089
ERR1473294	0.613653177528066	0	0.0180115907777256	0.0329509201165066	0.335384311577702	9999	0.516602639101451	0.915094180713614
ERR1473295	0.707732406919066	0	0.00395012424535842	0.0454678551941174	0.242849613641458	9999	0.424071978329974	1.00250864895208
ERR1473296	0.626579182757856	0.0124858107961059	0.00985491195659705	0.0366790435716368	0.314401050917804	9999	0.51094188798762	0.919999531711416
ERR1473297	0.652603201968517	0	0.00815165430410269	0.0570825541088961	0.282162589618484	9999	0.432226690396246	0.990741874783036
ERR1473298	0.705171215969066	0	0.0637752233760001	0.0288561377052689	0.202197422949665	9999	0.480705500879986	0.949978843110837
ERR1473299	0.826322645335086	0	0.0763493037197606	0.0225808123200828	0.0747472386250705	9999	0.423794572686888	1.01513602653398
ERR1473300	0.79215875884147	0	0.0312154898204793	0.0216389705079603	0.15498678083009	9999	0.450615795112785	0.987827337858267
ERR1473301	0.78719655378707	0	0.0296532647076211	0.0222141738922284	0.16093600761308	9999	0.451382853874863	0.986563985356917
ERR1473302	0.669206952341843	0	0	0.0250409644960315	0.305752083162125	9999	0.446350100661522	0.982135896195443
ERR1473303	0.586583624602211	0	0.0073224468136042	0.0319461300498834	0.374147798534301	9999	0.487986277212777	0.941439827574242
ERR1473304	0.567973751214814	0	0	0.0217738348458533	0.410252413939333	9999	0.524513722822433	0.909485298089441
ERR1473305	0.644013810269851	0	0	0.0404314625010838	0.315554727229066	9999	0.59162373405755	0.845278941475223
ERR1473306	0.634081389678405	0	0	0.0377303241040315	0.328188286217564	9999	0.588467989227177	0.848236881970604
ERR1473307	0.822999759684965	0	0.00273409738331327	0.0235884091723397	0.150677733759382	9999	0.490366455926247	0.957137988179341
ERR1473308	0.737624796188637	0.0016372775120772	0.000400539373554134	0.0196826928845254	0.240654694041206	9999	0.466244301780659	0.96976914153084
ERR1473309	0.739297940926815	0	0.000843613401410359	0.0211118164731047	0.23874662919867	9999	0.47525371392819	0.961896509479426
ERR1473310	0.720614224387394	0.0243164144391932	0.00138740465721702	0.0251412047817115	0.228540751734485	9999	0.507461013040739	0.928954627528158
ERR1473311	0.671031506827195	0.0817962770286599	0	0.0341309042264076	0.213041311917737	9999	0.507297112949577	0.921628592751115
ERR1473312	0.625603011728988	0.0675048306694793	0	0.051023070563266	0.255869087038266	9999	0.520910854015476	0.906726024996571
ERR1473313	0.813093067437236	0	0	0.0193191636468196	0.167587768915944	9999	0.430005941726979	1.0103939582878
ERR1473314	0.824732711237576	0	0	0.00903252917058129	0.166234759591843	9999	0.453399744933636	0.991675534918312
ERR1473315	0.695769621173032	0	0.00682002134974216	0.0207475002929295	0.276662857184296	9999	0.427750770497614	0.999512766460227
ERR1473316	0.728987360188143	0	0	0.0141668735264208	0.256845766285436	9999	0.383706161481083	1.0403479768669
ERR1473317	0.773344291803089	0	0	0.0212358712791799	0.205419836917731	9999	0.397783391979658	1.03291882141506
ERR1473318	0.690440607256019	0	0	0.0376013103351249	0.271958082408856	9999	0.489224549291733	0.944820945787368
ERR1473319	0.653055595086656	0	0	0.0313663250999082	0.315578079813435	9999	0.485750881224775	0.946211255170101
ERR1473320	0.794028318797792	0	0	0.0136674673008184	0.19230421390139	9999	0.471428431162827	0.971370624550953
ERR1473321	0.69030698540624	0.017373125869411	0.017802019943906	0.0505148843860447	0.224002984394399	9999	0.498787569791935	0.932941976437264
ERR1473322	0.7353679096805	0	0	0.0197794663165212	0.244852624002979	9999	0.387708712186871	1.03730936626014
ERR1473323	0.797383714867232	0	0	0.0213375911522149	0.181278693980553	9999	0.425008056703126	1.01258805945816
ERR1473324	0.812848267497357	0	0	0.0129148807922101	0.174236851710433	9999	0.423479102901707	1.01630880570667
ERR1473325	0.830329337268014	0	0.00223925107582613	0.0188875095128893	0.148543902143271	9999	0.527398176386502	0.923298288075381
ERR1473326	0.619013261873507	0	0.00216694034909078	0.0241296069625167	0.354690190814885	9999	0.52835964438453	0.906280383703212
ERR1473327	0.412310819887485	0	0	0.0459060954547141	0.541783084657801	9999	0.58221971247855	0.856644913781425
ERR1473328	0.419523587749537	0.00393590223121421	0.000307358125043971	0.0528941383951331	0.523339013499072	9999	0.582822749731542	0.854598452404073
ERR1473329	0.691219204725591	0	0.00770159931904619	0.0297598718795624	0.271319324075801	9999	0.493416609410264	0.940877379452696
ERR1473330	0.3077998492571	0	6.1500460989251e-05	0.0989833595705514	0.593155290711359	9999	0.592261323566131	0.849917119615931
ERR1473331	0.239008258282969	0	0	0.133277474959105	0.627714266757926	9999	0.581768122345401	0.864843690359036
ERR1473332	0.123028519453886	0	0	0.137428116937945	0.739543363608169	9999	0.510749763206036	0.952813149629345
ERR1473333	0.138221813284951	0	0	0.133945776144076	0.727832410570973	9999	0.483774684920283	0.975920071810283
ERR1473334	0.0954629229377341	0	0	0.173564337472265	0.730972739590001	9999	0.494851714085306	0.969430388139669
ERR1473335	0.404620434208669	0	0	0.0419004450608802	0.553479120730451	9999	0.62213198106298	0.816662833398443
ERR1473336	0.61205284457779	0.010407738079533	0.0504943203358169	0.0319971093196845	0.295047987687175	9999	0.450125707502321	0.970300471053273
ERR1473337	0.701486429367361	0	0.0453215268770226	0.0385508519833705	0.214641191772246	9999	0.480758791300857	0.950162762514256
ERR1473338	0.673544812540321	0.0051436574112891	0.0250810160625394	0.037283483724604	0.258947030261247	9999	0.517846087265287	0.915431212362172
ERR1473339	0.642687563480296	0.00265953137858266	0.0242620488330135	0.0376335706165047	0.292757285691604	9999	0.521349528722072	0.910824799053182
ERR1473340	0.766527724972663	0	0.00689928458531584	0.0247460912917054	0.201826899150316	9999	0.495512950339775	0.945538651432627
ERR1473341	0.746601743379074	0	0	0.0307305331085132	0.222667723512413	9999	0.543461798488586	0.89879585063785
ERR1473342	0.539773952930996	0	0.00568272407638095	0.074422915369204	0.380120407623419	9999	0.567779901089322	0.864788724103544
ERR1473343	0.752382332417784	0	0	0.0215040508265597	0.226113616755656	9999	0.410384842975301	1.019875314054
ERR1473344	0.701381062160802	0.00676696820056883	0.0185674939370763	0.0298589441565088	0.243425531545044	9999	0.490019171104168	0.943311712388211
ERR1473345	0.774890902124872	0	0.00588071255009441	0.0249241018271931	0.194304283497841	9999	0.453557745695338	0.984334782843722
ERR1473346	0.579085300417189	0.0394961212775663	0.0167553219921954	0.0482142349451407	0.316449021367908	9999	0.518881898217591	0.907808497078643
ERR1473347	0.425332308013713	0.0121519729893511	0.0178743977251723	0.0641216953134678	0.480519625958296	9999	0.522166724690359	0.908224026988373
ERR1473348	0.739011055611478	0	0.100068897983714	0.0823343619275161	0.0785856844772924	9999	0.413878352134588	1.00922747421647
ERR1473349	0.80278390898087	0	0.0225179516541988	0.0250373295694377	0.149660809795493	9999	0.431618249183897	1.00620611190789
ERR1473350	0.645505139509424	0.00342610637022337	0.0190669587497655	0.0564298832298694	0.275571912140718	9999	0.526762792195866	0.905392197778885
ERR1473351	0.542681573552379	0.0168597391601521	0.0204458241053547	0.0968481677329353	0.323164695449179	9999	0.537556102737094	0.889430976274568
ERR1473352	0.62910868354413	0	0.01872782395538	0.0405465691470104	0.311616923353479	9999	0.466073856964059	0.960384616123838
ERR1473353	0.651892449102175	0	0.0070009321219042	0.0349056444216663	0.306200974354254	9999	0.480368576422251	0.950141917421478
ERR1473354	0.756166584675538	0	0.00654078149128506	0.0206768999913407	0.216615733841836	9999	0.478507537726983	0.960182913041489
ERR1473355	0.770648522461989	0.0178715654042189	0	0.0153440388649011	0.196135873268891	9999	0.52547801507597	0.917558551134889
ERR1473356	0.72112542470985	0.00871776307896519	0.00911881000694773	0.0367160027006789	0.224321999503558	9999	0.482797216365891	0.951565170639261
ERR1473357	0.614247364433319	0	0.0357098402667651	0.0395017685354732	0.310541026764442	9999	0.473835058403953	0.951621350758847
ERR1473358	0.310074820620235	0	0.0237078024944196	0.0838978055602864	0.582319571325059	9999	0.575335519744313	0.864721792651124
ERR1473359	0.822262241631759	0	0.0193883876666646	0.0184051905303831	0.139944180171194	9999	0.501147801081452	0.946445125699584
ERR1473360	0.668519394821021	0	0	0.0319274682765567	0.299553136902423	9999	0.513673363243275	0.921542045429466
ERR1473361	0.766088017421884	0	0.00983856666792009	0.0186671746126353	0.20540624129756	9999	0.564134407208047	0.880228334172441
ERR1473362	0.660749849373176	0.0441896173233314	0.00759319258173785	0.0421785214605674	0.245288819261188	9999	0.549621577886073	0.883164212511722
ERR1473363	0.684856234463564	0.0305288963118994	0.0125879732078559	0.0371523533500402	0.23487454266664	9999	0.546278040818086	0.888517816893269
ERR1473364	0.795835393516165	0	0	0.0240638636767809	0.180100742807054	9999	0.416157326869821	1.01992811332286
ERR1473365	0.549696336437134	0	0.0298335216649762	0.0607244510374592	0.35974569086043	9999	0.405070571156817	1.00762146222965
ERR1473366	0.62776848032606	0	0.0105780251354816	0.0420251886876674	0.319628305850791	9999	0.426820044070844	0.994743250356098
ERR1473367	0.653693802812574	4.75789780585184e-05	0.0140713415362846	0.0467248587245714	0.285462417948511	9999	0.474952935060018	0.953800151018369
ERR1473368	0.61870068574116	0	0.0486822188936634	0.0298875684100944	0.302729526955083	9999	0.473333559897476	0.951762950870292
ERR1473369	0.447701305580915	0	0.0545745715119287	0.0935579257550315	0.404166197152125	9999	0.466552745700542	0.952140786974116
ERR1473370	0.426537471728492	0	0.0453526290653741	0.051536602235053	0.476573296971081	9999	0.518931229889411	0.910459949164431
ERR1473371	0.449902631568826	0	0.0576802786147316	0.0512348011185938	0.441182288697848	9999	0.498531687700767	0.92666241221235
ERR1473372	0.434227124125712	0	0.0848153649130883	0.0733651997475232	0.407592311213676	9999	0.489894813535285	0.930578385614654
ERR1473373	0.148678370854972	0	0.0282222707549327	0.0950072414972563	0.728092116892839	9999	0.509573892173053	0.948398509226394
ERR1473374	0.156110893874437	0	0.0115828178984065	0.113869014494404	0.718437273732752	9999	0.516194947965549	0.941722665092095
ERR1473375	0.719473708244741	0	0.00497483088809042	0.0160582708837891	0.25949318998338	9999	0.533479340729253	0.906548612679393
ERR1473376	0.707651605977615	0.00350809084046423	0.0129766882601199	0.0382186913035951	0.237644923618206	9999	0.45188272945458	0.977884555313757
ERR1473377	0.814826792332416	0	0	0.0177403192750477	0.167432888392537	9999	0.464018523539886	0.980479207885098
ERR1473378	0.824419867580471	0	0	0.00946741713883646	0.166112715280692	9999	0.466251580334111	0.980039164874186
ERR1473379	0.763358059513535	0.0130500721439254	0.00380807332641787	0.0157733762892041	0.204010418726917	9999	0.521990442549731	0.92021665760637
ERR1473380	0.569692656303214	0.0112004244231044	0.00926894278258096	0.0597245946628054	0.350113381828295	9999	0.566823995170031	0.865302059936715
ERR1473381	0.80594901370375	0	0	0.0150619893805177	0.178988996915732	9999	0.451129505678069	0.990983692455155
ERR1473382	0.417190023543767	0.124259102856485	0.118827952908665	0.0336982526214469	0.306024668069636	9999	0.636679112859139	0.784867570921122
