Mixture	Neurons	Astrocytes	Oligodendrocytes	Microglia	Endothelia	P-value	Correlation	RMSE
ERR1472972	0.807028280509527	0	0	0.0265139895839067	0.166457729906566	9999	0.488138315514073	0.957201487609607
ERR1472973	0.665171776436527	0.00916591266018251	0.00492228265127613	0.0678996082156593	0.252840420036355	9999	0.610176793754075	0.825389629306181
ERR1472974	0.778506058334184	0.000948840614795057	0.00445807101731804	0.0323269641761767	0.183760065857526	9999	0.535691898648772	0.908834628508379
ERR1472975	0.739019744935682	0.00573478582535217	0.00499407839923966	0.0213954905473714	0.228855900292355	9999	0.531795983384796	0.908973414698164
ERR1472976	0.755007855771342	0.00530001885076447	0.00290757450913233	0.0244086369399984	0.212375913928763	9999	0.494066991053842	0.945591577475954
ERR1472977	0.836807162709946	0	0	0.0167084838687254	0.146484353421328	9999	0.491885032392953	0.957928637526019
ERR1472978	0.713032253132144	0.0211325593557661	0.0126902414268639	0.0474999707093191	0.205644975375907	9999	0.496486730391452	0.936982625332033
ERR1472979	0.805120937893813	0	0.0145649686524238	0.0553514833712862	0.124962610082477	9999	0.472372163021571	0.969854384664526
ERR1472980	0.83479393935685	0	0	0.0208610165011502	0.144345044141999	9999	0.442313210513058	1.00256172915033
ERR1472981	0.476984677720468	0.0599482418183327	0.0330397663100723	0.0393034082202541	0.390723905930872	9999	0.519886741567042	0.903685649766615
ERR1472982	0.73490870358616	0	0.0105559144110102	0.0291868811272621	0.225348500875568	9999	0.488851045554228	0.948201411622703
ERR1472983	0.39976894131771	0.0160649238405198	0.0517379398737852	0.107082731145051	0.425345463822934	9999	0.544468209538913	0.881869106421467
ERR1472984	0.365222684782634	0.00620228829145652	0.0518126063043586	0.0963177576888534	0.480444662932698	9999	0.542527826962475	0.887112029773891
ERR1472985	0.451946367274193	0.014514937534261	0.0519376061503811	0.0451974139606001	0.436403675080565	9999	0.514666770848401	0.911398581262166
ERR1472986	0.583505902437709	0.000485115867269787	0.0078806517892598	0.0290575542471493	0.379070775658612	9999	0.469948956365763	0.957455765497041
ERR1472987	0.524987983353564	0.00199614934209827	0.00449869706339414	0.0319186795212968	0.436598490719647	9999	0.477878363698381	0.950459671152301
ERR1472988	0.571372046626875	0.00891907495988335	0.0108056137317195	0.0376025175174561	0.371300747164066	9999	0.456350831854607	0.967234883069218
ERR1472989	0.520373409729752	0	0.00166284926120539	0.0346085627032748	0.443355178305768	9999	0.474774191120973	0.953668828084965
ERR1472990	0.676858570071342	0	0.0137320641844279	0.0214120290897187	0.287997336654512	9999	0.570180731106252	0.86778921377869
ERR1472991	0.771785837078517	0	0.0011515628419516	0.0191564611333642	0.207906138946167	9999	0.457108805865286	0.981385593382551
ERR1472992	0.7661537580832	0	0.00210233433569142	0.0168560474399785	0.21488786014113	9999	0.472942316537686	0.966666082521083
ERR1472993	0.470201075646996	0	0.0231573035636056	0.0547839435369571	0.451857677252441	9999	0.484063777532111	0.942468520271676
