"","DonorID","Period","Regions","`Age (Numeric)`","`PMI (hours)`","pH","RIN","`Dissection Score`","Sex","Residuals"
"ENSG00000132639",0.200021948298109,0.364150388593528,0.0820736449270768,0.146244649799383,0.0660865081980222,0.0209730496214111,0.0391723038087269,0.00200964782934363,1.85280438016386e-11,0.0792678589058712
"ENSG00000132640",0.190035752152742,0.163111195831075,0.360819840170317,0.0446147615649499,0.0338382621660981,0.00594771284442968,0.0103289609525367,1.82904010139576e-08,0.00417169821223341,0.187131797815217
"ENSG00000132646",0.303506590840644,0.188512172229955,0.121414781566649,0.0262827976321455,0.000675032722719938,0.0101016080352488,0.0252089256342633,0.000684951907884728,0.00748010808049205,0.316133031349997
"ENSG00000132661",0.22043299002557,0.322443003491747,0.086182908612388,0.118350362087261,0.0163587736136807,0.00107562534075785,0.00233127625361334,0.000949797770653628,9.86685154544053e-10,0.231875261817643
"ENSG00000132664",0.444960689524848,0,0.044473670745791,0.035056201919092,0.101706151095623,0.0720674007020355,0.003228024429931,0.00182597529291733,0.0393061893097374,0.257375696980025
"ENSG00000132669",0.306574370406594,0,0.1543454682154,0.0261333990399524,0.0469832389726515,0.0164211835688256,0.0884496610297062,0.00804530546414134,0.00247653212441723,0.350570841178312
"ENSG00000132670",0.414337038049579,0,0.0386327292329013,0.00517342125930856,0.0382069056599281,0.00678089312574598,0.0016041596493417,0.00278110029018355,0.0258609638359878,0.466622788897024
"ENSG00000132676",0.457296590977661,0.252276394167197,0,0.0103805739665618,0.00462116033157495,0.0244822794017824,0.00586176133806233,0.00446528074702482,0,0.240615959070136
"ENSG00000132680",0.0695963556223157,0.299033067076732,0.39860638688198,0.0363518207714139,0.00623511927124404,0.00208995255772154,0.0108187251085861,0.000364064025418803,0.0173758426640937,0.159528666020495
"ENSG00000132688",0.255195117084129,0.295664554499749,0.182277911512835,0.0396965877992106,0.0723575597637473,0.0232081071958403,0.00209340556139816,0.00127359593888752,6.330841170068e-11,0.128233160580895
"ENSG00000132692",0.178889386598196,0.219079352700328,0.124793869063864,0.100398173214658,0.0416276304817124,0.0476963520304575,0.0236475747473236,0.00149026267117925,0,0.262377398492282
"ENSG00000132694",0.23827024569755,0,0.0686484261565749,0.234416137996458,0.0455025164623155,0.00163857525928815,0.0712357347528524,4.43724741806856e-05,0,0.34024399120078
"ENSG00000132702",0.216712371092244,0.316924938263291,0.0392367489651196,0.159086102503149,0.0553357261060586,0.0170880274405178,5.76177167310896e-06,0.000342628583406274,5.34412107893207e-10,0.195267694740129
"ENSG00000132716",0.200786040608727,0.0475401720015884,0.0723730578906006,0.245604265017178,0.236869186357816,0.00900531470762526,0.0269964133072465,9.2473163293558e-07,0.0228185145359366,0.138006110841648
"ENSG00000132718",0.288734003291315,0.177247757021166,0.00807827579602508,0.165582985200789,0.0202341660419707,0.000545433662391117,0.0520360119809863,0.00151190758845353,0.0458778024823217,0.240151656934582
"ENSG00000132740",0.135030935118231,0,0.405733508370076,0.0311049597886489,0.0439194719194329,0.00831546602046922,0.0970709508664793,0.00136057359294717,5.93639216173167e-14,0.277464134323656
"ENSG00000132744",0.537668744150125,0,0.0194501035876939,0.081991495902861,0.000217016080471188,0.00461261197482933,0.0399477346897423,0.000292698486957118,0.0186585249119166,0.297161070215403
"ENSG00000132763",0.298268762978828,0.0481704208309437,0.0613149192353714,0.212290977530274,0.0631162837884414,0.0104720987345203,0.0138587200113453,0.00139446195109606,0.0419987059463771,0.249114648992802
"ENSG00000132768",0.464747795343993,3.42957654618266e-13,0.0851208308450698,7.82376398354101e-06,0.0262950405689257,0.00928953823727816,0.000678624057389131,1.36117906336764e-05,0,0.413846735392384
"ENSG00000132773",0.154598200902635,0.303342374903549,0.268016488556362,0.00899915529801154,0.000519944943716512,1.11231627329554e-05,0.0191604166315159,0.000164708336255368,0,0.245187587265222
"ENSG00000132780",0.153432601944764,0.602229603732478,0.0234476901330433,0.0039721711255627,0.000398234858824228,0.00823144453929324,0.00451309376977019,0.00188804711254339,0.0321850363202609,0.16970207646346
"ENSG00000132781",0.109577255076411,0.206628053469172,0.481628936626883,0.00254618086845004,0.00723283818747356,0.0172177283560237,0.000569772395844072,0.00128805293784426,0,0.173311182081898
"ENSG00000132792",0.113141931883209,0.385016759887952,0.0165972766524657,0.0496380329650083,0.097579613898052,0.00276939314410539,0.0146054775925787,0.00225561083193285,0,0.318395903144696
"ENSG00000132793",0.297652641415764,0,0.0549007693751657,0.158396017878662,0.0102002435604827,0.0149447448006451,0.00397379118922593,0.00019824779226088,4.06093077132983e-11,0.459733543947185
"ENSG00000132801",0.329276797398067,2.24422180692614e-11,0.118558243218294,0.00254643856845284,0.134126606611947,0.0318528678389031,0.12569543990396,0.00136051444745947,0,0.256583091990474
"ENSG00000132819",0.208263619322323,0,0.443755492219622,0.0268858771650049,0.0257191158185938,0.0765446741494521,0.000336694566462074,3.77620136921073e-05,0.00582955664892155,0.212627208095928
"ENSG00000132821",0.296940897809849,0,0.135653156450542,0.0515485643894316,0.0106212025046732,0.0318006682493259,0.00292231508789149,0.0292838553064416,0,0.441229340201845
"ENSG00000132823",0.633754463570197,5.46672338761462e-11,0.0866521749708464,0.0115294600652179,0.0224528296498082,0.0147897062400494,0.00789195229397923,0.00948092875565283,0,0.213448484399582
"ENSG00000132824",0.1400532552909,0.432563645215341,0.179203715361299,0.100985784412834,0.0277466880788066,0.0224550811082364,0.00272541968533399,0.00069725722736292,0,0.093569153619886
"ENSG00000132825",0.26602046918196,0.0584400526236015,0.0925499458797729,0.0033592865567766,0.0583044350553069,0.110052679844326,0.0264312452491159,0.000197661173961942,0,0.384644224435178
"ENSG00000132832",0.157442489053788,0.398799916420709,0.0930464953107487,0.0950489262361656,0.118642780872568,0.0059706889205634,0.00261785300072488,0.000156793674591169,6.34797485348059e-13,0.128274056509506
"ENSG00000132842",0.426712671390533,0,0.0944891997291471,0.0493080651319734,0.0259512924064736,0.0565642490541959,0.00490758288609052,0.00689573164800651,0,0.33517120775358
"ENSG00000132846",0.3069485092208,2.860846529027e-11,0.0826607822274315,0.0445313801522189,0.0275122442085209,0.000739015967215181,0.000173989020681133,0.000922373269029026,0,0.536511705905495
"ENSG00000132849",0,6.17425472237894e-19,0.81232301577996,0.016685732017949,0.000820697766028843,0.00191812429253196,0.0056495930770807,0.000303376755097989,0.00603075305955158,0.1562687072518
"ENSG00000132872",0.31953179028917,2.91084852347371e-11,0.132191872259902,0.00143905892097498,0.00143390777562095,0.10115832159749,0.0991224079058642,0.00292537912709314,0.0411774569922146,0.301019805102562
"ENSG00000132879",0.228527835684283,0.545359734204348,0,0.00171427142977486,0.021726823751263,0.000421210777079655,0.0159329234159648,0.000432867426061256,2.19180320301609e-22,0.185884333311225
"ENSG00000132881",0.21069371354242,0.0453442096389091,0.239075403092485,0.0156690093397582,0.0853809998768645,0.00228761036989102,0.031508170659585,0.000750696074765101,1.98906042268853e-09,0.369290185416261
"ENSG00000132906",0.172694405625207,0.303868534712245,0.25965292272225,0.0437324928377437,0.0038185496863029,0.0204486223490753,0.00886346494791274,0.00184044543696076,2.27747334249286e-12,0.185080561680026
"ENSG00000132912",0.459703849046737,0.216925509542645,9.85309118553693e-13,0.0393515343625023,0.00153278612242085,0.0350653127587801,0.00568079220564663,0.00162514510441405,0,0.240115070855868
"ENSG00000132932",0.311756635414063,6.48871074397693e-11,0.0694927336278489,0.0468095632626552,0.121785098909933,0.0856104805212577,0.0569185182833506,4.04785491965517e-05,0,0.307586491366808
"ENSG00000132938",0.244860923797886,1.94421285065569e-07,0.107108411748479,0.0428738124264757,0.0713069413616693,0.0217202213503627,0.107679074757403,0.000172071047837341,1.36947768397924e-12,0.404278349087232
"ENSG00000132950",0.117188711125681,0.509278099259276,0.1319048279872,0.0253355599265611,0.0227303839311107,0.00262720249752643,0.00219424645255767,0.000165630686824781,0.00884217010930293,0.179733168023959
"ENSG00000132952",0.482276714811316,0.246319553787207,0.0620225330353998,2.91128173492508e-06,0.0166167246843058,0.00570967400137958,0.0347445648714353,0.00158582342164755,3.47992695503574e-13,0.150721500105226
"ENSG00000132953",0.268018562306285,0.262889287893939,0.16643984284438,0.0272194343381769,0.0107367390275823,0.000223001651399354,0.0203414880297156,1.74283896225372e-06,0.0162568111256796,0.227873089943879
"ENSG00000132963",0.34231509081419,0,0.0965661969993025,0.0278346163889531,0.112446549149858,0.0544232509996528,0.037452575026386,0.000452221319559018,4.64064918457417e-12,0.328509499297457
"ENSG00000132964",0.451118158151702,0.105418077170634,0.000742175762531662,0.152519317310862,0.0584241620668225,0.0347202965133894,0.0159032973640574,0.00457635748429183,7.07609106396028e-11,0.176578158104948
"ENSG00000132965",0.379958367777572,0.184741838208885,0.00476849394221932,0.00541119964156249,0.00718510121033649,0.0222723243631382,0.016204085998862,0.000119915305860165,0.0838753112381803,0.295463362313384
"ENSG00000132967",0.399898167711435,0.211156476343018,8.72803839219368e-05,0.138896008050521,0.000170989474351765,0.0332321052491503,0.000337354845470486,3.44464180314395e-05,0.063089568881653,0.153097602642447
"ENSG00000132970",0.203811645766712,0.115778357112226,0.343360185121324,0.0468426591937718,0.00666984066938868,0.0225995758111082,0.00174722727961773,0.00248985046211546,0,0.256700658583735
"ENSG00000132975",0.347564844980102,0.239915323916645,0.0180664183643948,1.21103959791382e-06,0.0132543898355245,0.0859341349182816,0.062692809648971,7.02322990353137e-05,0,0.232500634997447
"ENSG00000133019",0.13274355139406,0.0443858670311226,0.384929779381683,0.053981497089545,0.0076311485035231,0.0582062292543221,0.00113966435861668,8.73949726405902e-08,0.0398223375014371,0.277159838090717
"ENSG00000133026",0.376626972868383,9.38706401079861e-13,0.0524354045377107,0.0313268849723616,0.121363672490194,0.0163994731193256,0.0777068102460017,0.001525901875062,0.0142216036336818,0.308393276256341
"ENSG00000133027",0.407974467123224,0,0.0711274449874781,0.0630165943341517,0.0115932926846117,4.73007933227912e-07,0.0164307785102627,2.49477118974548e-05,1.88382975267496e-13,0.429832001640253
"ENSG00000133028",0.309112533345035,0,0.126756870677658,0.0309747011350399,0.0165602366224793,0.0607505638479939,0.00573944062716687,0.000145881706479959,0.109600188850232,0.340359583187915
"ENSG00000133030",0.37234105909899,5.15162691429275e-12,0,0.0921021888024427,0.0284161022979011,0.0168428771246252,0.0453661626398555,0.00204746787042315,0,0.442884142160611
"ENSG00000133048",0.19452407279099,0.236777158249658,0.281478606545621,0.0491763076905035,0.0472885012997842,0.0304721172346051,0.0220359258655059,9.32080708897424e-05,0,0.138154102252442
"ENSG00000133056",0.170990100617212,0.433104358146305,0.00778718696909568,0.0133087358258478,0.0990696776023871,0.0033258566666143,0.00502033479119093,7.56539841094108e-05,4.34420177946623e-08,0.267318051955219
"ENSG00000133059",0.292927990867552,7.20126797580103e-11,0.0542422891358232,0.383236670024623,0.000141715697515616,0.00241804647190833,0.0359819847329224,0.000470047503467256,1.47677400394776e-10,0.230581255346498
"ENSG00000133065",0.248937593032556,0.232081423343258,0.145102527118335,0.0197047599427785,0.000181172255529095,0.051536162383479,0.00024446121272171,0.00534909268030363,0.00277163399340639,0.294091174037633
"ENSG00000133067",0.164450595369721,0.174703826765809,0.209237641327437,0.153381669271601,0.0226043963150109,0.043105290401,0.0155884237691579,0.000709930478391827,0.00975062308043276,0.206467603221438
"ENSG00000133069",0.19847560004294,0,0.143462792746053,0.156504603575054,0.00623692389296949,0.00175408788629566,0.0248487743575808,9.25183027152936e-05,0,0.468624699196391
"ENSG00000133083",0.352594906496786,0,0.0935385166913305,0.000498662774396883,0.00151212446504602,0.147554589276284,0.0965060293277874,0.00138565009607135,0.0560776400416313,0.250331880830666
"ENSG00000133101",0.179553131207819,0.0333425669492472,0.456336186006221,0.00104373733635001,2.72585409962264e-05,0.0685329513047733,0.0183865468647161,8.10824056275039e-05,0.0600108534066168,0.182685685977633
"ENSG00000133103",0.378614261784535,0,0.0993551341858668,0.0394419785365051,0.0603599780600506,0.0408233515214202,0.0461348842759342,0.00306164064171228,0.0297455396661575,0.302463231327818
"ENSG00000133104",0.28036968558839,0,0.0684381248694047,0.281184707911156,0.0783267770850079,0.0427047531041946,0.00119237079399316,0.00131936233196521,4.53828814683355e-11,0.246464218270506
"ENSG00000133106",0.435089400395414,0.0449683497930171,0.0462409715523099,0.00700834702123527,0.137248821859856,0.0100825470241609,0.0710031174149813,0.00196335375059559,5.75925333092547e-13,0.246395091187854
"ENSG00000133107",0.204389933298837,4.88675654398351e-13,0.0962532186813301,0.0420112861713545,0.0316927018563268,0.0458549406036273,0.00226886127671554,5.32263719680404e-05,0.0584496539811568,0.519026177758195
"ENSG00000133111",0.219579487299284,0.170326273695024,0.174076378438238,0.0244810853322042,0.000156565170397471,0.0289580430997621,0.00182154875250917,4.46803493365569e-06,0.0232493115863757,0.357346838591271
"ENSG00000133112",0.360450925188601,3.06273747452127e-20,0.00689964438274202,0.241708017396859,1.04670020275364e-05,0.0107747485375255,0.0321690984783312,1.73207169698932e-05,0,0.347969778296944
"ENSG00000133114",0.122135353706427,0.18583152768451,0.0507680449899338,0.0837300535590654,0.173676066812807,0.0138088551926163,0.0355470360020826,0.000700369360343236,0.135979083118425,0.197823609573789
"ENSG00000133116",0.0491458713428825,0.138531042372561,0.231469105630761,0.0020651290116866,0.00123780342449455,0.0156954029987832,0.00285122939980561,0.000387941121824411,1.21310730818234e-10,0.55861647457589
"ENSG00000133119",0.230532516763742,0.173955701796409,0.0658658721419996,0.0611320572352595,0.0103189273412681,0.0419515130837028,0.00655898304124298,0.00051401206108885,0.0894417786443367,0.319728637890951
"ENSG00000133121",0.108773656087272,0.102471048403132,0.337120525290363,0.0897683525741729,0.000165713383452983,7.05972119117415e-05,0.00335426750061065,0.000481147957921719,4.26523024677765e-12,0.357794691586897
"ENSG00000133131",0.297298667763936,0.0895372099210336,0.181956684305544,0.00356114098813075,0.0129499831521447,0.0247841943467491,0.00136843541422404,0.00244453071494349,0.00660108931690019,0.379498064076395
"ENSG00000133134",0.484874993243298,2.74661081249673e-19,0.00644237920089171,0.0145152430018441,0.161138574327177,0.092745655955318,0.00338564543119588,0.00079861599968465,0,0.236098892840592
"ENSG00000133135",0.113921111784887,0.22344056740284,0.243044010258594,0.130834332251983,0.0680118278621866,0.0218668419711385,0.00917517750488806,0.000952627520669197,0.00380798878912791,0.184945514653686
"ENSG00000133136",0.375065463704166,7.07328831196008e-13,0.108564632071118,0.0801192813675923,0.0139122231482607,0.00362045175863301,0.0194935958542262,0.00201620558294579,0,0.397208146512351
"ENSG00000133142",0.431504635266722,0,0.130981772390915,0.0417024430587858,0.0737912098185857,0.0260973837062284,0.0181080193387335,0.000487487359522738,0,0.277327049060507
"ENSG00000133169",0.471064646822846,0,0.0604068087031952,0.05553960986002,0.0823815574299257,0.115004620442558,0.0105772594678659,0.000776555906013147,0.000432729106079585,0.203816212261496
"ENSG00000133193",0.207675911121019,0.323668342425544,0.0269734753546152,0.0999458397016833,9.22377427242466e-05,0.0242681994496242,0.00124875247563412,0.00107912248945652,1.4131859010881e-09,0.315048117826513
"ENSG00000133195",0.342423754881912,0.167154490953678,0.105496515520971,0.0921648924090612,0.0145615326836767,0.0153797242951467,0.0263818467997951,0.00496303828862064,3.01354961637464e-14,0.231474204167109
"ENSG00000133216",0.0922962848315673,0.709003914061644,0.000178878682933284,0.00735689060440556,0.0729388733271948,0.00231788685637865,1.40972897362619e-05,2.46111383491386e-05,2.59474144582402e-09,0.11586856061305
"ENSG00000133226",0.0982974328324528,0.354582771441102,0.131029634858634,0.0898149408412316,0.00200424667787371,0.00545172053724321,0.00733409157622613,1.77284435183378e-06,0.0983006563766013,0.213182732014284
"ENSG00000133243",0.454891103143175,0,3.18599199435909e-13,0.00130115867651844,0.0118576826757653,0.000333581695452921,0.00165729469954076,0.00287109812492117,0,0.527088080984308
"ENSG00000133247",0.136409250402647,0.145757310786242,0.435082165421929,0.000280753140945529,0.0305041675466451,0.0291800388956657,0.00033344154963826,0.00223568644513325,3.49337724246436e-12,0.220217185807661
"ENSG00000133250",0.239217312480648,8.39681208911881e-13,0.0989835526315826,0.059829247322892,0.171593489078993,0.00269342390989197,0.00970099334809772,0.00016570506727759,0,0.417816276159777
"ENSG00000133256",0.185376878417857,0,0.111345807105839,0.315175359009489,0.000192610748259876,0.00573095466208392,0.0197560151031922,0.00235358235668404,2.05117908204394e-16,0.360068792596595
"ENSG00000133265",0.14594279356383,0.291591878211525,0.21322631247471,0.131166814144692,8.6731302882899e-06,0.0072613033470874,0.000991390364492786,0.000393401627718755,2.44687631893748e-12,0.209417433133209
"ENSG00000133275",0.264238263381707,0.245301808006518,0.0338567445495652,0.0117409068543312,0.0309323854122853,0.00209727621573444,0.00271976860458848,0.00139536954564654,0.000325015731376262,0.407392461698247
"ENSG00000133302",0.102721037047472,0.383832351474031,0.109158071985405,2.03793684857049e-05,0.0119549435982718,0.00614057326576765,0.0115113475248022,0.000271675683848877,0.00746785328426665,0.366921766767649
"ENSG00000133313",0.184677622812358,0.167296035510004,0.446813702154314,0.0357901523364891,0.00151964505887815,0.00288641758328828,0.00175949306826858,0.000112665701383849,1.17504144946181e-10,0.159144265657512
"ENSG00000133315",0.254472601746853,0.0342065288149127,0.0702568707296979,0.0662025331946798,0.0523457572873108,0.0092564877565376,8.6948288844784e-05,0.00139232163983506,3.29847353197003e-11,0.511779950508343
"ENSG00000133316",0.396195066085741,0,0.0629680318831938,0.0640810236137042,0.0150045478404523,0.00160223704992044,0.0574586038381555,0.00117800676258695,3.4945261664746e-12,0.401512482922752
"ENSG00000133318",0.325164385373333,3.20903609596243e-12,0.176403347568982,0.123230802310213,0.0671493133141926,0.0630165459269456,0.0271862530506543,0.00807335331349338,0.0560288677695861,0.153747131369391
"ENSG00000133321",0.148368666128538,0.498530518000183,0.0720170022263447,0.00632585144799878,0.0785282944460865,0.00432822752801666,0.0286107278123339,0.000103631062675012,1.26390123848881e-10,0.163187081221433
"ENSG00000133392",0.105364935132854,0.513387708856703,0.0902397818682716,0.0142422248550427,0.00309290808147512,0.031823908070833,0.00357696804761611,0.00112075260051711,7.30477877969836e-11,0.237150812413639
"ENSG00000133393",0.514707954721616,0,0.0054942456657095,0.00933581548205728,0.0698868231658631,0.0235125817949009,0.00116480002199554,0.00269399684125511,7.52225446186043e-13,0.37320378230585
"ENSG00000133398",0.390506397510573,1.0003451462022e-10,0.179495149070493,0.00584027940176343,0.0393477105260201,0.111115442133096,0.000113654097135579,0.0107624707682664,0.00887650125422973,0.253942395138388
"ENSG00000133401",0.405972856292317,4.87837966050346e-12,0.180365558115611,0.0464712251874495,0.0255953843627477,0.033431927593608,0.00917097852232359,0.00163884826997076,0,0.297353221651094
"ENSG00000133422",0.0825686442088403,0.537069712209533,0.062359810599082,0.00297626545367045,0.13111995044984,0.0135933999519205,0.0247115980905241,9.7468769306809e-05,0,0.145503150267282
"ENSG00000133424",0.292083572880719,0,0.0953179519546016,0.119736460688864,0.000437148749592413,0.0261048167636276,0.0554015803308188,0.000507780183363059,0.017657753121525,0.392752935326889
"ENSG00000133460",0.141643562447457,0.093542773554228,0.335670776078594,0.214022686956481,0.0402166025569453,0.027347431304697,0.0203815886526376,2.09721524438913e-05,1.5398401815338e-13,0.127153606296362
"ENSG00000133466",0.279686108494087,0.28742638813207,0.0688973639620782,0.000133624236600239,0.0290096017022015,0.00844776644114636,0.00368567531075001,0.000711637505994159,0.0298539183855215,0.292147915829551
"ENSG00000133519",0.379720213839479,0.351003936418331,0.00533092681542701,0.000231119389024456,0.0299170033504121,0.0220115729166696,0.00207722502627349,0.00420985246743955,0,0.205498149776944
"ENSG00000133561",0.31541768017904,0.30907197502621,0.0128356328076436,0.0667425312400596,0.0174668358215909,0.00480218694211614,0.0318552016993737,0.00258537642809539,2.26215407914183e-11,0.239222579833249
"ENSG00000133574",0.439822896189904,0.186106348521433,0.0711364400004854,0.00296798651357853,0.0024450734938689,0.000104226074292317,0.0468541276302343,0.00627541057357159,0,0.244287491002632
"ENSG00000133597",0.395945114542373,0,0.186100235850371,0.00332268705173447,0.00719849609941724,0.00152356089004262,0.0307474434559137,0.00847862869685257,0,0.366683833413295
"ENSG00000133606",0.313593770540104,0.411666463576268,0.0813418234597812,0.000151375942482658,0.0286932669884406,0.0332410453581287,0.0075765579289033,0.00385193056685391,0.0240185705016133,0.0958651951374236
"ENSG00000133612",0.345864121472024,0.191269688300982,0.0768400473173919,0.017276499237104,0.00840162859158213,0.00395014566432722,0.00119157363924838,0.00140413936729387,0,0.353802156410047
"ENSG00000133619",0.328789790599273,0,0.0951134782271574,0.0585378587048431,0.0229456933965404,0.000243314023076531,0.0187464782693403,0.000212018879482142,1.24758918834487e-11,0.475411367887811
"ENSG00000133624",0.179101300460502,0.0526208116433109,0.394361752764066,0.125052255013314,0.0129928000670417,0.0225277849094427,0.0025165336179636,0.000147126189624174,7.85593948722748e-11,0.210679635256175
"ENSG00000133627",0.265225568559725,7.50823449001385e-12,0.335727719357321,0.00576931359319383,0.0216816076983808,0.0538699214671758,0.0315290759433357,0.00130855610511378,0.0195751958112871,0.265313041456958
"ENSG00000133636",2.93224006823637e-13,0.0501226483946981,0.433567555508303,0.015949639872984,0.0110415708264617,0.00153814615037801,0.000220347314040281,0.00144820136614917,0,0.486111890566693
"ENSG00000133639",0.0585207098411896,0.116233842984648,0.654909753944716,0.0103394980141615,0.00169471048894578,0.00114126128010846,0.000857619770700435,0.00106558802869782,0,0.155237015646831
"ENSG00000133641",0.316633961460716,0,0.00783457672202947,0.00282088679253222,0.310840531424583,0.0256146998861991,0.00158487054068609,0.00100422330415611,0.008712307835803,0.324953942033296
"ENSG00000133657",0.363753383522241,0.173017151808598,0.120479980731172,0.000270293219237021,0.0109920765419809,0.0514300053442341,0.041729126428009,0.00160846438518333,0.0127919331829494,0.223927584836395
"ENSG00000133661",0.246928818515768,0,0.0340876295183399,0.170123427745269,0.169852155670188,7.31398452834674e-05,0.022135466854045,0.00205305216449731,2.76174378200318e-11,0.354746309658992
"ENSG00000133665",0.0774037422398639,0.128811784207241,0.264326605383638,0.0105807708844803,0.0178315548048103,0.0294445464513489,0.00739123687967296,0.000191088330872995,0.0115930130720643,0.452425657746007
"ENSG00000133678",0.249988430141727,0.194020156858019,0.126765640398752,0.00514710419550922,0.00448663948927338,0.00294538498569036,0.000686892646984298,1.77914795223295e-05,0,0.415941959804522
"ENSG00000133687",0.113054852479127,0.0827958443631045,0.322144901771965,0.0533088483472074,0.0378334825070717,0.0156589087831494,0.0398735377302741,0.00117125198276172,0.0310061995456718,0.303152172489667
"ENSG00000133703",0.456850919418112,0,0.0221834628132847,0.0418368990115211,0.00447708071844689,0.11399870921509,0.0464395976118551,0.000324291241448753,0.0185186721337518,0.295370367836489
"ENSG00000133704",0.479679611219763,4.02875189346261e-12,0.00170388509330447,0.00184677932088068,0.0116372838449354,0.000162852123041229,0.00456107961482909,0.000392959928799535,0,0.500015548850418
"ENSG00000133706",0.489426007513956,0.165322078228007,0.0254261876845143,0.000598546683136199,0.0192859749601125,0.00361481495710323,0.0390439386649492,5.16062199149839e-05,0.0127143145215569,0.24451653056675
"ENSG00000133731",0.273570268182033,0.0537115707707303,0.0635897240434201,0.00626334412385812,0.250575806792488,0.0457554639573567,0.00346000253378848,2.62451319679994e-05,0.0510337638312007,0.252013810633157
"ENSG00000133739",0.161053467576379,0.433272784910245,0.123241166728054,0.00681725742102581,0.0862088851706295,0.000108001611763654,0.0167066589533577,0.00271995799653447,0.0069417663410846,0.162930053290926
"ENSG00000133740",0.217942061058801,0.465178893991849,0.00740375094768538,0.0165437014905737,0.0341705565604465,0.00670355755003835,0.00660886502632759,0.000480708045154602,0.0176979671401068,0.227269938189017
"ENSG00000133773",0.532480265400384,3.09646229419025e-13,0.0183880480007324,0.0809690087319071,0.0237039555785641,0.0207511545079611,0.000143780264054122,0.000687418744615161,0,0.322876368771472
"ENSG00000133789",0.266782978276167,0,0.312824953878286,0.0146983578919642,0.0238632966921872,0.0836568501538838,0.0172458937320324,0.00719080037445674,0.0101518146293217,0.263585054371701
"ENSG00000133794",0.168040362794001,0.38241571980446,0.134990783939092,0.0560041447444746,0.0194690548994317,0.0126042405054711,0.00997065733283863,0.0011923067615168,0.0149561825597428,0.200356546658971
"ENSG00000133800",0.236285216250456,0.0825543397469058,0.034859350694028,0.0374086346661564,0.00147061786334658,0.000566986682138343,1.76639174908283e-05,0.00688135616500391,0.219217669648473,0.380738164366001
"ENSG00000133805",0.147563133252032,0.419923027954912,0.124459371063682,0.11661990074355,0.0116983246989838,0.00235065877332571,0.00440324593435116,0.00136818524172857,0,0.171614152337435
"ENSG00000133812",0.248033767812444,0.474221282717302,0.00546669831638305,0.0116304657016628,0.0533225428252817,0.0306581753945367,0.00191523843715968,0.00044241716339727,1.31445180077879e-12,0.174309411630518
"ENSG00000133816",0.0715472667772641,0.417033141508517,0.315711761892139,0.0489172932623134,0.0043400718271082,0.00176115676687848,0.0214073035811964,4.60307926272777e-05,1.64541383804834e-13,0.119235973591793
"ENSG00000133818",0.141095489355281,0.102387329708811,0.0321330795710171,0.436262473520918,0.00368921155328187,0.0106169110333435,0.00999885273508607,3.47857561361328e-05,4.60302840285234e-12,0.263781866761522
"ENSG00000133835",0.233685003286709,1.92316943935116e-11,0.149842313161555,0.0903488859092879,0.00525111079573602,0.0342445231417533,0.010744436167458,0.00225775878378256,0.0330189236703974,0.44060704506409
"ENSG00000133858",0.198990748999756,0.28904700819283,0.122100810428055,0.102883782191298,0.00627304091933195,0.0105273310803663,0.0170139617795746,0.00066034048977067,0.00324817669256689,0.24925479922645
"ENSG00000133872",0.275667962302559,0.0945566082751602,0.192565126634588,0.0275375441969275,0.0888708847318061,0.0654114255955599,5.72043224029906e-05,0.00843983777464414,0.0174822609421179,0.229411145224233
"ENSG00000133874",0.0599782137365747,0.301362850794008,0.448876637009849,0.0422330238103814,0.0508427965484269,0.0119456441097582,0.00172706117810139,0.000237239631101684,0,0.0827965331817983
"ENSG00000133878",0.593681768809907,0,0.105683383663468,0.0113172001645342,0.0244176757994665,0.0159143016722463,0.0134312366269737,0.00583591121855097,7.48562876137372e-11,0.229718521969998
"ENSG00000133884",0.304852724045074,0.064232841196448,0.214513132460715,0.0135998987324716,0.0926983066342599,0.0443333000119534,0.0100328861145475,4.2278258579569e-05,0,0.255694632545951
"ENSG00000133895",0.250469002140959,0.136837027470602,0.097413370327926,0.0131111157119943,0.145909833067574,1.52997577200481e-05,0.0642302389639393,7.70876890610973e-05,2.26861777655014e-11,0.291937024847539
"ENSG00000133935",0.247254397582927,0,0.0849343776820721,0.142254790430419,0.000558145137194401,0.00356447090947158,0.00331609304657658,0.000638272837925749,3.02666976234745e-11,0.517479452343147
"ENSG00000133943",0.187417988282655,0.537396865208623,0.0203993792225905,0.000393323159950931,0.0114289185902566,0.0278185250394218,0.0129160576315027,0.000944269981789297,8.29323597567283e-12,0.201284672874916
"ENSG00000133958",0.246047081579135,0.0263460272272948,0.190460563539858,0.133022151896398,0.0698312464244297,0.00287010071974962,0.0644915563133999,0.000241816120254866,0,0.266689456179481
"ENSG00000133961",0.196186842795009,0,0.227429973598643,0.088199144635531,0.004499167655912,0.0507376137886317,0.0323181188209466,4.2884021068606e-05,0,0.400586254684258
"ENSG00000133983",0.482706202895386,0,0.022090011111933,0.126031205407467,0.0132631374415683,0.0221246356818708,0.020999571908634,0.00159130974400151,0,0.311193925809139
"ENSG00000133985",0.434930208545245,1.13609235231556e-11,0.0202463622475402,0.00988737029538447,0.0891730055898165,0.179751179990503,0.0476917566969916,0.000342706977592428,0,0.217977409645566
