"","DonorID","Period","Regions","`Age (Numeric)`","`PMI (hours)`","pH","RIN","`Dissection Score`","Sex","Residuals"
"ENSG00000006740",0.244385136067015,0.512004289674299,0.0466691099731687,0.0231346063302958,0.0147909661090181,0.0111099780360233,0.0350732228752353,0.000336650390336949,3.59820072143619e-12,0.112496040541009
"ENSG00000006744",0.404453373861271,0,0.0370342421027698,0.0476219555149443,0.0893793042449036,0.000223476929896333,0.034996212275135,0.000423473163510037,0,0.385867961907569
"ENSG00000006756",0.191321944007111,0.234936639503747,0.265924687470488,0.00559166402393668,0.000418965224012882,0.0193842669624461,0.0403157035033243,0.00646928884328592,0,0.235636840461649
"ENSG00000006757",0.229673329677337,0,0.0462732289986969,0.0694213026130113,0.263136540839085,1.0364997539986e-05,0.000184598009443804,4.93045324147573e-07,0.0698667715737422,0.32143337024582
"ENSG00000006831",0.251190727445096,0,0.196272338842953,0.104003274826891,0.00433263566206226,0.00401253379316814,0.00406345829457625,0.000754362248414817,0.00519633345072376,0.430174335436114
"ENSG00000006837",0.410295889641126,0,0.0361825074211929,0.00378491372239092,0.00190108775437971,0.159233977400106,0.0863386834127386,0.00150198594477847,0.0474810040339332,0.253279950669354
"ENSG00000007001",0.270011859088475,0.140278206863699,0.1379103617786,0.00570457473666625,0.161460481814159,0.0251399404370576,0.00443731617893794,0.00112233977063111,0.019399856185963,0.234535063145812
"ENSG00000007047",0.390243166560587,0,0.127177141762142,0.041551036862137,0.0223182491651907,0.0170949299979758,0.020360365734435,0.00181294986317311,0.0405360828033315,0.338906077251027
"ENSG00000007062",0.162632883604566,0.4282532279737,0.0360592433125957,0.00580528287941208,0.000148754680774704,0.00255904872228673,0.0159311824024024,0.00133184246170224,0.126470252356943,0.220808281605617
"ENSG00000007080",0.431298832788119,0,0,0.085504416173024,0.000180839211444967,1.45665079377209e-06,0.0189395581874199,4.97359250684628e-07,1.82894219069103e-13,0.464074399629765
"ENSG00000007168",0.538533909856512,1.14427003137289e-10,0.0165085881975941,0.0515758115932448,0.0165977012040276,0.164223704217391,0.0336656470119408,0.000129777858123824,3.44175426974116e-11,0.178764859912322
"ENSG00000007171",0.0995831045864113,0.172828441804637,0.347586421481333,0.0562954315659085,0.000250133564016297,0.00273967842776604,0.0224109774952406,0.00278376502425742,0.00484915824163291,0.290672887808796
"ENSG00000007202",0.402505321849655,1.03993197554709e-11,0.0483067149402133,0.102388305089098,0.100205537326875,0.00163489736564314,0.0264114453833605,4.73582703090972e-05,1.94333396132854e-11,0.318500419745013
"ENSG00000007237",0.261943661778029,0.181667032904311,0.0764260364710108,0.132412462980889,1.61102545821247e-05,0.00145564044036808,0.069010464450757,0.000342905509930432,0,0.276725685210122
