"","DonorID","`Proportion of Neurons (MultiBrain)`","Regions","`Proportion of Astrocytes (MultiBrain)`","`Proportion of Endothelia (MultiBrain)`","Period","`Proportion of Oligodendrocytes (MultiBrain)`","`PMI (hours)`","`Age (Numeric)`","RIN","pH","`Dissection Score`","Sex","Residuals"
"ENSG00000143224",0.356444476162214,0.0749240328155096,0.215850924992185,0.0188878662012456,0.0338605040565293,0,0.0121259473110482,0.000363374241812073,0.000227648075201231,1.76635285165415e-05,5.06816600802884e-05,1.58444218660821e-06,2.22259272278711e-12,0.287245296511248
"ENSG00000143228",0.167588929899554,0.331713239949589,0.0429135447577074,0.14880981323817,0.0227655829276761,1.14573655262448e-10,0.102812753788642,0.00016811556427515,0.000174021080808081,9.78890044164367e-05,0.000199476052585872,9.90754886180143e-06,3.55752701696538e-13,0.182746726072785
"ENSG00000143248",0.0744874938527684,0.0749017050393373,0.0993349770051378,0.0523438314859976,0.0307511051727409,0.514760453068464,0.0217626689576641,0.00368465147347839,0.0015143712968937,0.000272261973877456,0.000117190689548897,0.000109977929608495,6.98972365158273e-12,0.125959312047494
"ENSG00000143252",0.295380867868468,0.0822575515806529,0.0816805807091447,0.0469854368786092,0.0693441921839545,0.170472991339885,0.00922510807290399,0.0042440579771256,0.0003630890063301,9.02909500864302e-05,0.000367919771873271,3.0772710582682e-05,7.93540107589596e-12,0.239557140942449
"ENSG00000143256",0.448189598762216,0.00408532149357989,0.111532616934792,0.00700809499395929,0.00424538512474282,0,0.000284474942242688,0.00344233286799068,0.138393019206109,0.0139122289460961,0.0185959273123078,2.82194528983566e-07,1.42698346686252e-11,0.250310717207166
"ENSG00000143257",0.349141874996811,0.191433437129561,0.017492991527866,0.0417348600195594,0.0294628963679284,0,0.00730859781706883,0.0102383655749052,0.0114583040895049,0.00163562473789292,0.00139252592338939,0.000120788836665596,0,0.338579732978848
"ENSG00000143258",0.333105518800725,0.0804601261722142,0.0563282026329447,0.0191840758964221,0.0124053865147705,0.208006884137891,0.00852484905468788,0.0157559237794313,0.008736168699843,0.00305630244334545,0.000593428901988186,0.00035694764245754,1.45361553584259e-11,0.253486185308744
"ENSG00000143294",0.15692672081435,0.0379721476754158,0.0503413115056692,0.110338750077914,0.000990618828356594,0.0594562207130567,0.00442022394269083,0.0968081718571048,0.247146650166039,0.0445028617237964,0.000314578728513847,0.00292073601112421,1.09124195617003e-13,0.187861007955859
"ENSG00000143303",0.1444705233766,0.0503230188774358,0.259504689244375,0.0230158677939832,0.191050963875206,0.0235682172242798,0.0268111555202506,0.00200856797880816,0.04930649755126,0.00497043156343756,0.00248834730568238,0.000168144966260698,9.85364277300429e-12,0.222313574712567
"ENSG00000143314",0.237037555316139,0.0940720644963476,0.170159851789521,0.0288351301942316,0.0602223165930708,0.217217195583962,0.0176393536876783,0.00533362345533057,0.000125206827882309,7.44312982017135e-05,0.000426328791132814,2.33040374405833e-05,3.54001600455152e-12,0.168833637925522
"ENSG00000143315",0.351999119663247,0.0441706897421898,0.113668376197272,0.00901775265437898,0.00966333874973324,0.250129481088664,0.00471333726162304,0.000992838900135196,2.78043646241355e-05,0.000198796358995499,0.00108174724006876,9.89483837517231e-06,6.87785277605851e-12,0.214326822933815
"ENSG00000143318",0.0814359710836352,0.00261234302894061,0.0919852254596381,0.0349222045077551,0.0479889344636893,0.494995524814721,0.0538997835093405,0.00882143195859014,0.0371609911144179,0.00806046599366842,0.00016274349433975,0.0015371045974083,4.26971869523514e-12,0.136417275969586
"ENSG00000143319",0.188156702985458,0.00370800697131846,0.118298005163241,0.0157622893971873,0.00709872297124067,0.409704613300357,0.000138347776439278,0.113388931113006,0.00419012225313214,0.00783077002626081,0.00331588693740055,0.00232869144831485,2.37808704708408e-10,0.126078909418836
"ENSG00000143320",0.272288999938134,0.113483475374922,0,0.0404324748595973,0.04803082930829,0,0.0284955418695583,2.39587172412705e-05,4.43698800019474e-06,0.000439251645589197,0.000155101826390197,1.62584926779195e-05,3.55050652413969e-09,0.496629667429093
"ENSG00000143321",0.0881206146570794,0.297079897938131,0.238372902204993,0.0868072654444097,0.00149814367940247,0.052241968892848,0.0601843610220383,0.031453562468715,0.000802417068637416,0.00389072110434808,0.0033228500668392,8.26247017757652e-05,1.91490620745257e-11,0.136142670731633
"ENSG00000143322",0.120679960337768,0.119267818037461,0.0665975469571326,0.0391558046804949,0.0671769590616992,0.424599970573589,0.0190810219316255,0.00193877879258744,0.000632930632762801,0.00108542378423254,5.67208642679667e-05,0.000162666213217582,6.06379913977272e-10,0.139564397526782
"ENSG00000143324",0.0801026206489634,0.126394124107233,0.0286127643395123,0.0475221876396214,0.0474342220512406,0.569973941698073,0.0326837203135182,0.00069470332313435,0.000403959429049262,1.00939757574156e-05,5.81794932897344e-06,2.83215238297137e-07,1.69845252224503e-12,0.0661615613076319
"ENSG00000143333",0.00343931389703497,0.0424755311906718,0.192010518195432,0.00856589594566696,0.02106873565757,0.0688304834131779,0.00621504816308639,0.000327026182010079,2.89307969310348e-05,2.15617961483916e-05,0.000232533131218473,3.72501978656838e-05,6.52613672527637e-10,0.656747170780573
"ENSG00000143337",0.472113203495893,0.201125390037095,0,0.0247790661011617,0.0349744444240714,3.43634916489008e-11,0.0432729096900126,0.00197418202067438,0.00630587315513978,0.00217987310896181,3.41790037918249e-06,8.40289031935974e-06,1.24010424184174e-10,0.213263237017918
"ENSG00000143340",0,0.0659701120830158,0.148207943268325,0.0138933859706652,0.00948836938031025,0.423478655622418,0.00365422147613988,3.57531809816515e-06,4.4689487910969e-06,4.72023263981924e-05,1.02042341098133e-05,6.16908055289716e-05,1.27146810078209e-11,0.335180170553485
"ENSG00000143344",0.31819170717193,0.109248728329726,0.196713465430864,0.0323809087076013,0.0135226984702673,0,0.0128948626542641,0.00156387713998312,0.0115658107781758,0.000976976492772285,0.000793583725801646,8.36433634316618e-05,1.65854218297655e-09,0.30206373607664
"ENSG00000143353",0.218663404175837,0.0351022018303799,0.023203159247763,0.0647820823370877,0.0359802129923152,0,0.00867499730197736,0.26588782078507,0.0230114578332305,0.0062637550370994,0.0181248171708403,0.00150776851718596,3.46556665779943e-10,0.298798322424657
"ENSG00000143355",0.0396428257672263,0.0853010863623825,0.176339699844111,0.0136922435005893,0.0330992313233147,0,0.00843254464815821,0.000655329646486675,0.000228703331486261,8.08808543198574e-06,1.32518964590809e-05,1.98658336803405e-05,1.91551722840664e-14,0.642567129760654
"ENSG00000143363",0.20409130582854,0.290979784021106,0.0771534449749769,0.00136148142840108,0.00908361700287164,0.204605877190395,9.8304361678274e-05,0.0800813489479511,0.00293876127644666,0.00397292959955465,0.00133944204555422,0.000271719602704872,3.68704211504505e-12,0.124021983716132
"ENSG00000143367",0.131843904140866,0.170058213259561,0.209440859662006,0.0305512683362234,0.0335950231166191,0.260414797831381,0.020824633329503,0.00174265458629547,0.00364564365403846,3.4748548735216e-05,0.000222311409256333,1.70225145786222e-05,8.4055071547306e-12,0.137608919602531
"ENSG00000143368",0.174311334596604,0.209038914158609,0.0530447257804262,0.0968968602938142,0.0234841107768453,0.147692557166191,0.0511578065019292,0.0518457116069653,0.0152612423274472,0.00535972478152844,0.000784211981473447,0.000147524889088655,9.80553774936554e-18,0.170975275139078
"ENSG00000143369",0.132418066307678,0.110608695657861,0.169442675995763,0.0307819328867595,0.0537309071597336,0.09636688735758,0.0236798255144714,0.00011676917994944,0.0081201745768439,4.4330074420358e-05,7.02886009827516e-07,8.6907907775534e-05,3.16432036931755e-11,0.374602124463512
"ENSG00000143373",0.199130146337905,0.0755439324396376,0.22551860606362,0.000197239914011412,0.0231386367959348,0,0.0216652518469872,0.0836568159643575,0.0874148526981436,0.0223693002232348,0.0111254712773504,0.00067979785185504,7.77818265897483e-14,0.249559948586885
"ENSG00000143374",0.345744762107353,0.073241804820571,0.00840263266792884,0.00325252229349101,0.0491922410798391,1.74481358286756e-11,9.27345963931565e-05,0.0540718083313845,0.128357699148726,0.0115800557411003,0.00206715388303714,0.000223186267403486,3.01421364839853e-10,0.323773398743903
"ENSG00000143375",0.0559177060376644,0.137678499680578,0.448976295410412,0.0564061795963466,0.0354570668127167,0.0724797223288323,0.0526623911187029,9.91004233697185e-05,0.00189715303086536,2.05286612324508e-05,0.000114966211214912,1.63205413534627e-05,3.07140049186384e-10,0.138274069839571
"ENSG00000143376",0.5437302367396,0.0437645015691631,0,0.00504150909300935,0.0957396586138711,1.33547832104345e-11,2.45452337430472e-06,0.00585254609545185,0.00412043717836956,0.0263360150099668,0.000112878289954344,6.64195150167591e-07,2.51801602553958e-10,0.275299098426933
"ENSG00000143379",0.0555181037652247,0.0206348211364144,0.105975579805543,0.0069214721806715,0.00676699959184404,0.745369654737332,0.00282741020223925,0.000447836559862573,4.48564126551058e-05,2.67682386063672e-05,3.77552933101707e-05,1.08000400291393e-06,6.83756338871468e-11,0.0554276620039175
"ENSG00000143384",0.213000985654238,0.286166667983498,0.0230585036763744,0.0561195035566176,0.0297776025181513,0.245710607193176,0.0424829677301394,0.000828442405493086,0.00989949156418773,5.2016467199229e-05,0.00323429165420828,1.35542080442238e-05,2.35856187424532e-12,0.0896553653863139
"ENSG00000143387",0.254605067655613,0.0797191841342702,0.0239295765997638,0.0257381636381703,0.144440776030968,0.122732927740604,0.011831856068651,0.0157328088381885,0.000944040015999651,0.000174619842557193,0.00283051810246869,0.000421208708013954,5.73486301106891e-10,0.316899252051246
"ENSG00000143390",0.127749017536921,0.120713814403511,0.159456003402112,0.0392099062063671,0.00965117137127082,0.179159601569262,0.0490654109868754,0.00404811121469902,0.0153207143612599,0.00122204362113049,3.01221450944857e-05,5.46994241060861e-06,8.1231343333802e-10,0.294368612426773
"ENSG00000143393",0.217277230978626,0.0902241685106051,0.377646903485601,0.0352273623245499,0.0211957318462688,0,0.0150420010269583,0.0173442378729479,0.0291660089523064,0.00560905492773785,0.0014937389022828,0.000266900025678674,2.66902649941723e-12,0.189506661143767
"ENSG00000143398",0.286735017173117,0.19940885110354,0.0606774015659481,0.0798521071732445,0.0426116141809559,0.0359975426367938,0.0564711646999327,0.00120311848272404,1.37671173049046e-06,0.000627905776513198,0.000133136048790498,0.000116985980708567,1.91023213226646e-11,0.236163778446899
"ENSG00000143401",0.321151983179204,0.128347868668627,0.199637458110235,0.0335671181599507,0.0189566035397869,0.0395342558246619,0.0366516333720301,0.00167905627493696,0.000560702430630488,0.000124569584446871,5.51550042701132e-05,1.32222217852472e-05,1.63714841235757e-09,0.219720371992286
"ENSG00000143409",0.210925872343568,0.00550023642085939,0.10176564321281,0.104416007624858,0.0852228919549881,0,0.213099218875568,0.00177087539450575,0.0857337615678673,0.0125696446374647,0.0013488517471459,0.00154422264659555,7.93053007819936e-10,0.176102772780716
"ENSG00000143412",0.397728867274139,0.21622652245671,0.12088411331806,0.0243712055116009,0.04833898240878,0,0.00115655719372839,0.000185336435580887,0.00551147146951761,7.08187274487743e-06,9.82815916288379e-05,0.000905977900908367,5.20152261163499e-12,0.184585602561399
"ENSG00000143416",0.0325286348390587,0.0170096953136931,0.13738358854148,0.291054168141869,0.136838362310605,0.257935162677477,0.0163813848440127,0.00909605742512724,0.018454083344974,0.000673360749712011,0.00032674858361924,2.2405563097398e-05,9.33980829658998e-11,0.0822963475718764
"ENSG00000143418",0.114691185033052,0.0484605496075019,0,0.0948327285816934,0.106192422508543,0,0.512762818696224,0.00539716399909738,0.00943466756540902,0.00452389917988504,0.000938904705797854,0.000324113046338853,1.09901255207284e-11,0.102441547065468
"ENSG00000143420",0.201208744022245,0.081607275418734,0.141809172994503,0.0137445730007818,0.0307281099282458,0.402533036795991,0.00517254444058232,0.00669382721341408,2.43096707126067e-05,0.000886459499353545,0.000547827355819332,0.000144390616932633,2.68763743266388e-10,0.114899728773922
"ENSG00000143429",0.369892008011595,0.0563273554777573,0.162277501634925,0.0226583366758376,0.00165039717768094,0.131269733423411,0.0243918883740993,0.0283338396820287,8.33880150108636e-05,0.000199444760330408,0.00464823749931471,8.17434274613535e-05,3.12626909963157e-10,0.198186125527921
"ENSG00000143434",0.130063773880721,0.0755604589259738,0.294732346179752,0.00696696147298544,0.0112742537671414,0.312166077553277,0.00744038374160191,0.0174354677374738,0.000842958807221768,0.000816110695316152,1.33487082897093e-05,0.000103688473711581,1.72694793984678e-11,0.142584170039265
"ENSG00000143436",0.3525023755726,0.00602400724575435,0.0266501504411937,0.143665123342489,0.135214990631073,0,0.0654059861467081,0.0438996005002291,0.0162844170210888,0.000366973367856256,0.0021605323459765,0.00264637144292144,3.170050035252e-12,0.205179471938939
"ENSG00000143437",0.207484150893929,0.0781523708396743,0.404385364311621,0.0271240547244933,0.00418997028822311,1.44303719894698e-09,0.0167770546821095,0.00361208462741644,0.015228006840133,0.00470817577060829,0.00357928405935982,2.4354492160871e-07,4.03534659218465e-09,0.234759233939127
"ENSG00000143442",0.0753286927991434,0.0687283380618302,0.132385339963224,0.0233911163170443,0.0359543383467876,0.530657150166969,0.0110438239566962,0.00124874974467074,0.00301358828559061,0.000460649258405238,0.00109505593892633,1.13761421415777e-05,2.92511618502423e-10,0.11668178072606
"ENSG00000143443",0.287672244576908,0.0526635894236452,0.169720590005228,0.00869861796313161,0.0485548129998628,0.106193387901594,0.016397987962371,0.0603494745604873,0.0380131800294976,0.0213836043044283,0.00533281907258438,5.73867198244178e-05,2.12760466378356e-10,0.184962304267676
"ENSG00000143450",0.266538932369726,0.107687844048272,0.263549792185418,0.00157026297757017,0.0822694634795764,0,0.000163795512696879,0.00204386409201383,0.00204854212225492,3.76860402998947e-05,0.000229097376432501,8.32560940780445e-05,2.75317694483673e-09,0.273777460948484
"ENSG00000143457",0.497954415314322,0.14654973389908,0.0256989282491578,0.0556169335793492,0.0197770637003565,0,0.0528789608851528,0.00446516226324088,0.010152685414103,0.000420212368776534,0.000565825819129212,3.92457791069354e-05,6.07977584438187e-12,0.185880832722145
"ENSG00000143458",0.119142512662216,0.285671131609616,0.115745124340306,0.0544984384336851,0.0921623341026122,0.0622306240888788,0.0203794921561212,0.00212598150298475,0.00442375760912281,1.58360866160041e-05,0.00148868343150628,0.000222837009197509,3.83660980836059e-11,0.241893246928771
"ENSG00000143469",0.204851803780658,0.152764444128166,0.00551294262303221,0.0654484847295213,0.0553507263515402,0.290100572937336,0.0411982191921145,0.00158247610817208,0.000111628114411668,0.000301858268223766,0.000166554779524767,1.37422944315733e-05,1.23839113039514e-11,0.182596546680484
"ENSG00000143473",0.114534305045482,0.190174731940604,0.0437974107263737,0.0515828973730241,0.0390318150111028,0.228715189282532,0.0331795090138895,0.000281531045608514,0.0027284171162885,0.00183211774577823,0.000515319801537466,7.05624500870408e-07,8.78123569933742e-12,0.293626050264497
"ENSG00000143476",0.165549361973442,0.354158903182199,0.0346303006651851,0.157643586895975,0.0222130676021723,2.35165120372042e-08,0.109251295255774,0.000515058150744407,4.40682337586528e-07,0.000238922083423168,5.05363013576568e-05,5.90211224789251e-06,1.47927511088247e-11,0.155742601563837
"ENSG00000143479",0.182460851562435,0.263893524680223,0.0486855467803416,0.116237092596695,0.0578325088160186,0,0.0871737527377092,0.000441235601582143,0.00165558218107608,8.46569739482782e-05,0.000262873513281424,4.20603713208575e-06,7.42628958225116e-12,0.241268168512132
"ENSG00000143486",0.281669237494066,0.0569832777758486,0,0.000174699210062594,0.262160678096243,0,0.00131233002492613,0.0616183609045667,0.176088132773972,0.0125275046358516,1.73412979477384e-05,0.000636051233305314,5.20884103035383e-12,0.146812386548001
"ENSG00000143493",0.173551137569439,0.128129405231459,0.0267244961355259,0.0475873123351295,0.0369698401323573,0.43710617794294,0.0256908660472934,0.000528334674610598,4.07432180631616e-05,6.38181368723296e-05,1.52410908361327e-05,4.56959666121692e-06,7.06564969406572e-10,0.123588057182247
"ENSG00000143494",0.0378163468117573,0.0326966723079861,0.0152411616489912,0.0129104107801992,0.0123853637239672,0.833482286664919,0.00675680080703052,0.000552169344245702,0.000225009961206686,4.17454241532524e-05,2.48016888092393e-05,1.52147746536412e-05,4.5593214507255e-12,0.0478520160575211
"ENSG00000143498",0.134914609417885,0.037901765909315,0.00908350106589087,0.0134155237268475,0.00851548842814911,0.696746588528643,0.0091347095930165,0.000379337096818225,9.97678372703895e-05,5.15187036359934e-05,6.33453312709314e-06,4.74798521518251e-06,7.42775627264074e-11,0.0897461070999081
"ENSG00000143499",0.0935290279704008,0.162954726876952,0.275105497073979,0.0289103690011016,0.050577631298772,0.199149200570048,0.0139611906083707,0.00151896012423965,0.00265070604928923,0.000347286553331349,0.000495693776894404,0.000152297017688788,3.78288046845793e-11,0.170647413041104
"ENSG00000143502",0.0605330764131492,0.176419037343339,0.104075542237693,0.0465540152429091,0.0154440440221394,0.369357525401609,0.0230072466284948,0.000707383487383812,0.00410374179988332,0.00204614833136866,6.87011151915159e-05,6.91693188305075e-05,9.86605807151779e-12,0.197614368648143
"ENSG00000143507",0.329883092326047,0.032211267759648,0.0621050370939376,2.41414049544134e-06,0.163037390193202,0.0285214304012097,0.029439592732734,0.0221290999680522,0.0192217447354094,0.00740631344784626,0.0195778605498164,1.2750986797807e-07,3.89963232051873e-10,0.286464628751771
"ENSG00000143514",0.105174199454763,0.286419148141388,0.0885485316826014,0.0284879191453653,0.0690209005479147,0.282985085381709,0.031324778862388,0.00160340975407795,0.00158702685490174,0.000665681888047913,0.000159540578820914,0.000439338948082009,1.6151761467218e-10,0.103584438598423
"ENSG00000143515",0.168167935276928,0.00282410020200594,0.462032329107206,0.000798527889045848,0.0105016754163514,1.01178363154133e-10,0.00369071457794581,0.0200249388491345,0.0775921099105831,0.022076627889218,0.0126221843387853,0.000596091943637306,6.55746760861339e-17,0.21907276449798
"ENSG00000143537",0.221299899013033,0.113187649344596,0.191505680644512,0.0600318272600159,0.12052938298312,0.103369273941725,0.0617626229823915,0.000102613790370948,0.00197923993555213,0.00142829380032856,0.000231247057751892,7.66755637223062e-06,5.29777980576004e-12,0.124564601684934
"ENSG00000143543",0.414920588892534,0.0674718040629684,0.0277361761458691,0.0183367797985139,0.0443065754285907,0.222098157451005,0.0106813365032056,0.00186549969317741,5.96639603286444e-05,9.71972674159641e-06,0.000148660712384845,5.7505623999947e-05,9.85348499865452e-12,0.192307531990827
"ENSG00000143545",0.139234041178509,0.485391784044088,0.0237174949010861,0.0912162321713226,0.0306003843048718,0,0.0916767272880819,0.00559328883500563,0.000986403841828617,0.00211480933095811,7.97503577476992e-05,7.69986256941103e-06,2.71141472871642e-12,0.12938138388122
"ENSG00000143546",0.566421756770191,0.0290338256588727,0.00839302076344258,0.0272550090087128,0.0792677139912602,0,0.0465151976786026,0.0901469992285991,0.00934639553366443,0.0107611258714184,0.000235565039099094,4.25101091501786e-05,1.65417574537806e-12,0.132580880345333
"ENSG00000143549",0.247482778635479,0.122686932426546,0.341524203920409,0.020719888411809,0.0286813809872418,4.17904834192857e-10,0.0108629508237237,0.00457183470106103,0.00153148447357508,0.00134399120114161,0.00236875154308325,1.85002937464954e-05,4.34417579444134e-09,0.218207297820104
"ENSG00000143553",0.463765596058743,0.0603667397241381,0.00736087585289281,0.00142234444324393,0.0929897757003945,0,0.0241404128442806,0.0573370075834007,0.0151182829890768,0.00191650410569227,0.0289751849411021,0.00678594705267975,1.86714164974266e-12,0.239821328702488
"ENSG00000143554",0.0813247257550784,0.0329533062941075,0.343669175205071,0.0118933483510207,0.00895801834006005,0.420277569087291,0.00715519402216625,2.2306141939845e-05,1.10839504246566e-08,2.82273566951559e-05,5.8582548738494e-06,6.26763491331195e-08,5.20085350001268e-12,0.0937121974261954
"ENSG00000143569",0.335759300263316,0.100740159106427,0,0.0407927682071071,0.0627966177992286,0.192709259282552,0.037039321406423,0.0290350718685057,0.0017926169261576,0.00368321833688982,3.13552199163629e-06,1.81014594699463e-06,6.86776607143696e-10,0.195646720448679
"ENSG00000143570",0.0850846502690936,0.242403585202235,0.0221821185532412,0.173752774939235,0.293116520920119,0,0.0718335780894676,0.00613852698458941,0.00041176194764538,0.000150814613788231,2.18471844753405e-05,2.30451151408561e-05,3.51852510037996e-11,0.104880776145783
"ENSG00000143575",0.448359859486522,0.0059389374473098,0.03054287424146,0.000738348710325639,0.105887956339777,0,0.0049108729751641,0.0827381930481267,0.0743444770114874,8.0334615105277e-05,0.000152766044812194,0.00107450233003612,1.67398194368551e-14,0.245230877749857
"ENSG00000143578",0.0554945180381631,0.0989881023126746,0.327764568609138,0.0420772332933149,0.000259273263997471,0.344364245731155,0.0209274836267339,0.000772774706558265,0.00151328279188538,2.08538321701531e-07,0.000580983587866566,0.000102648209831349,1.54004302854126e-10,0.107154677136355
"ENSG00000143590",0.186855543831819,0.0399293117573019,0.357284627933802,0.0130087917846851,0.00857535565602375,0.179358570112995,0.00832280089118304,0.000187180279297557,1.61328716342266e-05,0.00013426277951108,4.89331000169976e-05,2.37085497282027e-06,3.53107240896725e-12,0.206276118143226
"ENSG00000143603",0.261648671383808,0.111978583218066,0.290639743968606,0.024083401550516,0.023954168942122,0,0.0270797963224236,2.48873219818806e-05,0.00118724976946003,0.000216439263911967,0.000271858252178241,6.86824940646536e-07,3.10084805865788e-12,0.258914513178885
"ENSG00000143612",0.520614224280416,0.0208291779618237,0,0.00147069742839282,0.0678589112551987,0,0.000347155911403621,0.102583589755515,0.0862358103694412,8.15715075479324e-06,1.83063200946213e-05,0.000856722236687979,4.44803021386766e-12,0.199177247325824
"ENSG00000143614",0.0949474936044597,0.0852829276063984,0.102437941352301,0.0331800861164396,0.045981201864256,0.42885863488321,0.0126214958398902,0.00126143592431719,7.83303947451127e-07,0.00174574232169755,0.000710140446512628,1.1132549185179e-05,3.49052265308721e-10,0.192960983838333
"ENSG00000143621",0.203877036801266,0.165400617145284,0,0.0791628685376066,0.0209529124001312,0.373961671268229,0.0474162306285406,0.0011922879853914,0.000171435157363688,1.23578438995429e-06,0.000799538207062734,0.000179965681923657,8.95087344285404e-12,0.106884200393861
"ENSG00000143622",0.13450788568507,0.129838358057187,0.041376381038659,0.0183802645148094,0.0126451059639638,0.502463706983827,0.0203546277583567,1.37018300809567e-05,0.00204165075942019,9.37047026516207e-05,0.000320411542908765,6.74401988155691e-05,3.00680046453935e-10,0.13789676066357
"ENSG00000143624",0.270425084060739,0.0833660392558054,0.0693331076628184,0.017577582782221,0.0492857820665483,0.266200252306794,0.017038492391711,0.00123052454078428,0.0221047971390911,0.00128122003310588,0.00141138199272101,6.48273088282064e-05,1.92715847265653e-10,0.200680908266117
"ENSG00000143627",0.103710357664346,0.0418905077597336,0.152785860894919,0.0106733887369426,0.00811301707279044,0.51954209095284,0.00706238353237886,9.35773287081301e-08,0.00011442769648741,1.12345820243341e-05,0.000227845946285607,2.24627830313602e-08,8.44655238360016e-12,0.155868769112694
"ENSG00000143630",0.0900357586323238,0.0719070639667236,0.12924182088144,0.0147133820713339,0.0083648395654403,0.584870232710568,0.010162761931863,0.00165456632839428,0.000491264199528215,0.000152262530138786,0.000915516143183912,1.94172553338904e-06,3.66191580353776e-12,0.0874885893098674
"ENSG00000143631",0.318602538010801,0.0213526414154021,0.0103625200260663,0.00415371258481399,0.0529160059159736,0.403852696716743,0.00555819790021327,0.000705451773953308,0.0144406169549969,0.000812254036586735,1.21378820157707e-07,0.000364902594221359,9.35588724462937e-12,0.166878340682053
"ENSG00000143632",0.187702892867423,0.0950271421284276,0.102467662042002,0.00922947535938207,0.0308561795513094,0,0.0113644156961849,0.00420355035052236,0.00116126340227091,0.000964464908978683,0.000216174870114764,0.000156902087583612,5.14777615180362e-12,0.556649876730653
"ENSG00000143633",0.30510678974006,0.175223909111639,0.0899494342653055,0.0536712195194622,0.0383883530911877,0.0710261543588226,0.0342017835684553,0.000635506102526128,0.00403388625384587,1.22544686064118e-05,0.000375152508794478,3.47768955613598e-05,1.07949316641253e-09,0.22734077903624
"ENSG00000143641",0.171787011952614,0.113107654137797,0.0148166313869081,0.0529131564124567,0.0349348246841357,0.306426974223113,0.0238159856766962,0.00359583750182776,0.000231709346034392,0.000138161704400092,0.000106600730552881,0.000240773080473027,1.08393358108218e-11,0.277884679152152
"ENSG00000143643",0.189847928182229,0.0640042830835058,0.0233554982148633,0.0351238690228883,0.0464753071836884,0.500692604524759,0.0135338836562286,3.85314836436555e-05,0.00382104117645721,0.000191210449797309,0.000108397182664271,0.000144738197724038,4.98450226392885e-10,0.122662707143101
"ENSG00000143653",0.34599265116163,0.0571483903216174,0.262529485475533,0.0117003847094891,0.0268049433690612,1.8521447007584e-11,0.0106782820370405,0.00128055523203962,5.01710138998574e-05,6.03473154842945e-05,0.000233008658922605,8.49952304428438e-05,1.28539927706255e-10,0.283436785327779
"ENSG00000143669",0.0542647998237588,0.0359238480391336,0.477447094367173,0.0152950320386812,0.121142012218952,0.140503877310991,0.0091929603817302,0.00225779306124726,0.0129367562037587,0.0084539788291596,0.00104257025678753,5.0267092574184e-05,4.9103298516518e-10,0.12148900988502
"ENSG00000143702",0.0793506723170043,0.111182335156953,0.0286802469390549,0.0529297743612227,0.0523914402002521,0.590141653941115,0.0251067993990113,0.00128278236752315,0.000379768709482304,6.52164794698466e-05,2.25459461193948e-05,7.09184810752351e-07,1.99737212054294e-10,0.0584660547982438
"ENSG00000143727",0.290169552362242,0.180887216053582,0.111563920700409,0.106418837959238,0.0298245674057751,7.96276857378911e-11,0.0823251602966733,0.00676753341005696,0.00649263771452419,2.24561335821053e-07,0.00272123557133646,4.99258208871007e-05,1.8184166158147e-10,0.182779187882471
"ENSG00000143740",0.397403864364027,0.247081356352866,0.00983713716628458,0.0304001516158497,0.0696827232103499,2.46806885976041e-10,0.0143948845680382,0.00590621197766033,0.0166401996615969,0.00526317262318496,0.00264981707642328,0.000577222756100408,1.88659721661707e-10,0.200163258192152
"ENSG00000143742",0.397908643374305,0.106929299897707,0.088297266809538,0.0355981064813795,0.0200392018276751,0,0.0325663678198161,0.00162477342071605,0.000464273647574424,0.000695581942360941,0.00139888959447501,1.53311666828085e-05,9.76313899183936e-12,0.314462264008007
"ENSG00000143748",0.0887978962461409,0.0347292675429516,0.0838115304674307,0.0129422237393461,0.00724772861157491,0.672734937063785,0.00660516089560765,4.9007437567891e-07,9.24006383092769e-05,3.30332851452266e-06,3.87169674655862e-05,3.82285686874684e-06,4.49559005058988e-11,0.0929925215226738
"ENSG00000143751",0.374200174001794,0.280381384627999,0.000637759484730787,0.0548952259236863,0.05208183868942,0,0.0463106762396127,0.00555009914954065,0.00406992862561627,0.00208316905588304,0.000296484746943604,1.31560634340017e-05,1.50937751108525e-12,0.17948010338983
"ENSG00000143753",0.268066672341497,0.0537849486266496,0.100059405026314,0.016423678820362,0.00137249209639224,0.252053955210156,0.00133645713028474,0.0160792416674814,0.000345005034662928,0.00145981149786903,0.0446554457921156,0.000779212273736554,4.96074966577755e-11,0.243583674432872
"ENSG00000143756",0.524377791627606,0.113688744900595,0.00510994876934361,0.0610410463606064,0.0431082275904834,1.38511335678625e-11,0.0438289762555582,0.000369322552623136,0.00176389066036977,0.000388097459028924,0.00134132418952605,4.16953785676064e-05,2.05626170461853e-10,0.204940934036215
"ENSG00000143761",0.466862211649563,0.10863079702205,0.022135000971862,0.0300197164575017,0.0345525664623083,7.87947791365149e-11,0.0155983368473594,4.80904966200738e-05,0.00108005276448186,0.000523733533440352,2.04920785751371e-05,9.31163204785574e-05,0,0.320435885316964
"ENSG00000143771",0.454471839890299,0.122674727337725,0.0422102709568195,0.0534552214459812,0.010465584748329,5.75317654179295e-11,0.0350435453538364,0.00260139473100135,0.00899280266924207,0.000130832191767802,0.000253265860788535,7.45271891590822e-05,1.04013746600279e-10,0.269625987463505
