"","Regions","DonorID","Sequencing Batch","Age Interval","`Intronic Rate`","`Mapping Rate`","Hemisphere","`PMI (hours)`","`Total N Reads`","Sex","Residuals"
"ENSG00000129173",0.067712805514186,0.061217113609322,0.0322361957122868,0.160828110807615,0.0886862261351204,0.00568460154286165,0.0954589825186043,0.00369395322874672,0.000135542929146357,0,0.484346468002111
"ENSG00000255308",0.0556953835369209,0.1039941480637,0.0502006264953103,2.48605641721125e-13,0.242278324733552,0.00648369883575253,0.0300984009176924,0.00326824316153005,3.791406433495e-05,5.54386058938741e-05,0.507887821585064
"ENSG00000255270",0.087716803323394,0.122350110348306,0.0428890980853573,0.173944916611299,0.198678491259904,0.00876008229269142,0.033057412563853,0.0022059997008373,0.000317396923780338,0,0.330079688890578
"ENSG00000254622",0.214063957964709,0.0756585757148531,0.0519996598871235,0.0926509590379916,0.182492398467143,0.0163705194141193,5.53681542332283e-12,0.00196429678628335,2.44535867627577e-05,4.1536415835135e-13,0.364775179135061
"ENSG00000270607",0.319345306150888,0.0540773054037296,0.0111199130212048,0.232580646925329,0.0159219706826811,0.000340804470299122,0.02751719818155,0.00142996814343305,0.000214266198539329,0,0.337452620822346
"ENSG00000254453",0,0.0317956038192991,0.331401356244665,0.00604851895648292,0.0607142929024455,0.0670160725046683,1.13527507862749e-10,0.000555293457275237,0.00257235784610545,0.029668316632207,0.470228187523324
"ENSG00000254894",0.00558801694385026,0,0.0249225093055258,6.25104000021534e-14,0.0169308533081382,0.18850335785071,1.45556826435169e-14,0.000536674746042922,0.000819125136149818,0,0.762699462709506
"ENSG00000166833",0,0.018419319074322,0.0242294917973917,0.00146359195760063,0.0232304297188636,0.0849685585152159,2.03468527500921e-10,0.00181296430871614,0.00255944000936483,2.18223654981149e-12,0.843316204412874
"ENSG00000109851",0.158796773044402,0,0.0650539799569666,0.332249796350447,0.0137584073135892,0.00188546886725269,0,0.00113199359779822,0.000458652453843991,0.00288044603751447,0.423784482378186
"ENSG00000109854",0.0122892803263218,0.337091517762286,0.0217471409967068,0.189884771304288,0.00230744138746865,0.00472378453478205,0.00380596949288238,0.00333485596533558,0.00518257981670658,7.50807786568506e-14,0.419632658413147
"ENSG00000185238",0.0614600480242471,0.103672827381013,0.0822683344730024,0.178539941593964,0.102293643883654,0.0539218437388292,0.0140443682229798,0.000276219912431928,0.000135187005126461,0.103128196468867,0.300259389295886
"ENSG00000165970",0.410986349925549,0.312611952733749,0.0145395607100467,0.136415330345073,1.98420245534136e-08,0.00254430379465947,0.00209901945347463,0.00156398433017467,0.000548529142281716,0,0.118690949722968
"ENSG00000254906",0.108164178839896,0.233039055522659,0.048522170075555,0.0380918243989401,0.0127873007062702,0.021904533890314,0.0479511919066076,0.00499663708698313,1.9630112580859e-05,0,0.484523477460193
"ENSG00000165973",0.564144691676016,0.0889195044427779,0.0013581735304835,0.02950690415915,0.00305335105789254,0.0144107992422758,1.96995888654172e-12,0.000368724513773683,0.000641767738523761,8.58655029865801e-12,0.297596083628551
"ENSG00000255372",0.0380718436305213,0.0175820061012129,0.110915812445176,0.098844838492339,0.00219401875417893,0.0114173999015774,0.0466857840801872,0.000129133906322761,0.00156578440044838,2.11599795076686e-12,0.67259337828592
"ENSG00000171714",0.286251076635587,0.0684074847262415,0.110219210174758,0.0609718289500663,0.00118644201378793,0.0216572627813774,0.000361265498396282,0.0136434653072771,0.00251652200855043,4.90738687613927e-11,0.434785441854884
"ENSG00000254768",0.225974331549501,0.0384663117564877,0.0670166725179169,0.0639177205161434,0.00584297751994853,0.0390185976479453,0.0390405583164694,0.000126147419025748,0.00508565402638276,0,0.51551102873018
"ENSG00000254540",0.0371910786763085,0.0595443229231792,0.0360084278191396,0.00540416605262371,0.216249346871353,0.0012071484744313,0.00911284663926204,0.000581957497794878,0.000664887682934949,0,0.634035817362973
"ENSG00000091664",0.50406768871998,0.0192518096365315,0.0270288853996989,0.0310099167745712,0.000833482506309863,0.0154974544295169,0.0112350864289506,0.000751289700688064,0.0034319376829861,0,0.386892448720767
"ENSG00000183161",0.16892924474556,0.172343682499321,0.085457972531676,0.0232659232519376,0.0106453081948897,0.110043954724389,0.00775906862399685,0.000194937680367345,7.21711342025066e-05,0.165278408016174,0.256009328597487
"ENSG00000148935",0.306192403437216,0.115293365545281,0.0328641956983063,0.118203042267153,0.00891838052882047,0.000146393654418537,0.00173300555247291,0.00101562879744562,0.0017048755698654,0.0274668081535303,0.38646190079549
"ENSG00000198168",0.00839404273342415,0.0170824981402616,0.0615326340918377,0.609764712616539,0.00237681107039836,0.00944115928555235,4.73639355247071e-13,0.00184894506454173,2.23033891065099e-05,2.45435889010335e-11,0.289536893583322
"ENSG00000187398",0.297338569191713,0.00668739821427223,0.0286329857515068,0.103842129510369,0.00771124971520002,0.00951517531800419,0.0252279061206664,0.000338928530845885,0.00896735122865583,0.00672802237058121,0.505010284048185
"ENSG00000176971",0.374405031093498,0.107112480093648,0.00745740774169264,0,0.0277869600276679,0.000162286298612315,0.0485580487919473,0.00478227942607731,0.00220371950573,0.00174976392917376,0.425782023091953
"ENSG00000129151",0.202002100675918,0.0402760824995709,0.0374638096704119,0.133622172644438,0.011796129536186,0.000450457550009512,0.00653481767159258,0.0036553498352623,0.00201505940686962,0.00328616858725363,0.558897851922487
"ENSG00000109881",0.287963114702943,0.170137767441644,0.117436360459731,0.170668652506088,0.0134555492636534,0.00105733046031911,0.0210623088767444,0.00331402313353641,0.000112242304199785,0.00670346178394829,0.208089189067193
"ENSG00000205213",0.232438617140612,0.0277197781619823,0.085327110065891,0.180539577182359,4.66542550532492e-06,0.0338959624896423,0.0165826095462409,0.000160701319116919,0.00928610843625423,3.93484682124096e-15,0.414044870232392
"ENSG00000148943",0.209334755863944,0.156756936462221,0.0799613911710125,0.0782531341265501,0.0212306443640639,0.050381323362993,0.0214685421308178,0.000778111879402328,0.00180881556358424,0,0.380026345075411
"ENSG00000240036",0.0912538029366428,0.246252103907461,0.0976724415043027,0.0400297187529619,0.00279070342601125,0.00137203928667818,0.00960645119798866,0.000259219366217227,0.00779827568738798,0.248607434857442,0.254357809076907
"ENSG00000245573",0.200671482253123,0.112635612921158,0.0634249614493777,0.0108690252854038,0.000114629785426136,0.0586628501733757,0.0227312348424759,0.0035232576421849,0.00669187213235956,0,0.520675073515116
"ENSG00000176697",0.130366020575173,0.0446064838230612,0.0282380386042637,4.64129462373195e-13,0.00618591370045437,0.00522546664336976,0.0664101917493542,0.000161218193684493,0.00175384383963552,0,0.71705282287054
"ENSG00000177447",0.0822178616650109,0.0571444222172359,0.519526115161379,1.40091022555287e-11,0.0482661493809864,0.028365788032344,2.91335104970589e-10,0.0036488181655881,4.9423593399111e-06,0.00188863298366188,0.25893726972911
"ENSG00000224411",0.0179738265999039,0.31737316034152,0.211685139365155,0.0177405486506343,0.00138794043100721,0.194732001409705,2.95225590884988e-12,0.00456706166259663,0.000539290270451289,0.0092603244414565,0.224740706824617
"ENSG00000121621",0.0584573649168071,0.100725863996193,0.0326573417971042,0.260246895290364,0.0719756151951726,0.00365413118693193,0.083581787424525,0.00486741596902284,0.000160024164813684,3.46306780620046e-12,0.383673560055602
"ENSG00000271332",1.26725980836961e-10,0.080029149861414,0.000635383177378304,8.08520718192006e-12,0.315122148446685,0.00522180838986625,0.000324398774048632,0.00396805126487516,6.60660494398987e-05,6.78277510525142e-10,0.594632993223204
"ENSG00000169519",0.300377895906766,0.0553234091035401,0.187959973297365,0.0166924044518692,0.0436081001665612,0.0607110144060062,0.000643546098047852,0.00136861771602534,0.00375870571169466,0,0.329556333142125
"ENSG00000261340",0.177951988161061,0.114121229513547,0.134370905956349,0.0907724169636163,0.000139788642826233,0.00243977684682662,0.0216842322142976,0.0013000297924618,0.000346619284532087,0.00367472372126663,0.453198288903216
"ENSG00000182255",0.318750422697154,0.0792134011499608,0.0700174611424079,0.206584851981356,0.00106665150108024,0.00905520895856568,0.00149956401000954,0.00119864278043018,0.000172082711238644,0.00373787963077718,0.30870383343702
"ENSG00000152219",0.0850865574653215,0.127893260946252,0.190122639686149,1.17151228312737e-10,0.0463054749415071,0.235182946382437,2.66874246596064e-11,0.00174677533378133,0.000311170052003078,0.0751503009732813,0.23820087407543
"ENSG00000242353",0.380737414618386,0.0706306095398194,0.0115753555380476,0.0628340873056396,0.087690529362595,0.053747232977128,0.0274947418425687,2.62555492535621e-06,0.00131222118999905,1.39408027303325e-08,0.303975168130089
"ENSG00000255480",0.250016926248188,0.00357139170179911,0.0304461249414789,0.0200221493770074,0.2481221759725,0.0128061083272748,0.0477306596513507,0.000194494246300577,4.59225617130364e-06,0,0.387085377277929
"ENSG00000066382",0.562735538705618,0.0208888826547688,0.0396849337424144,0.0667608637901785,0.00724035562254367,0.0147317539221131,0.0237121115436238,0.00180449722781357,0.000388653480396474,1.64446893748195e-11,0.262052409294085
"ENSG00000254489",0.319580819863324,7.26169562494279e-12,0.0528237729862038,0.0606565688999072,0.0127860055156492,8.43252570824159e-07,0.0359313907797099,0.000168388005657413,0.00157702355470991,0,0.516475187135006
"ENSG00000170959",0.621702844242913,0.0137144315469184,0.0255604787188468,0.0237828848826758,0.0366963359241925,0.00892654149596724,0.00113702976552568,0.00081807166511568,0.00539267184563105,2.54698589659251e-11,0.262268709886744
"ENSG00000170946",0.224188872632738,0.0676349866585951,0.0311975563956628,0.143339285527581,0.17759502445004,0.14462997563496,0.00459148066994214,0.00586881926154309,0.00120291977562424,0,0.199751078993313
"ENSG00000148950",0.103607913935231,0.0327740509974762,0.133034740223406,0.321405042707233,0.00219268182305068,0.000866954294974476,0.00194054619211058,0.00619574649051458,0.000230511023893594,0.0548514367415302,0.342900375570581
"ENSG00000228061",0.0791082457192165,0.0436138191191431,0.0564975007114593,0.35892700866353,0.0400937572871762,0.00187387582675033,0.00219798045022841,0.0008285532990441,0.00114874899715291,0,0.415710509926299
"ENSG00000109911",0.236950734620744,0.0177903487832222,0.122523577550015,0,0.0306013619937524,1.13752839056692e-05,0.0440600876787286,4.31939685567042e-05,0.00136109174318165,1.5765654975598e-13,0.546658228377736
"ENSG00000007372",0.311664453039641,0.00608426224978703,0.0445667457825182,6.88574100795505e-12,0.0573774446787188,0.00523697262203261,0.0188000114171187,1.40786207147467e-05,3.71566083871003e-05,0,0.556218874974196
"ENSG00000255252",0.126866730427808,0.0422230147660506,0.0859732043376732,0.314505090411527,0.00634389924824085,0.00012783989905908,0.0182882094288994,0.00743371881640118,0.000172637703848989,0,0.398065654960492
"ENSG00000049449",0.141463156729024,0.0461238314632982,0.0777555561544212,0.321861008217825,0.000448729436386412,1.05837189115243e-05,0.0130048148743966,0.00854394330858501,0.000642742985789162,0,0.390145633111363
"ENSG00000270903",0.12356227691647,0.0433371109309602,0.0327526367978256,0.0332540439504223,0.480716773693771,0.0983902100640843,7.37898338997632e-12,0.00366408874342815,0.00206451838613983,5.16144348307282e-10,0.182258339993375
"ENSG00000149100",0.139376869171768,0.132251393967258,0.0960576178852665,0.0780117596041556,0.0110031959945272,0.0447737326040731,0.00582749118887989,0.000851610421533677,0.0012463701644671,0.319419223109093,0.171180735888978
"ENSG00000186714",0.0316617789732081,0.153220348879724,0.234548377373173,0.0449805507613096,0.00713815618405956,0.000142836058440267,2.43260963313912e-10,5.83220984083713e-06,0.00327859022504613,0.321377130404854,0.203646398687084
"ENSG00000060749",0.0710626405413818,0.146020804899382,0.194655304747294,0.0380676073471262,0.0936266952890593,0.0780960392213949,0.0694607493052875,3.42458936219076e-06,0.000514701804027363,0,0.308492032255685
"ENSG00000121690",0.09014343086725,0.0104292000428764,0.114656186678675,0.0669383252190943,0.0778687446692792,0.00484833335396694,0.00854728096049815,0.000414683154177402,0.00219875834246479,0.18929836180165,0.434656694910068
"ENSG00000213713",0.322112836005663,0.171369033701639,0.0441149047734628,7.96568371682598e-12,0.0855937596458108,0.126248404433102,1.1687901030438e-12,0.000333776797828609,0.000275515028496223,0.116833367134638,0.133118402470225
"ENSG00000280798",0.612896477943332,0.0420546502213241,0.02597263881261,0.0112650010672102,0.0605137353418122,0.0991049909536966,0,5.07777597427454e-06,0.000665348381076772,0.000990729182257192,0.146531350320706
"ENSG00000176148",0.439169603184036,0.0818708377428862,0.064278187258147,0.00464566116215542,0.168920916527489,0.100188287432779,0.0027519033023138,0.000345103686853149,8.09727165829342e-05,0.00071079780162645,0.13703772918513
"ENSG00000176102",0.264534012861138,0.174102888431337,0.0679268967312845,0.0282191245120479,0.0900664741632602,0.109217483777983,0.0031036651404355,0.000544421501717127,0.000170190113109861,0.103390680033874,0.158724162733813
"ENSG00000241255",0.0701994061326726,0.121650629472781,0.381446513702578,0.114071821210268,4.11248857728697e-05,0.010715486753352,0.00166250148573581,0.00078925660788514,0.00297629338830805,0.12080381453964,0.175643151821006
"ENSG00000110422",0.393064647687986,0.0651104210746133,0.226119998233036,0.0150428569530556,0.00475749086174737,0.0655519218206397,1.06552818699743e-12,0.00795019438931995,0.00702198088383749,1.57975279190914e-12,0.215380488093119
"ENSG00000254537",0.0869966139652906,0.0298207269805479,0.0524671204666971,0.0788536413545064,0.358224155312142,0.0192556881624855,9.2686805596087e-15,8.08215991970364e-06,0.00171857263424801,0,0.372655398964153
"ENSG00000110427",0.723815676445925,0.0138585814998259,0.00622077285653763,0.0496066314429494,0.0117625496878937,0.0423754772457315,2.37531597460011e-09,3.86589032151542e-05,3.18052499382869e-05,0.0201836174848988,0.132106226807769
"ENSG00000255202",0.684884762934015,0.0208773227292729,0.00512881668688905,0.0548418438352732,0.0135477665676346,0.0210764606322518,9.87999298561441e-11,2.30212454637242e-06,0.000422405786232192,0.0743858119607522,0.124832506644333
"ENSG00000085063",0.521049183967404,0.0788828201757002,0.00561109620083644,0.0481298424649203,0.018911853669081,0.0207478459441723,8.68088793334352e-12,0.0025209232544845,0.00523812986058505,0,0.298908304454136
"ENSG00000110429",0.127746710898702,0.1080033056336,0.162536621132049,0.0362687172571318,0.0256631081878036,0.250111985532573,0,0.00350696884172129,0.00259729104370441,0.0578066305280991,0.225758660944616
"ENSG00000135363",0.344120973533559,0.0278016096935809,0.0186008171482427,0.0132937822855514,0.078194262205642,0.000278633009377691,0.0394737441857856,0.00344967409380521,0.0111737413660123,0.106572246543757,0.357040515934686
"ENSG00000135387",0.392191704584889,0.13878588861774,0.0657182648315559,0.059670256159096,0.00456199002822295,0.114903978072015,0.00351045005419327,8.67900001458584e-06,9.6149938237114e-05,0.0770309426017647,0.143521696112271
"ENSG00000135372",0.115412144039198,0.165549986968947,0.241287861247124,0.0498535937189336,0.0848424405679562,0.0877047688863445,7.84419892403067e-12,0.00622001942416434,0.000327097338056578,0.00225977040517261,0.24654231739626
"ENSG00000166016",0.14574180738423,0.0629973583783241,0.116113273394142,0.0604288954770217,0.00596844764313659,0.0152746245086743,0.0182953078192004,9.77285784706627e-05,2.54905774169773e-05,9.38088190336995e-12,0.575057066230002
"ENSG00000121691",0.531685611119715,0.13039063543491,0.0240207062855942,0,0.000323050503962153,0.0155935950670206,0.0212547693048946,0.0124872105180696,0.00515307882777019,0,0.259091342938063
"ENSG00000149089",0.0737683501321707,0.284870955008239,0.106992289000015,0.0157587751347601,0.12822748584206,0.0935819846630132,0.0676338282276428,0.00579788461728059,0.000741327488837915,0.0392425462506943,0.183384573635287
"ENSG00000110435",0.299672590754736,0.0827708319800957,0.116689235147291,0.0105468198410222,0.00495198733990156,0.0988942117915046,0.00189169710572415,0.000516183823875713,0.000251666005882172,0.15268516114937,0.231129615060597
"ENSG00000255443",0.323199470684579,0.0851694855825346,4.60035132066657e-12,0.0170125998163647,0.00412984222405982,9.87576720480027e-05,1.25424890773813e-13,0.00222365710764956,0.00112904168178899,0,0.56703714522625
"ENSG00000026508",0.317657255388847,0.101318548406482,0.00550006985633715,0.0126754471055366,0.00830078532584353,2.49107806465385e-05,4.22290642485236e-12,0.00114081039796821,0.00416574683590131,0.00107964595820259,0.548136779940012
"ENSG00000110436",0.731066139184302,0.0890914842822551,0.00508604331971305,0.0210802070416604,0.00175527335669339,0.0328842357143643,1.60378449385101e-10,0.000136451301570079,0.000142544993831825,2.0056211147118e-11,0.118757620625175
"ENSG00000255542",0.301758090818997,4.36420669273657e-13,0.0580110112913919,0.0523123583993615,0.0346082372173766,0.00836400029930375,0.000176380332554129,0.00142519390933223,0.00234858441533556,0,0.540996143315911
"ENSG00000149090",0.364684236683859,0.116721856424442,0.0363648584457794,0.00655894370994876,0.00623103035450808,0.00799988083288218,0.00200169366423492,0.000130104228248792,0.00177382304164664,0.0515749923292814,0.405958580285168
"ENSG00000179431",0.571524334351351,0.137625274939249,0.0402195032778328,0.0625827971102978,0.0134731726775654,0.000199899051204091,7.57026566212548e-12,0.00266601634789763,0.00011345616634218,7.5587368766375e-10,0.171595545314817
"ENSG00000166326",0.113092979957347,0.137813322350357,0.0449424017808669,0.170458280747629,0.0709222298847268,0.127091790221234,7.51879638377319e-11,0.00752073678297108,0.00361791271849962,0.145800758051668,0.178739587429512
"ENSG00000179241",0.197335911628784,0.0175080147253148,0.0735829636949906,0.149090579472219,0.0218732555836721,0.0451757453549971,0.0240564925815511,0.000355807373854664,5.33570721375178e-07,0,0.471020696013896
"ENSG00000110442",0.307224070084894,0.106175471249168,0.105544845269891,0.102378579652687,0.0337175796676815,0.0117912199999418,0.0529278830370308,0.00475737654905063,0.000446239407822441,1.52462823896423e-12,0.275036735080309
"ENSG00000135362",0.228024834453003,0.140309933748273,0.0340768156173136,0.0889893447573063,0.0154737056520876,0.00792494999446269,0.000883739316063128,0.013687112031436,0.0123012386257729,0.00126893865074912,0.457059387153533
"ENSG00000175104",0.0861372773501846,0.16316424020461,0.0724660236085801,0,0.296311517927226,0.198680883816984,4.382153465234e-13,0.00122384437459812,0.00173720045965536,0,0.180279012257724
"ENSG00000175097",0.508093432084334,0.0694205357091715,0.047187954746893,0.0640782401140568,0.00591039329897915,0.0957486707273593,0.00696470146106285,0.000504699952763713,0.000202934931960135,1.56978239620134e-10,0.201888436816441
"ENSG00000166352",0.550588824869598,0.0687457871348251,0.0789987583687564,0.0857860000345311,0.0105974165172449,0.0279933618379171,3.09993585884943e-11,0.00262243744891731,0.000188814060953073,0.0666923274698439,0.107786272226414
"ENSG00000279675",0.219784774078964,0.041500655751641,0.0407493110322659,0.0938432447376476,1.63924724373118e-05,0.019237416707863,0.0678343423773636,0.0010055861557958,0.0092155627674299,0,0.506812713918592
"ENSG00000148948",0.269470638867382,0.0371614627379031,0.067585465869871,0.0166145325135794,0.0011958280860447,0.0271769687417099,0.054462815200284,0.000498889239235576,0.0170946811586014,0,0.508738717585389
"ENSG00000252652",9.97902669116188e-10,0.00725541378348644,0.00789719714157519,2.57619321135783e-11,0.392650668634928,0.0446205797263523,0.0067353113837474,0.000645189577594373,0.000152913141612604,0.0368929044944253,0.503149821092614
"ENSG00000166181",0.218912175350195,0.112493505561989,0.129931560146784,0.201593294293775,0.0144594551125679,0.108003050275046,0.0127621983995068,1.00600218691848e-05,2.39157309782654e-05,0.00376018107379927,0.198050604033489
"ENSG00000254907",0.122323440157224,0.24036725857889,0.0169179467225185,0.145420556370049,0.0492586059038229,0.140852097630858,0,0.000998641249272499,5.11657178759631e-05,0.086182488606358,0.197627799063131
"ENSG00000255340",0.00187397286745908,0.185752309896598,0.0886108143909697,0.0682886279726437,0.172343348646219,0.101665702547447,0.00308290693450027,0.00260178874869208,0.000492580657820802,3.28855555417881e-12,0.375287947334362
"ENSG00000254577",0.00321813864739562,0.0920615997532692,0.0250058552190974,0.0751187966773726,0.550070226353342,0.0630546235914979,0.00139395051233121,0.00190972514536509,0.00391374347195009,1.24551390383339e-10,0.184253340503828
"ENSG00000252355",0.00673314113931924,0.0996841746661056,0.0113142700379853,0.061279945073956,0.472564252145972,0.0446130087009297,0.000190983014973643,0.00449905273331519,0.00115354846825352,0.00348731929575533,0.294480304723434
"ENSG00000254463",0.0535882934231038,0.0887278191981538,0.0669670618762533,0,0.503627884122496,0.00306058388460724,0.00508416786917653,6.04110944074394e-05,0.000219649858148237,1.50716255306969e-12,0.278664128672147
"ENSG00000052841",0.07129638482275,0.204909649956299,0.0636293873846195,0.0569438095328428,0.278645454278361,0.169360288830993,1.17650774262144e-10,0.00961260515421738,0.000929196360528449,0.00382453797603648,0.140848685585701
"ENSG00000283217",0.258944377987163,1.33571390623106e-14,0.0718791823406888,0.0619184714704089,0.028341239501972,0.00184023530479387,0,0.000947497614689735,0.00201922043717763,4.31048358566833e-13,0.574109775342662
"ENSG00000283483",0.0184520702420282,0.0428042709044855,0.117282195651175,0,0.390962150278989,0.00898265280919285,2.96793408402863e-13,0.00125642313368856,0.00213167668919828,0.00674166288297654,0.411386897407969
"ENSG00000283341",0.0566724206772404,0.242341706742018,0.0420099860658857,0.0396143864927202,0.091179325227732,0.236329332388172,6.16685266926516e-13,0.0249007063389925,0.00777755176518334,0,0.259174584301439
"ENSG00000283375",0.443802874208444,0.152185930530269,0.167627940914636,0.0168498485577255,0.0362768968720539,4.13675753782023e-06,0.0075158338324795,0.000862814477442895,2.18396617939288e-06,2.44353373353777e-14,0.174871539883208
"ENSG00000149084",0.43674332845756,0.140596385439866,0.112185245729793,0.0691245230123808,0.00018173100854541,0.0274929325811556,0.007471710132816,0.00230194415379261,0.00289699875252842,9.67041415399664e-12,0.201005200721892
"ENSG00000246250",0.699069487651633,0.0132214752857696,0.00658111374004741,0.0662646531190243,0.0201770604678795,0.0207237174441468,4.23309970905565e-12,0.000751076080613107,0.00575957333411429,0.00427271175291878,0.16317913111962
"ENSG00000213693",0.00181312289765232,0.198646888689392,0.128218758439224,0.000460921967366785,0.386995005457551,0.0318125987274703,0.000939808722895395,0.0160912924173712,0.00110708372135444,0,0.233914518959722
"ENSG00000166199",0,0.222296369510718,0.0981910575510114,0.114335156374394,0.0305293989942789,0.00995092538330116,0,0.00658039651637086,6.38729012202927e-05,0.303526720220979,0.214526102547726
"ENSG00000244926",0.100044061133021,0.0649203694840072,0,0.0744261853604265,0.436773565751443,0.042155565209179,0,3.42346183909233e-07,0.000106149236387104,2.02546351597389e-12,0.281573761477327
"ENSG00000187479",0.0905890627149245,0.0469716281469358,0.0200031853459789,0.257616317940592,0.0129172329952981,0.0441494809629948,0.0274524134983988,0.00221378632524315,0.000264499687893893,1.35537018319297e-12,0.497822392380384
"ENSG00000244953",0.05788929394851,0.055363832898161,0.00869761090858775,0.171535706586022,0.00734670099057888,0.0207220052471172,0.0265253970975111,0.00192888736411477,0.000773644775649405,0.0682361775097059,0.580980742674043
"ENSG00000110455",0.486058694870126,0.228228254554502,0.0188946457265945,2.33538670852948e-11,0.0834610995972685,0.000380446239355494,6.47875218685232e-10,0.0387010654487895,0.00256659697893433,1.03935034977918e-09,0.14170919487385
"ENSG00000151348",0.110055664352495,0.371619469494435,0.0482147246036509,3.17201726959237e-10,0.00202008558692279,0.0970275893876222,1.00633509522431e-12,0.0311327999367285,0.00113485902567214,0.00149449902999066,0.337300308264275
"ENSG00000052850",0.313510917869866,0.213868221849105,0.0269563349472422,0.065548633454572,0.00313387191452915,0.00988159495424488,0.0217517821256532,7.17322360645643e-08,0.000490602029779192,0.0528326923882095,0.292025276734563
"ENSG00000254693",0.0410174214455942,0.0144167865781067,0.332096260812803,0.011318864925384,0.00283623956720355,0.0343415439328756,0.00403427359136829,1.22306951941134e-05,0.00292123792807124,0.0620418693600546,0.494963271163345
"ENSG00000085117",0.0760320146143696,0.0170410271904417,0.278982097328112,0.0258927776396715,0.00158694457226009,0.011865562685668,0.00292065949129022,0.000249634283735387,0.0045794728905396,0.0814427064389637,0.499407102864948
"ENSG00000157570",0.296929235000532,0.0192326579618562,0.171713723176584,0.0443780115044818,0.0046657429473458,0.0181868481466662,0,0.00296552594742914,0.00193035686634321,0,0.439997898448763
"ENSG00000175274",0.2370504698794,0.0509850854703038,0.390956964981197,0.0430321797386347,0.00781787912788358,0.00919181878333655,0,1.18250671925695e-08,0.000184681541219579,2.37417409763063e-12,0.260780908650584
"ENSG00000019485",0.316711650506669,0.110850010734995,0.0880280459051409,0.0267093007225479,0.017522466919827,0.0707918739532076,0.025706815575682,0.00455228224036809,0.00695394236654439,0.089337905051731,0.242835706023288
"ENSG00000254497",0.204714229422723,0.127362744221693,0.0987896769043889,0.0824659051710515,6.67310928582533e-05,0.0733209082756925,0.0556718476173129,0.000527440520178708,0.00346174876980146,0.0563175006424943,0.297301267361806
"ENSG00000019505",0.359345039753067,0.131616842557783,0.0128922609481031,0.116656505762923,0.00919136563660262,0.0348801755459686,0.0348132628926424,0.000384118081298996,0.00107808643893919,2.59761551206581e-11,0.299142342356696
"ENSG00000254427",0.151315062601463,0.446299512402517,0.0227862053145778,0.0461615880038052,0.0163185105812085,0.0475766736483497,0,0.00675562755643015,0.000204478528668752,0.034067034629285,0.228515306733694
"ENSG00000255091",0.286281648526576,0.0423528538864925,0.188361203644747,0.0713232415649132,0.0175162125122733,0.0727568066132534,0.0272576755500033,0.00424324740411707,0.00194907148660926,1.64594951594435e-11,0.287958038794556
"ENSG00000175264",0.376348901859117,0.0286407887594038,0.123879926650095,0.123319479253614,0.00111575338433023,0.011402441253394,0.028556193128345,0.000583860791977383,0.000440987829183714,6.04241319258797e-15,0.305711667090534
"ENSG00000181830",0.219805944713604,0.0426908980230795,0.335772615629459,0.149142692090524,0.00396328614112157,0.0244680350529065,0.0247469961468915,0.00378198367171634,4.97861907158887e-05,0,0.195577762339982
"ENSG00000121671",0.0321382554040277,0.0718663019329553,0.351707579777002,0.15213596361699,0.00763556086311383,0.0690476403185327,0.0142068115668403,0.00565192895481242,0.00374906825043759,0.00048209048354841,0.29137879883174
"ENSG00000255498",0.170983387588255,0.0690827786612077,0.499890412616931,0.117932500356094,0.0128884081319026,0.00184936162831304,0.00466044641298178,7.20029923908399e-05,0.000306000335868314,1.64789450979957e-14,0.122334701276039
"ENSG00000121653",0.330362222834788,0.110786727361536,0.307160629184783,0.104083895185456,0.0111707418069663,0.00309586946063867,0.00200240678609189,0.000294228510394381,2.93120139185394e-05,1.93652405729155e-13,0.131013966855233
"ENSG00000234776",0.0485481241571121,0.0912525672845059,0.317661682527247,1.1903888626343e-10,0.157221810153321,0.00399603391294388,0.0029312208702084,0.00159572615936779,0.00096852675343163,0.00115038309913137,0.374673924963692
"ENSG00000121680",0.109290813635284,0.0612849827154091,0.611095401759355,0.0790694818894987,0.000678792646574092,0.00318469613710929,0.00538735498387473,2.49611524156189e-05,5.61015577928274e-05,0.00270927505480328,0.127218138467884
"ENSG00000165905",0.733645078437934,0.0170994808949468,0.00675307654255978,0.0151464190753092,3.30715042298244e-05,0.00613808917630421,6.80746198316173e-05,1.57402135727496e-06,5.32389542728717e-05,0.0814734758573096,0.139588420915945
"ENSG00000135365",0.302717106482318,0.16506667925171,0.0808253234708454,0.0284416727717881,0.140750081580565,0.111985723967955,0.00905011626647208,0.000167807506362118,4.36010021797299e-06,0.00368545607050466,0.157305672531262
"ENSG00000157613",0.185978932840045,0.0695120882316386,0.0305608921241438,0.0319774880380526,0.0307451281409819,0.0155208522947503,0.0129383846076347,0.00755486171610948,0.000911018400870767,0.113002731463827,0.501297622141946
"ENSG00000264102",1.00760378425669e-11,0.0729083654094715,0.122006482892175,0.0241960933543424,0.128602662642265,0.00802777599373144,0.0116651053654654,0.000776069810386058,0.00531315967096465,0.00236595629279557,0.624138328558327
"ENSG00000149091",0.0521582133024693,0.0203186593056357,0.544129299204737,0.119949167252233,0.0123064031457844,0.0145037960649022,0.0313940121008894,0.00770649849809176,0.00304665828981932,1.18016985803383e-12,0.194487292834257
