"","Regions","DonorID","Sequencing Batch","Age Interval","`Intronic Rate`","`Mapping Rate`","Hemisphere","`PMI (hours)`","`Total N Reads`","Sex","Residuals"
"ENSG00000272512",0.2391515934091,0.153679059892181,0.240699278989202,0.14770534115415,0.0682165920531414,0.000351744264521198,0.00551334006683616,0.00203727371969676,0.000671371706527592,2.02757712412789e-08,0.141974384468874
"ENSG00000188290",0.165097628802216,0.0359911266912668,0.577344437809628,0.039340470595079,0.000163399309277169,0.0242855507254413,1.13041175051297e-11,0.00171918952228467,0.00147220981756321,8.43217513548913e-12,0.154585986707507
"ENSG00000231702",0.410531805618583,0.0783379471026264,0.0580623877621317,0.0131667667980682,0.204299406588089,0.0490041494576436,0.0071788579371981,0.00643234521178956,0.000164803190794668,4.28659611926231e-13,0.172821530332647
"ENSG00000224969",0.390984429042329,0.0477263931062407,0.00127344589489278,0.118583194738053,0.208189699891361,0.0418337911218631,0.0036212125241643,0.0043096988834398,0.00155972105954284,0.000940077560769731,0.180978336177344
"ENSG00000187608",0.0648262423224132,0.0952305608507283,0.388626542676045,0.0257857088379359,0.00243944748498911,0.0214449505192975,0,0.020069542793815,0.000220819799773564,3.46229083228393e-12,0.381356184711541
"ENSG00000242590",0.0105910066179546,0.0392311766627136,0.717582452902611,0.0572456775133058,0.0019844689699093,0.00548803662594105,0.0122365380990329,0.000346035345218162,0.000431645133325433,0.000170405721881626,0.154692556408107
"ENSG00000188157",0.111934119259472,0.0456416166357281,0.519474069629873,0.0679080360769447,0.0104180486810197,0.010559377367408,0.00737625411194965,0.00532405208142233,0.00110727596186211,0.0758875198054352,0.144369630388885
"ENSG00000217801",0.0636419810961375,0.0607814095143632,0.051606994241888,0.424250065362545,0.00157677691462767,0.00384558429999047,0.0321296094603102,0.000603577526744213,0.000208847594372006,4.61577946999092e-15,0.361355153989017
"ENSG00000131591",0.0356873976723353,0.0575806583881513,0.682903015903572,0.0615877438430088,0.0322381753638149,0.00246560119796996,0.0147312024521713,0.000106271375874856,0.00014864009048158,0.00199912459066735,0.110552169121952
"ENSG00000078808",0.00703449568325129,0.0331425135635433,0.741559189769923,0.0391710720581666,0.00101427580229895,0.00719285693456055,0.00509733623677742,0.00542033531896326,0.00140937084250917,0.0129388190388644,0.146019734751142
"ENSG00000176022",0.0831937403240874,0.203754627224069,0.259904802119797,0.092104946911618,0.0545835712747104,0.000325276388297646,0.0519673345800692,0.000694276433002987,7.95127719508312e-05,0.00507372162122936,0.248318190351168
