"","`rRNA ratio`","Regions","DonorID","`Exonic Rate`","Type of Batch","Hardy Scale","`Mapping Rate`","RIN","`PMI (hours)`","`Total N Reads`","Age Interval","Sex","Residuals"
"ENSG00000230415",0.373690884503053,0.125897399100751,0.0564897726110675,0.235356762050305,0.0314202301818393,0.00937653521287122,0.00594131996888005,0.0153850763173044,0.000235118679330994,4.4931655286164e-05,0.0002270728818968,7.36225301675029e-10,0.145934896101189
"ENSG00000162572",0.41584743447715,0.187608791810551,0.077897244367094,0.137032504201952,0.0119857284598975,0.0011540820800022,0.0116110237109684,0.000975971687311105,2.25465775872292e-05,0.000163001856506527,0.000492397113457785,1.38043231555936e-12,0.155209273656143
"ENSG00000131584",0.271007225124748,0.399040834244698,0.0529796097616755,0.0703153551091721,0.0130267806471919,0.00653664611129231,0.00771656168822212,0.0159768177570492,1.6771705060583e-05,8.97871144128465e-05,0.000856694215644942,3.96414790728224e-07,0.162436520106042
"ENSG00000169972",0.491371515236455,0.173860457503711,0.10713328672307,0.000235703540312669,1.39200030368691e-13,4.78927242666363e-07,0.00775810584244387,1.03795122799832e-05,4.09552535521409e-05,9.61751278545512e-05,0.000797905418481304,0.00311990144406471,0.215575135470394
"ENSG00000127054",0.492479160517126,0.258301469142191,0.0765148391795949,0.0669196812356688,8.90290986690199e-07,0.00523649706864645,0.00987360691252521,5.0849341853696e-05,0.000633234867154438,5.56292601714262e-05,6.1605153726271e-06,6.71772481388975e-07,0.0899273098962276
"ENSG00000240731",0.31153231484486,0.235536053482469,0.0574824372558426,0.249489629324187,0.0100333640031561,0.00145810934697833,0.00537017714680226,0.00121530801173976,0.00184436618288682,3.60818158141863e-05,1.73588518597348e-10,2.63093712005341e-08,0.126002132102304
"ENSG00000224051",0.435208447370007,0.194378957562674,0.0978944956107386,0.00736101912721658,0.00637048641480678,1.29230086324826e-08,0.0104312108686657,5.17794465014343e-09,2.53499072928417e-05,0.000113598721849028,0.000980556161504316,0,0.247235860154292
"ENSG00000169962",0.0363357728846692,0.514333118422312,0.0916417299650153,0.148214710733944,0.00390066591522691,0.00722723920639325,0.00159871770640804,0.00124679540735885,0.000577761538128747,0.000465543811115984,0.00169519168020356,0,0.192762752729224
"ENSG00000107404",0.444398593372843,0.20051625548734,0.133229797360786,0.000195579869498666,0.00248582094849931,0,0.00652780823418999,0.00145411083679556,0.000165189051391339,0.000281415635438102,8.63595275934828e-06,9.76721170887687e-07,0.210735816529288
"ENSG00000162576",0.264912276688218,0.316910953402455,0.0845853043183162,0.0429072088132165,0.0543463583089625,0,0.00325597699769539,0.00049523723720639,2.70406211319454e-07,4.18457035917245e-06,7.39478272794068e-06,1.1738283339274e-06,0.232573660646298
