HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols	Ensembl gene ID
HGNC:14796	OR4C9P	Approved			ENSG00000254925
HGNC:14800	OR4C10P	Approved			ENSG00000184789
HGNC:15167	OR4C11	Approved	OR4C11P		ENSG00000172188
HGNC:15168	OR4C12	Approved			ENSG00000221954
HGNC:15169	OR4C13	Approved			ENSG00000258817
HGNC:15170	OR4C14P	Approved			ENSG00000233301
HGNC:15171	OR4C15	Approved			ENSG00000181939
HGNC:15172	OR4C16	Approved			ENSG00000279514
HGNC:19605	OR4C17P	Symbol Withdrawn	OR4C17	OR4C47P	
HGNC:31270	OR4C45	Approved			ENSG00000260811
HGNC:31271	OR4C46	Approved			ENSG00000185926
HGNC:31272	OR4C48P	Approved			ENSG00000283605
HGNC:31273	OR4C49P	Approved			ENSG00000260595
HGNC:31274	OR4C50P	Approved			ENSG00000237610
HGNC:8293	OR4D1	Approved	OR4D3	TPCR16	ENSG00000141194
HGNC:8294	OR4D2	Approved			ENSG00000255713
HGNC:8295	OR4D3	Symbol Withdrawn			
HGNC:14776	OR4D4P	Entry Withdrawn			
HGNC:14852	OR4D5	Approved			ENSG00000171014
HGNC:15175	OR4D6	Approved			ENSG00000166884
HGNC:15176	OR4D7P	Approved		OST724	ENSG00000254770
HGNC:15177	OR4D8P	Approved			ENSG00000204989
HGNC:15178	OR4D9	Approved			ENSG00000172742
HGNC:15173	OR4D10	Approved	OR4D10P	OST711	ENSG00000254466
HGNC:15174	OR4D11	Approved	OR4D11P		ENSG00000176200
HGNC:8296	OR4E1	Approved	OR4E1P		ENSG00000276240
HGNC:8297	OR4E2	Approved			ENSG00000221977
HGNC:14571	OR4F1	Symbol Withdrawn			
HGNC:8298	OR4F1P	Approved	OR4F1	HSDJ0609N19	ENSG00000220212
HGNC:8299	OR4F2P	Approved		OR4F2, hs6M1-11, S191N21	ENSG00000224777
HGNC:8300	OR4F3	Approved			ENSG00000230178
HGNC:8301	OR4F4	Approved		OR4F18	ENSG00000177693
HGNC:14825	OR4F5	Approved			ENSG00000186092
HGNC:15372	OR4F6	Approved	OR4F12		ENSG00000184140
HGNC:15089	OR4F7P	Approved	OR4F10		ENSG00000217874
HGNC:55111	OR4F8BP	Approved			ENSG00000286255
HGNC:15395	OR4F8P	Approved	OR4F20P, OR4F9P		ENSG00000266971
HGNC:15396	OR4F9P	Symbol Withdrawn			
HGNC:15074	OR4F10	Symbol Withdrawn			
HGNC:15380	OR4F11P	Symbol Withdrawn			
HGNC:15075	OR4F12	Symbol Withdrawn			
HGNC:15076	OR4F13P	Approved			ENSG00000214344
HGNC:15077	OR4F14P	Approved	OR4F14		ENSG00000232459
HGNC:15078	OR4F15	Approved			ENSG00000182854
HGNC:15079	OR4F16	Approved			ENSG00000284662
HGNC:15381	OR4F17	Approved	OR4F19, OR4F11P, OR4F18		ENSG00000176695
HGNC:15393	OR4F18	Symbol Withdrawn			
HGNC:15394	OR4F19	Symbol Withdrawn			
HGNC:19545	OR4F20P	Symbol Withdrawn			
HGNC:19583	OR4F21	Approved	OR4F21P		ENSG00000176269
HGNC:31229	OR4F28P	Approved			ENSG00000257109
HGNC:31275	OR4F29	Approved			ENSG00000284733
HGNC:8302	OR4G1P	Approved	OR4G8P	OLB	ENSG00000267310
HGNC:8303	OR4G2P	Approved	OR4G7P		ENSG00000183909
HGNC:8304	OR4G3P	Approved	OR4G3, OR4G5P	OLC, OLC-7501	ENSG00000282137
HGNC:14822	OR4G4P	Approved			ENSG00000268020
HGNC:15382	OR4G5P	Symbol Withdrawn			
HGNC:15039	OR4G6P	Approved			ENSG00000275771
HGNC:15397	OR4G7P	Symbol Withdrawn			
HGNC:15398	OR4G8P	Symbol Withdrawn			
HGNC:31276	OR4G11P	Approved			ENSG00000240361
HGNC:8307	OR4H1P	Symbol Withdrawn		OR15-81	
HGNC:8308	OR4H2P	Symbol Withdrawn		OR4-119, OR4H2	
HGNC:8309	OR4H3P	Symbol Withdrawn		OR4-115, OR4H3	
HGNC:8310	OR4H4P	Symbol Withdrawn		OR15-69, OR4H4	
HGNC:8311	OR4H5P	Symbol Withdrawn	OR4H5, OR4H7, OR4H7P	OR5-39, OR4H5, OR4H7, OR4H7P, OR5-84	
HGNC:55112	OR4H6BP	Approved			ENSG00000285116
HGNC:8312	OR4H6P	Approved	OR4H9P, OR4H10P, OR4H5P, OR4H11P, OR4H5, OR4H7, OR4H7P, OR4H2P, OR4H3P, OR4H11, OR4H2, OR4H3, OR4H1P, OR4H4P, OR4H10, OR4H4, OR4H8P, OR4H8	OR15-71, OR4H6, OR15-82, OR4H9, OR5-39, OR5-84, OR4-114, OR4-115, OR4-119, OR15-69, OR15-80, OR15-81, OR14-58	ENSG00000284892
HGNC:8313	OR4H7P	Symbol Withdrawn		OR5-84, OR4H7	
HGNC:8314	OR4H8P	Symbol Withdrawn	OR4H8	OR14-58	
HGNC:8315	OR4H9P	Symbol Withdrawn		OR15-82, OR4H9	
HGNC:8305	OR4H10P	Symbol Withdrawn	OR4H1P, OR4H4P, OR4H10, OR4H4	OR15-80, OR4H10, OR4H1P, OR4H4P, OR4H4, OR15-69, OR15-80, OR15-81	
HGNC:8306	OR4H11P	Symbol Withdrawn	OR4H2P, OR4H3P, OR4H11, OR4H2, OR4H3	OR4-114, OR4-115, OR4-119, OR4H2P, OR4H3P, OR4H11, OR4H2, OR4H3	
HGNC:19433	OR4H12P	Approved	OR4H12	C14orf14	ENSG00000176312
HGNC:14726	OR4K1	Approved			ENSG00000155249
HGNC:14728	OR4K2	Approved			ENSG00000165762
HGNC:14731	OR4K3	Approved	OR4K3P		ENSG00000176290
HGNC:14744	OR4K4P	Approved			ENSG00000258541
HGNC:14745	OR4K5	Approved			ENSG00000176281
HGNC:14748	OR4K6P	Approved			ENSG00000228304
HGNC:14756	OR4K7P	Approved	OR4K10P		ENSG00000265340
HGNC:14787	OR4K8P	Approved	OR4K9P		ENSG00000266693
HGNC:15387	OR4K9P	Symbol Withdrawn			
HGNC:15386	OR4K10P	Symbol Withdrawn			
HGNC:15402	OR4K11P	Approved		OR21-1	ENSG00000179381
HGNC:15403	OR4K12P	Approved		OR21-2	ENSG00000218549
HGNC:15351	OR4K13	Approved			ENSG00000176253
HGNC:15352	OR4K14	Approved			ENSG00000169484
HGNC:15353	OR4K15	Approved		OR4K15Q	ENSG00000169488
HGNC:15354	OR4K16P	Approved			ENSG00000258822
HGNC:15355	OR4K17	Approved			ENSG00000176230
HGNC:15356	OR4L1	Approved	OR4L2P		ENSG00000176246
HGNC:15357	OR4L2P	Symbol Withdrawn			
HGNC:14735	OR4M1	Approved			ENSG00000176299
HGNC:15373	OR4M2	Approved			ENSG00000274102
HGNC:56199	OR4M2-OT1	Approved			ENSG00000285472
HGNC:55109	OR4M2B	Approved			ENSG00000182974
HGNC:14740	OR4N1P	Approved			ENSG00000258564
HGNC:14742	OR4N2	Approved			ENSG00000176294
HGNC:55116	OR4N3BP	Approved			ENSG00000279445
HGNC:15374	OR4N3P	Approved			ENSG00000259435
HGNC:15375	OR4N4	Approved			ENSG00000183706
HGNC:55110	OR4N4C	Approved			ENSG00000279408
HGNC:15358	OR4N5	Approved			ENSG00000184394
HGNC:14754	OR4P1P	Approved			ENSG00000188439
HGNC:15425	OR4P2P	Entry Withdrawn			
HGNC:15179	OR4P3P	Symbol Withdrawn			
HGNC:15180	OR4P4	Approved	OR4P3P		ENSG00000181927
HGNC:15376	OR4Q1P	Approved			ENSG00000285135
HGNC:15359	OR4Q2	Approved	OR4Q2P		ENSG00000196383
HGNC:15426	OR4Q3	Approved	OR4Q4	C14orf13	ENSG00000182652
HGNC:19432	OR4Q4	Symbol Withdrawn		C14orf13	
HGNC:14798	OR4R1P	Approved			ENSG00000255215
HGNC:15181	OR4R2P	Approved			ENSG00000255560
HGNC:15182	OR4R3P	Approved			ENSG00000254624
HGNC:14705	OR4S1	Approved			ENSG00000176555
HGNC:15183	OR4S2	Approved	OR4S2P	OST725	ENSG00000174982
HGNC:15360	OR4T1P	Approved			ENSG00000258641
HGNC:15361	OR4U1P	Approved			ENSG00000258899
HGNC:14736	OR4V1P	Approved			ENSG00000254841
HGNC:15405	OR4W1P	Approved			
HGNC:14854	OR4X1	Approved			ENSG00000176567
HGNC:15184	OR4X2	Approved			ENSG00000172208
HGNC:31277	OR4X7P	Approved			ENSG00000255077
HGNC:8319	OR5A1	Approved	OR5A1P	OST181	ENSG00000172320
HGNC:15249	OR5A2	Approved			ENSG00000172324
HGNC:15047	OR5AC1	Approved	OR5AC1P		ENSG00000213439
HGNC:15431	OR5AC2	Approved		HSA1	ENSG00000196578
HGNC:31284	OR5AC4P	Approved			ENSG00000251090
HGNC:14714	OR5AH1P	Approved			ENSG00000268067
HGNC:15250	OR5AK1P	Approved	OR5AK5P		ENSG00000255083
HGNC:15251	OR5AK2	Approved			ENSG00000181273
HGNC:15252	OR5AK3P	Approved	OR5AK3		ENSG00000181282
HGNC:15253	OR5AK4P	Approved			ENSG00000283307
HGNC:19550	OR5AK5P	Symbol Withdrawn			
HGNC:14844	OR5AL1	Approved	OR5AL1P		ENSG00000272987
HGNC:14850	OR5AL2P	Approved			ENSG00000255466
HGNC:15254	OR5AM1P	Approved			ENSG00000255172
HGNC:15255	OR5AN1	Approved			ENSG00000176495
HGNC:15256	OR5AN2P	Approved			ENSG00000235678
HGNC:31285	OR5AO1P	Approved			ENSG00000272676
HGNC:15257	OR5AP1P	Approved			ENSG00000254795
HGNC:15258	OR5AP2	Approved			ENSG00000172464
HGNC:15259	OR5AQ1P	Approved			ENSG00000184741
HGNC:15260	OR5AR1	Approved			ENSG00000172459
HGNC:15261	OR5AS1	Approved			ENSG00000181785
HGNC:15362	OR5AU1	Approved			ENSG00000169327
HGNC:15406	OR5AW1P	Approved			ENSG00000229082
HGNC:15262	OR5AZ1P	Approved			ENSG00000180714
HGNC:8322	OR5B1P	Approved	OR5B9P, OR5B9, OR5B5P, OR5B14P, OR5B7P, OR5B7, OR5B8, OR5B8P, OR5B5, OR5B6, OR5B6P	OR8-122, OR8-123, OR6-57, OR6-55, OR3-144, OR912-92	ENSG00000233499
HGNC:8323	OR5B2	Approved		OST073	ENSG00000172365
HGNC:8324	OR5B3	Approved	OR5B13	OST129	ENSG00000172769
HGNC:8325	OR5B4P	Symbol Withdrawn		OR13-34	
HGNC:8326	OR5B5P	Symbol Withdrawn	OR5B5, OR5B6, OR5B6P	OR3-144, OR5B5, OR5B6, OR5B6P, OR912-92	
HGNC:8327	OR5B6P	Symbol Withdrawn		OR912-92, OR5B6	
HGNC:8328	OR5B7P	Symbol Withdrawn	OR5B7, OR5B8, OR5B8P	OR6-57, OR5B7, OR5B8, OR5B8P, OR6-55	
HGNC:8329	OR5B8P	Symbol Withdrawn		OR6-55, OR5B8	
HGNC:8330	OR5B9P	Symbol Withdrawn		OR8-123, OR5B9	
HGNC:8320	OR5B10P	Approved	OR5B11P, OR5B4P, OR5B10, OR5B11, OR5B18P	OR13-67, OR13-34, OR13-64	ENSG00000255096
HGNC:8321	OR5B11P	Symbol Withdrawn		OR13-64, OR5B11	
HGNC:15432	OR5B12	Approved	OR5B12P, OR5B16	OST743	ENSG00000172362
HGNC:15263	OR5B13	Symbol Withdrawn			
HGNC:15264	OR5B14P	Symbol Withdrawn			
HGNC:15265	OR5B15P	Approved			ENSG00000273408
HGNC:15266	OR5B16	Symbol Withdrawn			
HGNC:15267	OR5B17	Approved	OR5B20P		ENSG00000197786
HGNC:15268	OR5B18P	Symbol Withdrawn			
HGNC:15269	OR5B19P	Approved			ENSG00000255431
HGNC:19584	OR5B20P	Symbol Withdrawn			
HGNC:19616	OR5B21	Approved			ENSG00000198283
HGNC:15270	OR5BA1P	Approved			ENSG00000255303
HGNC:15271	OR5BB1P	Approved			ENSG00000198261
HGNC:15272	OR5BC1P	Approved			ENSG00000255218
HGNC:14843	OR5BD1P	Approved			ENSG00000254749
HGNC:15273	OR5BE1P	Approved			ENSG00000225538
HGNC:15274	OR5BG1P	Symbol Withdrawn	OR5BG1P		
HGNC:15407	OR5BH1P	Approved	OR5BH2P		ENSG00000242610
HGNC:15433	OR5BH2P	Symbol Withdrawn			
HGNC:15434	OR5BJ1P	Approved		OST740	ENSG00000257792
HGNC:14817	OR5BK1P	Approved			ENSG00000257763
HGNC:15275	OR5BL1P	Approved			ENSG00000272569
HGNC:14835	OR5BM1P	Approved			ENSG00000250750
HGNC:15276	OR5BN1P	Approved			ENSG00000254848
HGNC:29194	OR5BN2P	Approved			ENSG00000255140
HGNC:15277	OR5BP1P	Approved			ENSG00000273255
HGNC:15278	OR5BQ1P	Approved	OR5BQ2P		ENSG00000273228
HGNC:19615	OR5BQ2P	Symbol Withdrawn			
HGNC:15279	OR5BR1P	Approved			ENSG00000255386
HGNC:19627	OR5BS1	Approved	OR5BS1P		ENSG00000198678
HGNC:19629	OR5BT1P	Approved			ENSG00000258024
HGNC:8331	OR5C1	Approved	OR5C2P	OR9-F, hRPK-465_F_21	ENSG00000148215
HGNC:15116	OR5C2P	Symbol Withdrawn			
HGNC:8334	OR5D1P	Symbol Withdrawn		OR8-125	
HGNC:8335	OR5D2P	Approved	OR5D6P, OR5D10P, OR5D1P, OR5D5P, OR5D12P, OR5D8P, OR5D7P, OR5D9P, OR5D12, OR5D11P, OR5D11	OR11-7a, OR912-91, OR8-127, OR912-47, OR18-44, R5D9P, OR18-17, OR18-42, OR18-43, OR912-94, OR8-125	ENSG00000254457
HGNC:14590	OR5D3	Symbol Withdrawn			
HGNC:8336	OR5D3	Approved	OR5D3P, OR5D4	OR11-8b, OR11-8c	ENSG00000186886
HGNC:8337	OR5D4	Symbol Withdrawn			
HGNC:8338	OR5D5P	Symbol Withdrawn	OR5D8P	OR912-47, OR5D8P	
HGNC:8339	OR5D6P	Symbol Withdrawn			
HGNC:8340	OR5D7P	Symbol Withdrawn		OR18-17	
HGNC:8341	OR5D8P	Symbol Withdrawn		OR18-79	
HGNC:15435	OR5D10P	Symbol Withdrawn		OR912-94	
HGNC:8332	OR5D11P	Symbol Withdrawn	OR5D11, OR5D1P, OR5D11P	OR8-125, OR8-127	
HGNC:8333	OR5D12P	Symbol Withdrawn	OR5D7P, OR5D9P, OR5D12	OR18-44, OR5D12, R5D9P, OR5D7P, OR18-17, OR18-42, OR18-43	
HGNC:15280	OR5D13	Approved			ENSG00000279761
HGNC:15281	OR5D14	Approved			ENSG00000186113
HGNC:15282	OR5D15P	Approved			ENSG00000255019
HGNC:15283	OR5D16	Approved			ENSG00000205029
HGNC:15284	OR5D17P	Approved			ENSG00000181837
HGNC:15285	OR5D18	Approved			ENSG00000186119
HGNC:8342	OR5E1P	Approved	OR5E1	TPCR24, HSTPCR24	ENSG00000170688
HGNC:8343	OR5F1	Approved		OR11-10	ENSG00000149133
HGNC:15286	OR5F2P	Approved			ENSG00000182365
HGNC:8344	OR5G1P	Approved	OR5G2P	OR11-104, OR93	ENSG00000181296
HGNC:8345	OR5G2P	Symbol Withdrawn		OR93Hum	
HGNC:15287	OR5G3	Approved	OR5G6P, OR5G3P		ENSG00000241356
HGNC:15288	OR5G4P	Approved			ENSG00000255485
HGNC:15289	OR5G5P	Approved			ENSG00000205025
HGNC:19610	OR5G6P	Symbol Withdrawn			
HGNC:8346	OR5H1	Approved		HTPCRX14, HSHTPCRX14	ENSG00000231192
HGNC:14752	OR5H2	Approved			ENSG00000197938
HGNC:14753	OR5H3P	Approved			ENSG00000249975
HGNC:14763	OR5H4P	Approved			ENSG00000248507
HGNC:14765	OR5H5P	Approved			ENSG00000249321
HGNC:14767	OR5H6	Approved			ENSG00000230301
HGNC:14771	OR5H7P	Approved			ENSG00000187900
HGNC:14773	OR5H8	Approved	OR5H8P		ENSG00000232535
HGNC:31286	OR5H14	Approved			ENSG00000236032
HGNC:31287	OR5H15	Approved			ENSG00000233412
HGNC:8347	OR5I1	Approved		HSOlf1, OLF1	ENSG00000167825
HGNC:8348	OR5J1P	Approved	OR5J1	HTPCRH02	ENSG00000181780
HGNC:19612	OR5J2	Approved			ENSG00000174957
HGNC:31289	OR5J7P	Approved			ENSG00000255217
HGNC:8349	OR5K1	Approved		HTPCRX10, HSHTPCRX10	ENSG00000232382
HGNC:14774	OR5K2	Approved			ENSG00000231861
HGNC:31290	OR5K3	Approved			ENSG00000206536
HGNC:31291	OR5K4	Approved			ENSG00000196098
HGNC:8350	OR5L1	Approved		OST262	ENSG00000279395
HGNC:8351	OR5L2	Approved		HTPCRX16, HSHTPCRX16	ENSG00000205030
HGNC:8352	OR5M1	Approved		OST050	ENSG00000255012
HGNC:14803	OR5M2P	Approved			ENSG00000254752
HGNC:14806	OR5M3	Approved			ENSG00000174937
HGNC:14808	OR5M4P	Approved			ENSG00000230416
HGNC:14810	OR5M5P	Approved			ENSG00000185701
HGNC:14814	OR5M6P	Approved			ENSG00000254603
HGNC:14818	OR5M7P	Approved			ENSG00000254490
HGNC:14846	OR5M8	Approved			ENSG00000181371
HGNC:15294	OR5M9	Approved			ENSG00000150269
HGNC:15290	OR5M10	Approved			ENSG00000254834
HGNC:15291	OR5M11	Approved		OR11-199	ENSG00000255223
HGNC:15292	OR5M12P	Approved			ENSG00000197866
HGNC:15293	OR5M13P	Approved			ENSG00000166693
HGNC:15057	OR5M14P	Approved	OR5M15P		ENSG00000249081
HGNC:19645	OR5M15P	Symbol Withdrawn			
HGNC:14779	OR5P1P	Approved			ENSG00000166408
HGNC:14783	OR5P2	Approved		JCG3	ENSG00000183303
HGNC:14784	OR5P3	Approved		JCG1	ENSG00000182334
HGNC:15295	OR5P4P	Approved		OST730	ENSG00000227892
HGNC:15040	OR5S1P	Approved			ENSG00000213048
HGNC:14821	OR5T1	Approved	OR5T1P		ENSG00000181698
HGNC:15296	OR5T2	Approved			ENSG00000181718
HGNC:15297	OR5T3	Approved		OR5T3Q	ENSG00000172489
HGNC:13972	OR5V1	Approved		hs6M1-21	ENSG00000243729
HGNC:15298	OR5W1P	Approved			ENSG00000227806
HGNC:15299	OR5W2	Approved	OR5W2P, OR5W3P		ENSG00000187612
HGNC:15300	OR5W3P	Symbol Withdrawn			
HGNC:8353	OR6A1	Symbol Withdrawn		OR11-55	
HGNC:15301	OR6A2	Approved	OR6A2P, OR6A1	OR11-55	ENSG00000184933
HGNC:8354	OR6B1	Approved		OR7-3	ENSG00000221813
HGNC:15041	OR6B2	Approved	OR6B2P		ENSG00000182083
HGNC:15042	OR6B3	Approved	OR6B3P	OR6B3Q	ENSG00000178586
HGNC:8355	OR6C1	Approved		OST267	ENSG00000205330
HGNC:15436	OR6C2	Approved		OR6C67	ENSG00000179695
HGNC:15437	OR6C3	Approved		OST709	ENSG00000205329
HGNC:19632	OR6C4	Approved			ENSG00000179626
HGNC:31292	OR6C5P	Approved			ENSG00000230307
HGNC:31293	OR6C6	Approved			ENSG00000188324
HGNC:31306	OR6C7P	Approved			ENSG00000257757
HGNC:31294	OR6C64P	Approved			ENSG00000234670
HGNC:31295	OR6C65	Approved			ENSG00000205328
HGNC:31296	OR6C66P	Approved			ENSG00000233606
HGNC:31297	OR6C68	Approved			ENSG00000205327
HGNC:31298	OR6C69P	Approved			ENSG00000213451
HGNC:31299	OR6C70	Approved			ENSG00000184954
HGNC:31300	OR6C71P	Approved			ENSG00000203408
HGNC:31301	OR6C72P	Approved			ENSG00000205331
HGNC:31302	OR6C73P	Approved			ENSG00000257414
HGNC:31303	OR6C74	Approved			ENSG00000197706
HGNC:31304	OR6C75	Approved			ENSG00000187857
HGNC:31305	OR6C76	Approved			ENSG00000185821
HGNC:14849	OR6D1P	Approved			ENSG00000224402
HGNC:15123	OR6D2P	Entry Withdrawn			
HGNC:14739	OR6E1P	Approved			ENSG00000235213
HGNC:15027	OR6F1	Approved		OST731	ENSG00000169214
HGNC:14707	OR6J1	Approved	OR6J2, OR6J1P		ENSG00000255804
HGNC:14734	OR6J2	Symbol Withdrawn			
HGNC:15028	OR6K1P	Approved			ENSG00000231237
HGNC:15029	OR6K2	Approved			ENSG00000196171
HGNC:15030	OR6K3	Approved			ENSG00000203757
HGNC:15031	OR6K4P	Approved			ENSG00000180437
HGNC:15032	OR6K5P	Approved			ENSG00000226949
HGNC:15033	OR6K6	Approved			ENSG00000180433
HGNC:15124	OR6L1P	Approved			ENSG00000233685
HGNC:15125	OR6L2P	Approved			ENSG00000273327
HGNC:14711	OR6M1	Approved			ENSG00000196099
HGNC:14713	OR6M2P	Approved			ENSG00000254613
HGNC:14741	OR6M3P	Approved			ENSG00000254430
HGNC:15034	OR6N1	Approved			ENSG00000197403
HGNC:15035	OR6N2	Approved			ENSG00000188340
HGNC:15036	OR6P1	Approved			ENSG00000186440
HGNC:15302	OR6Q1	Approved			ENSG00000279051
HGNC:15037	OR6R1P	Approved			ENSG00000230576
HGNC:31307	OR6R2P	Approved			ENSG00000273484
HGNC:15363	OR6S1	Approved		OR6S1Q	ENSG00000181803
HGNC:14848	OR6T1	Approved			ENSG00000181499
HGNC:15336	OR6U1P	Symbol Withdrawn			
HGNC:19631	OR6U2P	Approved	OR6U1P		ENSG00000272937
HGNC:15090	OR6V1	Approved		GPR138	ENSG00000225781
HGNC:15091	OR6W1P	Approved	OR6W1	sdolf	ENSG00000179420
HGNC:14737	OR6X1	Approved			ENSG00000221931
HGNC:14823	OR6Y1	Approved	OR6Y2		ENSG00000197532
HGNC:19568	OR6Y2	Symbol Withdrawn			
HGNC:8364	OR7A1P	Approved	OR7A6P	OR19-3, OLF4p, hg513	ENSG00000268834
HGNC:8365	OR7A2	Symbol Withdrawn		OR19-18	
HGNC:8370	OR7A2P	Approved	OR7A7, OR7A2	hg1003, OR19-18, OLF4p	ENSG00000172148
HGNC:8366	OR7A3P	Approved	OR7A12P, OR7A14P, OR7A14, OR7A13P	OR11-7b, OR19-12, OR14-59, OR14-11	ENSG00000269787
HGNC:8367	OR7A4P	Symbol Withdrawn		OR19-1	
HGNC:8368	OR7A5	Approved		HTPCR2	ENSG00000188269
HGNC:8369	OR7A6P	Symbol Withdrawn		hg513	
HGNC:8371	OR7A8P	Approved	OR7A9P	OST042, HG83, OR19-11	ENSG00000269552
HGNC:8372	OR7A9P	Symbol Withdrawn		hg83	
HGNC:8356	OR7A10	Approved			ENSG00000127515
HGNC:8357	OR7A11P	Approved	OR7A11	OST527	ENSG00000198367
HGNC:8358	OR7A12P	Symbol Withdrawn	OR7A13P	OR14-59, OR7A13P, OR14-11	
HGNC:8359	OR7A13P	Symbol Withdrawn		OR14-11	
HGNC:8360	OR7A14P	Symbol Withdrawn	OR7A14	OR19-12, OR7A14	
HGNC:8361	OR7A15P	Approved	OR7A4P, OR7A16P, OR7A20P	OR19-134, OR19-1, OR19-146	ENSG00000176923
HGNC:8362	OR7A16P	Symbol Withdrawn		OR19-146	
HGNC:8363	OR7A17	Approved		HTPCRX19	ENSG00000185385
HGNC:15399	OR7A18P	Approved			ENSG00000269678
HGNC:15337	OR7A19P	Approved			ENSG00000272963
HGNC:19591	OR7A20P	Symbol Withdrawn			
HGNC:8373	OR7C1	Approved	OR7C4	OR19-5	ENSG00000127530
HGNC:8374	OR7C2	Approved	OR7C3	OR19-18	ENSG00000127529
HGNC:8375	OR7C3	Symbol Withdrawn		OR19-18	
HGNC:8376	OR7C4	Symbol Withdrawn		TPCR86	
HGNC:8377	OR7D1P	Approved	OR7D3P, OR7D3	OR19-A	ENSG00000188314
HGNC:8378	OR7D2	Approved		OR19-4, HTPCRH03, FLJ38149	ENSG00000188000
HGNC:8379	OR7D3P	Symbol Withdrawn		OR19-131, OR7D3	
HGNC:8380	OR7D4	Approved	OR7D4P	hg105, OR19-B	ENSG00000174667
HGNC:31308	OR7D11P	Approved			
HGNC:8391	OR7E1P	Approved			ENSG00000255554
HGNC:8402	OR7E2P	Approved	OR7F2P, OR7E51P	OR11-6, hg94	ENSG00000255203
HGNC:8413	OR7E3P	Symbol Withdrawn	OR7F3P	OR11-9	
HGNC:8424	OR7E4P	Approved	OR7F4P	OR11-11a	ENSG00000255261
HGNC:8435	OR7E5P	Approved	OR7F5P	OR11-12, FLJ31393	ENSG00000214880
HGNC:8446	OR7E6P	Symbol Withdrawn			
HGNC:8457	OR7E7P	Approved			ENSG00000238228
HGNC:8458	OR7E8P	Approved		OR11-11a	ENSG00000177400
HGNC:8459	OR7E9P	Entry Withdrawn			
HGNC:8381	OR7E10P	Approved		OR11-1	ENSG00000254724
HGNC:8382	OR7E11P	Approved	OR7E144P	OR11-2	ENSG00000285537
HGNC:8383	OR7E12P	Approved	OR7E58P, OR7E79P	OR11-3	ENSG00000189398
HGNC:8384	OR7E13P	Approved		OR11-4	ENSG00000197882
HGNC:8385	OR7E14P	Approved	OR7E151P	OR11-5	ENSG00000184669
HGNC:8386	OR7E15P	Approved	OR7E80P, OR7E42P	OR11-392, OST001	ENSG00000254917
HGNC:8387	OR7E16P	Approved	OR7E60P, OR7E17P	OR19-133, OR19-9	ENSG00000267775
HGNC:8388	OR7E17P	Symbol Withdrawn		OR19-9	
HGNC:8389	OR7E18P	Approved	OR7E61, OR7E98P	OR19-14, TPCR26	ENSG00000180926
HGNC:8390	OR7E19P	Approved	OR7E65	OR19-7	ENSG00000225980
HGNC:8392	OR7E20P	Symbol Withdrawn			
HGNC:8393	OR7E21P	Approved	OR7E49P, OR7E127P	OR4DG, OST035	ENSG00000251178
HGNC:8394	OR7E22P	Approved		OR6DG, OR3.6	ENSG00000179799
HGNC:8395	OR7E23P	Approved	OR7E92P	OR21-3	ENSG00000228433
HGNC:8396	OR7E24	Approved	OR7E24P	OR19-8, HSHT2, OR7E24Q	ENSG00000237521
HGNC:8397	OR7E25P	Approved		OR19-C, CIT-B-440L2	ENSG00000187847
HGNC:8398	OR7E26P	Approved	OR7E67P, OR7E69P, OR7E70P, OR7E68P	OR1-51, OR1-72, OR1-73, OR912-95	ENSG00000228547
HGNC:8399	OR7E27P	Symbol Withdrawn		hg616	
HGNC:8400	OR7E28P	Approved	OR7E133P, OR7E107P, OR7E27P	OST128, hg616	ENSG00000251491
HGNC:8401	OR7E29P	Approved		OST032	ENSG00000243429
HGNC:8403	OR7E30P	Entry Withdrawn			
HGNC:8404	OR7E31P	Approved	OR7E32P	OST205	ENSG00000185074
HGNC:8405	OR7E32P	Symbol Withdrawn		OST016	
HGNC:8406	OR7E33P	Approved		hg688	ENSG00000226537
HGNC:8407	OR7E34P	Entry Withdrawn			
HGNC:8408	OR7E35P	Approved	OR7E120	OST018	ENSG00000250425
HGNC:8409	OR7E36P	Approved	OR7E119P	OST024	ENSG00000205240
HGNC:8410	OR7E37P	Approved		hg533	ENSG00000215480
HGNC:8411	OR7E38P	Approved	OR7E76	OST127	ENSG00000183444
HGNC:8412	OR7E39P	Approved	OR7E138P	hg611	ENSG00000273252
HGNC:8414	OR7E40P	Symbol Withdrawn		OST215	
HGNC:8415	OR7E41P	Approved	OR7F6P, OR7E50P, OR7E95P	OR11-20, hg84, OR8-126	ENSG00000250640
HGNC:8416	OR7E42P	Symbol Withdrawn		OST001	
HGNC:8417	OR7E43P	Approved		OR4-116	ENSG00000249844
HGNC:8418	OR7E44P	Entry Withdrawn			
HGNC:8419	OR7E45P	Entry Withdrawn			
HGNC:8420	OR7E46P	Approved		OST379, MCEEP	ENSG00000234485
HGNC:8421	OR7E47P	Approved		OR7E141	ENSG00000257542
HGNC:8422	OR7E48P	Entry Withdrawn			
HGNC:8423	OR7E49P	Symbol Withdrawn		OST035	
HGNC:8425	OR7E50P	Symbol Withdrawn		OR8-126	
HGNC:8426	OR7E51P	Symbol Withdrawn		hg94	
HGNC:8427	OR7E52P	Entry Withdrawn			
HGNC:8428	OR7E53P	Approved	OR7E78P, OR7E78, OR7E132P	OR3-143, OR3-142	ENSG00000239978
