HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols	Ensembl gene ID
HGNC:5	A1BG	Approved			ENSG00000121410
HGNC:37133	A1BG-AS1	Approved	NCRNA00181, A1BGAS, A1BG-AS	FLJ23569	ENSG00000268895
HGNC:24086	A1CF	Approved		ACF, ASP, ACF64, ACF65, APOBEC1CF	ENSG00000148584
HGNC:6	A1S9T	Symbol Withdrawn			
HGNC:7	A2M	Approved		FWP007, S863-7, CPAMD5	ENSG00000175899
HGNC:27057	A2M-AS1	Approved			ENSG00000245105
HGNC:23336	A2ML1	Approved	CPAMD9	FLJ25179, p170	ENSG00000166535
HGNC:41022	A2ML1-AS1	Approved			ENSG00000256661
HGNC:41523	A2ML1-AS2	Approved			ENSG00000256904
HGNC:8	A2MP1	Symbol Withdrawn	A2MP		
HGNC:9	A2MR	Symbol Withdrawn			
HGNC:10	A2MRAP	Symbol Withdrawn			
HGNC:30005	A3GALT2	Approved	A3GALT2P	IGBS3S, IGB3S	ENSG00000184389
HGNC:18149	A4GALT	Approved	P1	A14GALT, Gb3S, P(k)	ENSG00000128274
HGNC:17968	A4GNT	Approved		alpha4GnT	ENSG00000118017
HGNC:1	A12M1	Entry Withdrawn			
HGNC:2	A12M2	Entry Withdrawn			
HGNC:3	A12M3	Entry Withdrawn			
HGNC:4	A12M4	Entry Withdrawn			
HGNC:11	AA	Symbol Withdrawn	AA		
HGNC:13666	AAAS	Approved			ENSG00000094914
HGNC:12	AABT	Entry Withdrawn			
HGNC:13	AAC1	Symbol Withdrawn			
HGNC:14	AAC2	Symbol Withdrawn			
HGNC:21298	AACS	Approved		FLJ12389, SUR-5, ACSF1	ENSG00000081760
HGNC:18226	AACSP1	Approved	AACSL		ENSG00000250420
HGNC:13792	AACT	Symbol Withdrawn			
HGNC:17	AADAC	Approved		DAC, CES5A1	ENSG00000114771
HGNC:24427	AADACL2	Approved		MGC72001	ENSG00000197953
HGNC:50301	AADACL2-AS1	Approved			ENSG00000242908
HGNC:32037	AADACL3	Approved		OTTHUMG00000001887	ENSG00000188984
HGNC:32038	AADACL4	Approved		OTTHUMG00000001889	ENSG00000204518
HGNC:50305	AADACP1	Approved			ENSG00000240602
HGNC:17929	AADAT	Approved		KATII, KAT2, KYAT2	ENSG00000109576
HGNC:25662	AAGAB	Approved		FLJ11506, p34	ENSG00000103591
HGNC:19679	AAK1	Approved		KIAA1048, DKFZp686K16132	ENSG00000115977
HGNC:30205	AAMDC	Approved	C11orf67	PTD015, FLJ21035, CK067	ENSG00000087884
HGNC:18	AAMP	Approved			ENSG00000127837
HGNC:19	AANAT	Approved		SNAT	ENSG00000129673
HGNC:15886	AAR2	Approved	C20orf4	bA234K24.2	ENSG00000131043
HGNC:33842	AARD	Approved	C8orf85	LOC441376	ENSG00000205002
HGNC:20	AARS1	Approved	AARS	CMT2N, AlaRS	ENSG00000090861
HGNC:49894	AARS1P1	Approved	AARSP1		ENSG00000249038
HGNC:21022	AARS2	Approved	AARSL	KIAA1270, bA444E17.1	ENSG00000124608
HGNC:28417	AARSD1	Approved		MGC2744, AlaXp	ENSG00000266967
HGNC:54994	AARSD1P1	Approved			ENSG00000234969
HGNC:23993	AASDH	Approved		NRPS998, LYS2, ACSF4	ENSG00000157426
HGNC:58795	AASDH-DT	Approved			ENSG00000269921
HGNC:14235	AASDHPPT	Approved		LYS5, CGI-80, AASD-PPT, ACPS	ENSG00000149313
HGNC:58262	AASDHPPT-AS1	Approved			ENSG00000254433
HGNC:17366	AASS	Approved		LORSDH, LKRSDH, LKR/SDH	ENSG00000008311
HGNC:51526	AATBC	Approved			ENSG00000215458
HGNC:19235	AATF	Approved		DED, CHE-1, CHE1, BFR2	ENSG00000275700
HGNC:22	AAVS1	Approved		AAV	
HGNC:49667	ABALON	Entry Withdrawn		INXS	
HGNC:23	ABAT	Approved		GABAT, GABA-T	ENSG00000183044
HGNC:24	ABC1	Symbol Withdrawn			
HGNC:25	ABC2	Symbol Withdrawn			
HGNC:26	ABC3	Symbol Withdrawn			
HGNC:28	ABC7	Symbol Withdrawn			
HGNC:27	ABC50	Symbol Withdrawn			
HGNC:29	ABCA1	Approved	ABC1, HDLDT1	TGD	ENSG00000165029
HGNC:32	ABCA2	Approved	ABC2		ENSG00000107331
HGNC:33	ABCA3	Approved	ABC3	ABC-C, EST111653, LBM180	ENSG00000167972
HGNC:34	ABCA4	Approved	STGD1, ABCR, RP19, STGD	FFM, ARMD2, CORD3	ENSG00000198691
HGNC:35	ABCA5	Approved		EST90625	ENSG00000154265
HGNC:36	ABCA6	Approved		EST155051	ENSG00000154262
HGNC:37	ABCA7	Approved		ABCX	ENSG00000064687
HGNC:38	ABCA8	Approved		KIAA0822	ENSG00000141338
HGNC:39	ABCA9	Approved		EST640918	ENSG00000154258
HGNC:39983	ABCA9-AS1	Approved			ENSG00000231749
HGNC:30	ABCA10	Approved		EST698739	ENSG00000154263
HGNC:31	ABCA11P	Approved	ABCA11	ABCA10P, EST1133530, FLJ14297	ENSG00000251595
HGNC:14637	ABCA12	Approved	ICR2B	DKFZP434G232, LI2	ENSG00000144452
HGNC:14638	ABCA13	Approved		FLJ33876, FLJ33951	ENSG00000179869
HGNC:34405	ABCA15P	Approved	NCRNA00169, CRYM-AS1	ABCA15P1, FLJ41766	ENSG00000189149
HGNC:55707	ABCA16P	Approved	ABCA3P1	ABCA15P2	ENSG00000257408
HGNC:32972	ABCA17P	Approved			ENSG00000238098
HGNC:40	ABCB1	Approved	PGY1, MDR1, CLCS	P-gp, CD243, GP170, ABC20, p-170, PGY1	ENSG00000085563
HGNC:11563	ABCB2	Symbol Withdrawn			
HGNC:11564	ABCB3	Symbol Withdrawn			
HGNC:45	ABCB4	Approved	PGY3, MDR3	MDR2, PFIC-3, GBD1	ENSG00000005471
HGNC:59206	ABCB4P1	Approved			ENSG00000249627
HGNC:46	ABCB5	Approved		EST422562, ABCB5beta, ABCB5alpha	ENSG00000004846
HGNC:47	ABCB6	Approved		EST45597, umat, MTABC3	ENSG00000115657
HGNC:48	ABCB7	Approved	ABC7	EST140535, Atm1p, ASAT	ENSG00000131269
HGNC:49	ABCB8	Approved		EST328128, M-ABC1, MABC1, MITOSUR	ENSG00000197150
HGNC:50	ABCB9	Approved		EST122234	ENSG00000150967
HGNC:41	ABCB10	Approved		EST20237, M-ABC2, MTABC2	ENSG00000135776
HGNC:14114	ABCB10P1	Approved	ABCB10P, ABCB10P2	M-ABC2, MABC2	ENSG00000274099
HGNC:31128	ABCB10P2	Symbol Withdrawn			
HGNC:31129	ABCB10P3	Approved			ENSG00000261524
HGNC:31130	ABCB10P4	Approved			ENSG00000260053
HGNC:42	ABCB11	Approved	BSEP, PFIC2	ABC16, SPGP, PFIC-2, PGY4	ENSG00000073734
HGNC:51	ABCC1	Approved	MRP, MRP1	GS-X	ENSG00000103222
HGNC:53	ABCC2	Approved	CMOAT	DJS, MRP2, cMRP	ENSG00000023839
HGNC:54	ABCC3	Approved		MRP3, cMOAT2, EST90757, MLP2, MOAT-D	ENSG00000108846
HGNC:55	ABCC4	Approved		MRP4, EST170205, MOAT-B, MOATB	ENSG00000125257
HGNC:56	ABCC5	Approved		MRP5, SMRP, EST277145, MOAT-C	ENSG00000114770
HGNC:40055	ABCC5-AS1	Approved			ENSG00000223882
HGNC:57	ABCC6	Approved	ARA, PXE	MRP6, EST349056, MLP1, URG7	ENSG00000091262
HGNC:33352	ABCC6P1	Approved			ENSG00000256340
HGNC:33353	ABCC6P2	Approved			ENSG00000255277
HGNC:58	ABCC7	Symbol Withdrawn			
HGNC:59	ABCC8	Approved	SUR, HRINS	HI, PHHI, SUR1, MRP8, ABC36, HHF1, TNDM2	ENSG00000006071
HGNC:60	ABCC9	Approved		SUR2, CMD1O	ENSG00000069431
HGNC:52	ABCC10	Approved		EST182763, MRP7, SIMRP7	ENSG00000124574
HGNC:14639	ABCC11	Approved		MRP8	ENSG00000121270
HGNC:14640	ABCC12	Approved		MRP9	ENSG00000140798
HGNC:16022	ABCC13	Approved		PRED6, C21orf73, ABCC13P	ENSG00000243064
HGNC:61	ABCD1	Approved	ALD	AMN, ALDP, adrenoleukodystrophy	ENSG00000101986
HGNC:62	ABCD1P1	Approved			
HGNC:63	ABCD1P2	Approved		bA453N3.6	ENSG00000215151
HGNC:64	ABCD1P3	Approved			ENSG00000261233
HGNC:65	ABCD1P4	Approved			ENSG00000225293
HGNC:42662	ABCD1P5	Approved			ENSG00000214330
HGNC:66	ABCD2	Approved	ALDL1	ALDR, ALDRP	ENSG00000173208
HGNC:67	ABCD3	Approved	PXMP1	PMP70, ZWS2	ENSG00000117528
HGNC:68	ABCD4	Approved	PXMP1L	PMP69, P70R, EST352188	ENSG00000119688
HGNC:69	ABCE1	Approved	RNASEL1, RNASELI, RNS4I	RLI, OABP, RLI1	ENSG00000164163
HGNC:58656	ABCE1P1	Approved		ABCE1P2	ENSG00000224785
HGNC:58657	ABCE1P2	Approved			ENSG00000226723
HGNC:58658	ABCE1P3	Approved			ENSG00000236792
HGNC:70	ABCF1	Approved	ABC50	EST123147	ENSG00000204574
HGNC:53628	ABCF1-DT	Approved			
HGNC:71	ABCF2	Approved		EST133090, ABC28, M-ABC1, HUSSY-18	ENSG00000033050
HGNC:54751	ABCF2-H2BK1	Approved	ABCF2-H2BE1		ENSG00000285292
HGNC:48841	ABCF2P1	Approved			ENSG00000242159
HGNC:48842	ABCF2P2	Approved			ENSG00000228769
HGNC:72	ABCF3	Approved		EST201864	ENSG00000161204
HGNC:73	ABCG1	Approved		ABC8	ENSG00000160179
HGNC:74	ABCG2	Approved		EST157481, MXR, BCRP, ABCP, CD338	ENSG00000118777
HGNC:13884	ABCG4	Approved		WHITE2	ENSG00000172350
HGNC:13886	ABCG5	Approved		STSL	ENSG00000138075
HGNC:13887	ABCG8	Approved		GBD4	ENSG00000143921
HGNC:75	ABCR	Symbol Withdrawn			
HGNC:17553	ABHD1	Approved		LABH1, FLJ36128	ENSG00000143994
HGNC:18717	ABHD2	Approved		LABH2	ENSG00000140526
HGNC:18718	ABHD3	Approved		LABH3	ENSG00000158201
HGNC:20154	ABHD4	Approved		FLJ12816	ENSG00000100439
HGNC:21396	ABHD5	Approved		CGI-58, NCIE2	ENSG00000011198
HGNC:21398	ABHD6	Approved			ENSG00000163686
HGNC:23759	ABHD8	Approved		FLJ11743, MGC14280, MGC2512	ENSG00000127220
HGNC:25656	ABHD10	Approved		FLJ11342	ENSG00000144827
HGNC:16407	ABHD11	Approved	WBSCR21	PP1226	ENSG00000106077
HGNC:40012	ABHD11-AS2	Entry Withdrawn			
HGNC:15868	ABHD12	Approved	C20orf22	DKFZP434P106, dJ965G21.2, BEM46L2, ABHD12A	ENSG00000100997
HGNC:19837	ABHD12B	Approved	C14orf29	BEM46L3	ENSG00000131969
HGNC:20293	ABHD13	Approved	C13orf6	bA153I24.2, FLJ14906, BEM46L1	ENSG00000139826
HGNC:24538	ABHD14A	Approved		DKFZP564O243, DORZ1	ENSG00000248487
HGNC:38856	ABHD14A-ACY1	Approved			ENSG00000114786
HGNC:28235	ABHD14B	Approved		MGC15429, CIB	ENSG00000114779
HGNC:26971	ABHD15	Approved			ENSG00000168792
HGNC:49685	ABHD15-AS1	Approved		linc-TP53I13, lnc-TP53I13	ENSG00000264031
HGNC:13921	ABHD16A	Approved	BAT5	NG26, D6S82E	ENSG00000204427
HGNC:59161	ABHD16A-AS1	Approved			
HGNC:16128	ABHD16B	Approved	C20orf135	dJ591C20.1	ENSG00000183260
HGNC:58392	ABHD16B-AS1	Approved			ENSG00000268858
HGNC:28756	ABHD17A	Approved	C19orf27, FAM108A1	MGC5244	ENSG00000129968
HGNC:28394	ABHD17AP1	Approved	FAM108A2, ABHD17AP2, FAM108A3, FAM108A11P, FAM108A3P	C1orf47	ENSG00000198658
HGNC:33538	ABHD17AP2	Symbol Withdrawn	FAM108A3, FAM108A11P, FAM108A3P		
HGNC:34041	ABHD17AP3	Approved	FAM108A4, FAM108A4P		ENSG00000250536
HGNC:34042	ABHD17AP4	Approved	FAM108A5, FAM108A5P		ENSG00000229107
HGNC:34043	ABHD17AP5	Approved	FAM108A6, FAM108A6P		ENSG00000263366
HGNC:34044	ABHD17AP6	Approved	FAM108A7P		ENSG00000226981
HGNC:38508	ABHD17AP7	Approved	FAM108A8P		ENSG00000260864
HGNC:38509	ABHD17AP8	Approved	FAM108A9P		ENSG00000260540
HGNC:38510	ABHD17AP9	Approved	FAM108A10P		ENSG00000261536
HGNC:24278	ABHD17B	Approved	C9orf77, FAM108B1	CGI-67	ENSG00000107362
HGNC:26925	ABHD17C	Approved	FAM108C1		ENSG00000136379
HGNC:26111	ABHD18	Approved	C4orf29	FLJ21106	ENSG00000164074
HGNC:11320	ABI1	Approved	SSH3BP1	E3B1, ABI-1	ENSG00000136754
HGNC:20035	ABI1P1	Approved	SSH3BP1P, ABI1P		ENSG00000271484
HGNC:24011	ABI2	Approved		ABI-2, AIP-1, ABI2B, AblBP3, argBPIA, SSH3BP2	ENSG00000138443
HGNC:29859	ABI3	Approved		NESH, SSH3BP3	ENSG00000108798
HGNC:17265	ABI3BP	Approved		NESHBP, DKFZP586L2024, TARSH	ENSG00000154175
HGNC:1364	ABITRAM	Approved	C9orf6, FAM206A	CG-8, FLJ20457, Simiate	ENSG00000119328
HGNC:39851	ABITRAMP1	Approved	FAM206BP		ENSG00000251106
HGNC:76	ABL1	Approved	ABL	JTK7, c-ABL, p150	ENSG00000097007
HGNC:77	ABL2	Approved	ABLL	ARG	ENSG00000143322
HGNC:78	ABLIM1	Approved	LIMAB1, ABLIM	abLIM, limatin	ENSG00000099204
HGNC:19195	ABLIM2	Approved		KIAA1808	ENSG00000163995
HGNC:58727	ABLIM2-DT	Approved			ENSG00000290015
HGNC:29132	ABLIM3	Approved		KIAA0843	ENSG00000173210
HGNC:79	ABO	Approved		A3GALNT, A3GALT1	ENSG00000175164
HGNC:81	ABR	Approved		MDB	ENSG00000159842
HGNC:55674	ABR-AS1	Approved			ENSG00000235361
HGNC:30655	ABRA	Approved		STARS	ENSG00000174429
HGNC:21230	ABRACL	Approved	C6orf115	PRO2013, HSPC280, Costars	ENSG00000146386
HGNC:25829	ABRAXAS1	Approved	CCDC98, FAM175A	FLJ13614, ABRA1, ABRAXAS	ENSG00000163322
HGNC:56461	ABRAXAS1P1	Approved			ENSG00000213431
HGNC:56462	ABRAXAS1P2	Approved			ENSG00000253384
HGNC:28975	ABRAXAS2	Approved	KIAA0157, FAM175B	Em:AC068896.4, ABRO1	ENSG00000165660
HGNC:17369	ABT1	Approved		Esf2	ENSG00000146109
HGNC:39557	ABT1P1	Approved			ENSG00000250496
HGNC:18275	ABTB1	Approved		BPOZ, EF1ABP, Btb3, BTBD21, BPOZ-2	ENSG00000114626
HGNC:23842	ABTB2	Approved		DKFZP586C1619, BTBD22, ABTB2A	ENSG00000166016
HGNC:23844	ABTB3	Approved	BTBD11	FLJ33957, ABTB2B	ENSG00000151136
HGNC:82	ACAA1	Approved		Lnc-Myd88	ENSG00000060971
HGNC:83	ACAA2	Approved		DSAEC	ENSG00000167315
HGNC:55880	ACAA2P1	Approved			ENSG00000233585
HGNC:84	ACACA	Approved	ACAC, ACC	ACC1, ACC-alpha, ACCA, ACCalpha, ACACalpha, Acac1, hACC1	ENSG00000278540
HGNC:85	ACACB	Approved		HACC275, ACC2, ACCB, ACC-beta, ACCbeta, ACACbeta	ENSG00000076555
HGNC:86	ACAD	Entry Withdrawn			
HGNC:87	ACAD8	Approved			ENSG00000151498
HGNC:21497	ACAD9	Approved		NPD002, MGC14452	ENSG00000177646
HGNC:56086	ACAD9-DT	Approved			ENSG00000287110
HGNC:21597	ACAD10	Approved		MGC5601	ENSG00000111271
HGNC:30211	ACAD11	Approved		FLJ12592	ENSG00000240303
HGNC:88	ACADL	Approved		LCAD, ACAD4	ENSG00000115361
HGNC:89	ACADM	Approved		MCAD, MCADH, ACAD1	ENSG00000117054
HGNC:90	ACADS	Approved		SCAD, ACAD3	ENSG00000122971
HGNC:91	ACADSB	Approved		SBCAD, ACAD7	ENSG00000196177
HGNC:92	ACADVL	Approved		VLCAD, LCACD, ACAD6	ENSG00000072778
HGNC:319	ACAN	Approved	MSK16, CSPG1, AGC1	CSPGCP	ENSG00000157766
HGNC:16467	ACAP1	Approved	CENTB1	KIAA0050	ENSG00000072818
HGNC:16469	ACAP2	Approved	CENTB2	KIAA0041, CNT-B2	ENSG00000114331
HGNC:41426	ACAP2-IT1	Approved			ENSG00000229325
HGNC:16754	ACAP3	Approved	CENTB5	KIAA1716	ENSG00000131584
HGNC:93	ACAT1	Approved	ACAT	THIL	ENSG00000075239
HGNC:94	ACAT2	Approved			ENSG00000120437
HGNC:15453	ACBD3	Approved	GOLPH1, GOCAP1	GCP60, PAP7	ENSG00000182827
HGNC:40701	ACBD3-AS1	Approved		RP11-275I14.4	ENSG00000234478
HGNC:23337	ACBD4	Approved		FLJ13322	ENSG00000181513
HGNC:23338	ACBD5	Approved		DKFZp434A2417, KIAA1996	ENSG00000107897
HGNC:23339	ACBD6	Approved		MGC2404	ENSG00000230124
HGNC:17715	ACBD7	Approved		FLJ38219, bA455B2.2	ENSG00000176244
HGNC:58659	ACBD7P1	Approved			ENSG00000225531
HGNC:96	ACBP	Symbol Withdrawn			
HGNC:97	ACC	Symbol Withdrawn			
HGNC:98	ACCN	Symbol Withdrawn			
HGNC:14594	ACCPN	Symbol Withdrawn			
HGNC:23989	ACCS	Approved		PHACS, ACS	ENSG00000110455
HGNC:34391	ACCSL	Approved			ENSG00000205126
HGNC:56899	ACCSLP1	Approved			ENSG00000230570
HGNC:25070	ACD	Approved		Ptop, Pip1, Tpp1, Tint1	ENSG00000102977
HGNC:2707	ACE	Approved	DCP1	ACE1, CD143	ENSG00000159640
HGNC:13557	ACE2	Approved		ACEH	ENSG00000130234
HGNC:56255	ACE2-DT	Approved		GS1-594A7.3	ENSG00000225833
HGNC:44365	ACE3P	Approved			ENSG00000224353
HGNC:18356	ACER1	Approved	ASAH3		ENSG00000167769
HGNC:23675	ACER2	Approved	ASAH3L	FLJ41587, ALKCDase2	ENSG00000177076
HGNC:54674	ACER2P1	Approved			ENSG00000180105
HGNC:16066	ACER3	Approved	PHCA	FLJ11238, APHC	ENSG00000078124
HGNC:58067	ACER3-AS1	Approved			ENSG00000254988
HGNC:106	ACH	Symbol Withdrawn			
HGNC:107	ACHAP	Symbol Withdrawn			
HGNC:108	ACHE	Approved	YT		ENSG00000087085
HGNC:109	ACHM1	Symbol Withdrawn	RMCH		
HGNC:110	ACHM2	Symbol Withdrawn			
HGNC:111	ACHM3	Symbol Withdrawn			
HGNC:112	ACHRD	Symbol Withdrawn			
HGNC:113	ACHRG	Symbol Withdrawn			
HGNC:17066	ACIN1	Approved	ACINUS	KIAA0670, fSAP152	ENSG00000100813
HGNC:4035	ACKR1	Approved	FY, DARC	CCBP1, GPD, Dfy, CD234	ENSG00000213088
HGNC:1565	ACKR2	Approved	CMKBR9, CCBP2	CCR10, D6, CCR9	ENSG00000144648
HGNC:23692	ACKR3	Approved	CMKOR1, CXCR7	RDC1, GPR159	ENSG00000144476
HGNC:1611	ACKR4	Approved	CCRL1	CCR11, CCBP2, VSHK1, CCX-CKR, PPR1	ENSG00000129048
HGNC:21142	ACKR4P1	Approved	CCRL1P, CCRL1P1	dJ509I19.4	ENSG00000225415
HGNC:13708	ACKR5	Approved	ADMR, GPR182	hrhAMR, G10D, AM-R	ENSG00000166856
HGNC:114	ACLS	Entry Withdrawn			
HGNC:115	ACLY	Approved		ATPCL, CLATP, ACL	ENSG00000131473
HGNC:116	ACMG	Entry Withdrawn			
HGNC:19288	ACMSD	Approved			ENSG00000153086
HGNC:34504	ACNATP	Approved	BAATP1		ENSG00000227411
HGNC:117	ACO1	Approved	IREB1	IRP1, IREBP	ENSG00000122729
HGNC:118	ACO2	Approved		ACONM	ENSG00000100412
HGNC:56989	ACO2P1	Approved			ENSG00000235485
HGNC:56990	ACO2P2	Approved			ENSG00000235371
HGNC:33904	ACOD1	Approved	IRG1	CAD	ENSG00000102794
HGNC:33128	ACOT1	Approved		ACH2, CTE-1, LACH2	ENSG00000184227
HGNC:18431	ACOT2	Approved		Mte1, ZAP128	ENSG00000119673
HGNC:19748	ACOT4	Approved		FLJ31235, PTE-Ib, PTE2B	ENSG00000177465
HGNC:58578	ACOT4P1	Approved			ENSG00000267142
HGNC:33159	ACOT6	Approved	C14orf42		ENSG00000205669
HGNC:24157	ACOT7	Approved		BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH	ENSG00000097021
HGNC:15919	ACOT8	Approved	PTE1	hACTE-III, hTE, PTE-2, NAP1	ENSG00000101473
HGNC:17152	ACOT9	Approved		CGI-16, MT-ACT48, ACATE2	ENSG00000123130
HGNC:18156	ACOT11	Approved	THEA	STARD14, BFIT, KIAA0707, BFIT1, THEM1	ENSG00000162390
HGNC:24436	ACOT12	Approved		Cach, THEAL, STARD15	ENSG00000172497
HGNC:59089	ACOT12-DT	Approved			ENSG00000300735
HGNC:20999	ACOT13	Approved	THEM2	HT012	ENSG00000112304
HGNC:119	ACOX1	Approved		PALMCOX	ENSG00000161533
HGNC:120	ACOX2	Approved		BRCACOX, BRCOX, THCCox	ENSG00000168306
HGNC:121	ACOX3	Approved			ENSG00000087008
HGNC:25621	ACOXL	Approved		FLJ11042, ACOX4	ENSG00000153093
HGNC:41112	ACOXL-AS1	Approved			ENSG00000204581
HGNC:122	ACP1	Approved		HAAP, LMW-PTP, LMWPTP	ENSG00000143727
HGNC:123	ACP2	Approved		LAP	ENSG00000134575
HGNC:125	ACP3	Approved	ACPP	ACP-3, PAP, TM-PAP	ENSG00000014257
HGNC:14376	ACP4	Approved	ACPT		ENSG00000142513
HGNC:124	ACP5	Approved		TRAP, HPAP, TRAcP	ENSG00000102575
HGNC:29609	ACP6	Approved		LPAP, ACPL1	ENSG00000162836
HGNC:33781	ACP7	Approved		FLJ16165, PAPL1, PAPL	ENSG00000183760
HGNC:126	ACR	Approved			ENSG00000100312
HGNC:17195	ACRBP	Approved		SP32, OY-TES-1, CT23	ENSG00000111644
HGNC:54745	ACRP1	Approved			ENSG00000175509
HGNC:127	ACRV1	Approved		SPACA2, SP-10, D11S4365	ENSG00000134940
HGNC:128	ACS3	Symbol Withdrawn			
HGNC:29567	ACSBG1	Approved		BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG	ENSG00000103740
HGNC:24174	ACSBG2	Approved		BGR, PRTD-NY3, DKFZp434K1635	ENSG00000130377
HGNC:59199	ACSBG3P	Approved			ENSG00000284490
HGNC:26101	ACSF2	Approved		FLJ20920, ACSMW	ENSG00000167107
HGNC:27288	ACSF3	Approved			ENSG00000176715
HGNC:3569	ACSL1	Approved	FACL2	LACS2, LACS, ACS1, LACS1, FACL1	ENSG00000151726
HGNC:58916	ACSL1-DT	Approved			ENSG00000286256
HGNC:3570	ACSL3	Approved	FACL3	ACS3, PRO2194	ENSG00000123983
HGNC:40227	ACSL3-AS1	Approved			ENSG00000234193
HGNC:56529	ACSL3P1	Approved			ENSG00000244062
HGNC:3571	ACSL4	Approved	FACL4, MRX63, MRX68	ACS4, LACS4	ENSG00000068366
HGNC:16526	ACSL5	Approved	FACL5	ACS5, ACS2	ENSG00000197142
HGNC:16496	ACSL6	Approved	FACL6	KIAA0837, ACS2, LACS5, LACS2	ENSG00000164398
HGNC:40772	ACSL6-AS1	Approved			ENSG00000223548
HGNC:40773	ACSL6-AS2	Approved			ENSG00000231585
HGNC:18049	ACSM1	Approved	BUCS1	MACS1	ENSG00000166743
HGNC:32017	ACSM2A	Approved	ACSM2	A-923A4.1, MGC150530	ENSG00000183747
HGNC:30931	ACSM2B	Approved	ACSM2	HXMA, HYST1046	ENSG00000066813
HGNC:10522	ACSM3	Approved	SAH	SA	ENSG00000005187
HGNC:32016	ACSM4	Approved			ENSG00000215009
HGNC:26060	ACSM5	Approved		FLJ20581	ENSG00000183549
HGNC:51295	ACSM5P1	Approved			ENSG00000260762
HGNC:31665	ACSM6	Approved	C10orf129	bA310E22.3	ENSG00000173124
HGNC:16091	ACSS1	Approved	ACAS2L	dJ568C11.3, AceCS2L, MGC33843	ENSG00000154930
HGNC:15814	ACSS2	Approved	ACAS2	ACS, ACSA, AceCS, dJ1161H23.1	ENSG00000131069
HGNC:24723	ACSS3	Approved		FLJ21963	ENSG00000111058
HGNC:58286	ACSS3-AS1	Approved			ENSG00000258026
HGNC:129	ACTA1	Approved	ACTA	NEM3	ENSG00000143632
HGNC:130	ACTA2	Approved		ACTSA	ENSG00000107796
HGNC:45169	ACTA2-AS1	Approved		uc001kfo.1, ZXF1, UC001kfo	ENSG00000180139
HGNC:131	ACTA3	Symbol Withdrawn			
HGNC:132	ACTB	Approved			ENSG00000075624
HGNC:17780	ACTBL2	Approved		DKFZp686D0972	ENSG00000169067
HGNC:134	ACTBP1	Approved			ENSG00000229145
HGNC:135	ACTBP2	Approved			ENSG00000213763
HGNC:136	ACTBP3	Approved			
HGNC:137	ACTBP4	Approved			ENSG00000286676
HGNC:138	ACTBP5	Entry Withdrawn			
HGNC:139	ACTBP6	Approved			ENSG00000203413
HGNC:140	ACTBP7	Approved			ENSG00000185607
HGNC:141	ACTBP8	Approved		ACTBP2	ENSG00000220267
HGNC:142	ACTBP9	Approved			ENSG00000266920
HGNC:31819	ACTBP10	Approved			
HGNC:33971	ACTBP11	Approved			ENSG00000188460
HGNC:150	ACTBP12	Approved	ACTGP5		ENSG00000233125
HGNC:45086	ACTBP14	Approved			ENSG00000229001
HGNC:55065	ACTBP15	Approved			ENSG00000213857
HGNC:56590	ACTBP16	Approved			ENSG00000241473
HGNC:143	ACTC1	Approved	ACTC	CMD1R	ENSG00000159251
HGNC:51491	ACTE1P	Approved			ENSG00000172900
HGNC:144	ACTG1	Approved	ACTG, DFNA20, DFNA26		ENSG00000184009
HGNC:146	ACTG1P1	Approved	ACTGP1, ACT1GP1		ENSG00000178631
HGNC:147	ACTG1P2	Approved	ACTL2, ACTGP2		ENSG00000229129
HGNC:148	ACTG1P3	Approved	ACTGP3		ENSG00000215388
HGNC:149	ACTG1P4	Approved	ACTGP4		ENSG00000236085
HGNC:151	ACTG1P6	Approved	ACTGP6		
HGNC:152	ACTG1P7	Approved	ACTGP7		
HGNC:153	ACTG1P8	Approved	ACTGP8		
HGNC:154	ACTG1P9	Approved	ACTGP9		ENSG00000229349
HGNC:155	ACTG1P10	Approved	ACTL1, ACTGP10		ENSG00000231340
HGNC:37651	ACTG1P11	Approved			ENSG00000229465
HGNC:44496	ACTG1P12	Approved			ENSG00000226642
HGNC:49058	ACTG1P13	Approved			ENSG00000241305
HGNC:49751	ACTG1P14	Approved			ENSG00000230581
HGNC:51495	ACTG1P15	Approved			ENSG00000259904
HGNC:51496	ACTG1P16	Approved			ENSG00000260298
HGNC:51497	ACTG1P17	Approved			ENSG00000259315
HGNC:51498	ACTG1P18	Approved			ENSG00000218475
HGNC:51499	ACTG1P19	Approved			ENSG00000237999
HGNC:51500	ACTG1P20	Approved			ENSG00000241547
HGNC:51501	ACTG1P21	Approved			ENSG00000232672
HGNC:51502	ACTG1P22	Approved			ENSG00000271615
HGNC:51503	ACTG1P23	Approved			ENSG00000230362
HGNC:49661	ACTG1P24	Approved	POTENP		ENSG00000226359
HGNC:54872	ACTG1P25	Approved		AGPG	ENSG00000234996
HGNC:145	ACTG2	Approved	ACTL3, ACTA3	ACTSG	ENSG00000163017
HGNC:156	ACTL2	Symbol Withdrawn			
HGNC:157	ACTL3	Symbol Withdrawn			
HGNC:158	ACTL4	Entry Withdrawn			
HGNC:159	ACTL5	Entry Withdrawn		ACTFIB	
